Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jul 19, 2025;Jul 20, 2025;16,583.50;2,241.75;43,014.00;79,212.00;848.25;-;82,397.00;23,303.75;33,082.75;6,338.50;14,257.50
Jul 20, 2025;Jul 21, 2025;16,294.75;2,302.75;26,303.00;68,060.50;813.50;-;77,103.00;10,871.25;23,288.00;1,847.00;14,661.25
Jul 21, 2025;Jul 22, 2025;16,487.25;3,097.50;49,233.25;51,465.50;793.50;-;125,251.75;34,383.50;50,654.50;6,620.00;13,690.00
Jul 22, 2025;Jul 23, 2025;16,482.75;3,527.25;85,303.50;56,240.50;872.25;-;105,189.75;28,053.75;25,294.25;4,538.75;14,430.00
Jul 23, 2025;Jul 24, 2025;16,408.50;3,640.25;50,320.00;63,765.50;909.00;-;103,186.75;32,950.50;37,242.75;2,567.50;12,526.25
Jul 24, 2025;Jul 25, 2025;16,413.00;3,549.25;4,654.25;56,795.50;943.50;-;128,868.75;47,813.75;82,240.00;3,900.25;13,011.50
Jul 25, 2025;Jul 26, 2025;17,254.25;3,496.25;14,082.75;58,154.75;937.00;-;108,648.25;31,077.75;63,637.25;3,574.50;14,505.50
Jul 26, 2025;Jul 27, 2025;17,007.00;3,484.25;9,370.75;64,834.00;942.75;-;84,479.25;31,972.75;41,546.25;3,687.00;14,211.00
Jul 27, 2025;Jul 28, 2025;16,833.00;3,549.00;20,121.25;48,684.50;931.25;-;72,551.50;4,486.25;24,095.75;4,461.75;16,333.00
Jul 28, 2025;Jul 29, 2025;16,741.50;3,899.50;50,977.25;52,817.50;889.00;-;75,579.75;1,159.25;27,304.00;2,982.25;16,564.00
Jul 29, 2025;Jul 30, 2025;16,944.00;4,034.25;34,154.50;59,120.50;883.00;-;61,924.50;1,370.50;23,299.25;9,855.75;15,836.50
Jul 30, 2025;Jul 31, 2025;16,721.00;3,936.75;38,260.50;58,203.50;920.25;-;84,121.50;1,350.50;31,311.00;6,198.00;14,094.00
Jul 31, 2025;Aug 1, 2025;16,837.50;3,819.50;64,790.00;46,145.25;868.50;-;83,050.00;1,267.25;27,115.50;5,217.50;15,183.25
Aug 1, 2025;Aug 2, 2025;16,982.25;3,733.25;42,021.50;56,547.50;1,100.00;-;75,441.00;1,169.25;38,233.50;5,949.75;14,513.50
Aug 2, 2025;Aug 3, 2025;16,946.50;3,806.50;43,836.75;50,144.25;1,183.00;-;54,462.75;1,218.75;20,801.50;7,456.50;15,938.50
Aug 3, 2025;Aug 4, 2025;16,986.50;4,170.25;60,464.00;57,844.00;1,176.00;-;36,581.75;708.75;19,502.75;2,382.25;15,828.75
Aug 4, 2025;Aug 5, 2025;16,898.75;4,090.25;80,623.25;56,857.25;1,181.00;-;41,117.50;513.50;36,606.00;8,841.75;15,100.25
Aug 5, 2025;Aug 6, 2025;16,791.50;4,003.25;88,298.75;68,935.50;1,171.50;-;34,163.75;697.25;30,240.50;8,467.00;15,321.00
Aug 6, 2025;Aug 7, 2025;16,835.00;3,670.75;29,094.75;83,149.25;951.00;-;41,796.50;618.25;35,688.75;5,844.75;11,878.25
Aug 7, 2025;Aug 8, 2025;16,808.75;3,235.50;23,046.25;88,350.00;906.25;-;66,295.00;6,463.50;40,617.75;4,226.75;12,677.25
Aug 8, 2025;Aug 9, 2025;16,794.00;2,755.50;28,967.50;78,975.00;1,046.00;-;75,840.50;14,901.75;37,650.25;5,112.25;13,320.00
Aug 9, 2025;Aug 10, 2025;16,692.50;2,327.50;24,923.25;86,883.75;1,099.25;-;68,703.25;4,507.75;29,673.00;6,026.75;12,923.00
Aug 10, 2025;Aug 11, 2025;16,707.75;2,198.25;21,898.75;91,249.75;1,221.75;-;63,367.00;312.25;20,504.50;3,878.00;12,582.50
Aug 11, 2025;Aug 12, 2025;16,642.50;2,199.25;33,873.25;102,019.75;1,195.00;-;82,024.00;9,642.25;55,406.00;5,364.25;14,068.25
Aug 12, 2025;Aug 13, 2025;16,517.75;2,100.75;36,616.75;91,209.25;1,176.00;-;95,885.25;28,281.75;71,987.00;4,471.50;13,652.25
Aug 13, 2025;Aug 14, 2025;16,313.75;1,976.50;11,004.50;91,550.00;1,173.00;-;92,464.75;34,639.25;66,216.00;4,448.75;13,584.50
Aug 14, 2025;Aug 15, 2025;16,238.50;1,879.75;6,519.25;79,296.25;1,008.50;-;98,310.25;46,148.25;75,503.50;4,368.75;12,458.50
Aug 15, 2025;Aug 16, 2025;16,439.50;1,735.25;29,712.75;87,645.25;977.00;-;84,568.75;26,651.25;36,706.00;4,526.00;13,385.75
Aug 16, 2025;Aug 17, 2025;16,655.50;1,782.50;41,529.50;47,241.00;1,143.25;-;72,253.25;1,803.75;16,749.50;5,932.50;14,682.75
Aug 17, 2025;Aug 18, 2025;16,904.25;1,900.25;22,849.50;64,024.75;1,125.00;-;73,098.25;11,369.75;25,483.25;3,431.75;14,458.00
Aug 18, 2025;Aug 19, 2025;16,858.75;1,807.75;23,937.25;97,112.75;1,201.00;-;96,287.50;36,920.25;60,025.50;6,146.75;14,229.50
Aug 19, 2025;Aug 20, 2025;16,732.75;1,785.00;22,184.25;94,792.00;1,069.00;-;90,606.50;34,506.25;60,243.75;6,922.75;12,628.00
Aug 20, 2025;Aug 21, 2025;16,738.50;1,747.50;23,082.25;64,980.25;1,005.25;-;104,624.25;41,926.75;55,254.50;3,429.00;14,107.75
Aug 21, 2025;Aug 22, 2025;16,879.75;2,098.25;57,794.25;68,016.75;942.00;-;101,139.25;34,047.75;46,778.25;3,080.00;14,702.25
Aug 22, 2025;Aug 23, 2025;17,000.00;2,799.00;31,238.00;50,394.75;929.50;-;93,034.25;21,583.50;22,707.75;6,697.25;14,104.50
Aug 23, 2025;Aug 24, 2025;17,014.75;2,699.50;23,188.75;49,423.25;942.25;-;72,738.75;2,272.75;15,339.50;5,534.25;13,909.25
Aug 24, 2025;Aug 25, 2025;17,060.25;2,389.00;5,837.75;73,753.75;951.00;-;72,740.75;5,965.00;20,447.75;7,062.25;13,468.50
Aug 25, 2025;Aug 26, 2025;16,950.00;2,152.50;4,920.75;87,985.75;954.50;-;92,664.75;24,947.00;50,651.50;5,988.75;14,504.50
Aug 26, 2025;Aug 27, 2025;16,846.25;1,999.75;27,349.50;82,765.75;834.00;-;101,310.00;39,979.75;79,194.00;6,353.00;14,621.25
Aug 27, 2025;Aug 28, 2025;16,734.75;1,951.50;37,554.00;58,830.25;916.00;-;101,374.25;30,223.75;73,805.50;5,793.25;13,597.25
Aug 28, 2025;Aug 29, 2025;16,708.00;2,144.50;28,116.00;33,670.75;959.50;-;117,564.75;34,049.75;104,250.50;4,622.75;13,683.00
Aug 29, 2025;Aug 30, 2025;16,883.75;3,168.75;64,431.25;67,491.00;918.00;-;103,904.75;26,977.00;62,445.75;3,206.75;14,320.25
Aug 30, 2025;Aug 31, 2025;16,973.00;3,096.25;62,275.25;61,515.25;896.25;-;77,483.00;1,436.50;25,371.75;6,509.75;14,602.25
Aug 31, 2025;Sep 1, 2025;16,949.75;2,456.50;60,742.50;52,555.25;856.25;-;64,662.75;4,178.25;20,948.00;3,122.25;14,512.25
Sep 1, 2025;Sep 2, 2025;16,460.57;2,181.50;36,770.71;42,534.96;1,011.83;-;109,020.50;21,626.50;65,136.50;6,556.25;14,677.50
Sep 2, 2025;Sep 3, 2025;16,611.05;2,358.25;60,439.33;60,400.56;1,021.91;-;96,272.00;28,055.75;79,556.50;6,504.50;14,721.00
Sep 3, 2025;Sep 4, 2025;15,969.44;2,266.50;138,973.92;46,724.42;979.30;-;68,952.00;18,409.00;42,704.75;2,625.50;13,126.25
Sep 4, 2025;Sep 5, 2025;16,264.55;2,204.50;79,165.42;48,908.68;1,014.12;-;68,142.00;18,004.50;58,372.75;6,944.25;14,029.00
Sep 5, 2025;Sep 6, 2025;17,065.45;2,555.50;38,192.45;51,664.14;1,003.52;-;104,730.00;24,357.50;70,873.75;5,004.00;11,834.75
Sep 6, 2025;Sep 7, 2025;17,054.95;2,400.75;25,707.65;81,680.62;980.57;-;79,193.00;15,208.25;38,155.25;5,860.50;13,673.25
Sep 7, 2025;Sep 8, 2025;16,527.55;2,179.50;84,568.05;80,141.34;960.96;-;50,204.75;0.00;23,951.25;785.50;15,669.75
Sep 8, 2025;Sep 9, 2025;17,347.57;2,087.00;25,948.08;32,635.92;947.01;-;105,191.00;19,996.75;88,322.50;7,686.25;14,560.25
Sep 9, 2025;Sep 10, 2025;17,475.08;2,167.50;24,663.07;16,362.14;964.10;-;118,730.50;39,136.75;118,485.50;7,266.25;13,422.75
Sep 10, 2025;Sep 11, 2025;17,427.93;2,389.00;20,490.72;46,115.83;978.66;-;120,720.25;33,328.50;108,258.00;8,449.75;12,385.25
Sep 11, 2025;Sep 12, 2025;16,977.91;2,369.00;131,601.47;47,015.62;975.24;-;80,633.25;8,155.25;61,001.00;7,034.00;14,151.75
Sep 12, 2025;Sep 13, 2025;17,189.60;2,308.75;114,172.80;52,645.13;989.61;-;43,679.50;8,419.50;59,538.00;8,175.25;15,443.75
Sep 13, 2025;Sep 14, 2025;16,868.60;2,082.50;95,218.00;50,285.88;1,006.86;-;33,185.50;9,567.00;30,284.00;6,753.75;16,287.75
Sep 14, 2025;Sep 15, 2025;16,832.74;2,451.25;64,166.73;61,053.85;1,032.72;-;46,813.00;0.00;31,172.75;8,777.25;15,022.50
Sep 15, 2025;Sep 16, 2025;15,996.82;2,266.25;204,681.68;56,571.49;1,018.37;-;25,891.75;2,625.25;20,656.00;7,076.25;15,583.50
Sep 16, 2025;Sep 17, 2025;16,024.08;2,579.25;185,894.47;42,090.50;1,034.69;-;29,868.50;10,050.50;18,402.00;5,132.75;13,542.50
Sep 17, 2025;Sep 18, 2025;16,945.47;2,392.25;92,857.50;36,789.11;1,079.57;-;64,272.00;10,956.00;45,770.50;6,023.00;14,407.25
Sep 18, 2025;Sep 19, 2025;16,649.52;2,129.00;96,069.60;52,787.47;1,073.76;-;53,764.75;11,174.00;53,861.75;5,446.25;15,326.50
Sep 19, 2025;Sep 20, 2025;16,721.45;2,001.50;38,675.88;72,918.84;1,078.32;-;79,356.25;18,893.25;58,886.00;8,348.50;13,550.75
Sep 20, 2025;Sep 21, 2025;16,093.62;1,893.25;86,190.32;59,275.32;1,091.42;-;58,968.00;921.25;12,127.25;6,347.50;13,769.50
Sep 21, 2025;Sep 22, 2025;16,003.00;1,931.75;79,198.68;30,563.63;1,067.40;-;48,393.00;0.00;20,470.75;1,729.75;14,175.75
Sep 22, 2025;Sep 23, 2025;16,982.57;2,155.50;93,247.74;29,135.01;1,011.45;-;88,321.00;15,268.00;47,551.50;4,280.00;14,326.50
Sep 23, 2025;Sep 24, 2025;17,353.18;2,119.25;90,476.31;36,835.60;1,046.02;-;97,271.50;26,430.75;99,214.75;6,430.00;14,155.75
Sep 24, 2025;Sep 25, 2025;17,260.15;2,166.75;147,461.91;27,259.22;1,086.83;-;82,831.25;4,503.00;31,976.50;4,098.00;11,345.00
Sep 25, 2025;Sep 26, 2025;17,708.23;2,749.75;103,126.34;16,260.49;1,144.98;-;76,081.50;0.00;41,237.75;7,170.50;11,642.00
Sep 26, 2025;Sep 27, 2025;17,777.88;2,734.75;34,705.43;28,494.81;1,098.84;-;94,577.50;50.75;65,926.25;5,101.00;12,639.25
Sep 27, 2025;Sep 28, 2025;17,280.41;2,736.50;5,105.26;30,200.24;1,032.99;-;75,914.00;518.50;53,297.25;2,353.75;13,598.25
Sep 28, 2025;Sep 29, 2025;17,124.51;2,830.25;4,797.86;42,149.90;1,084.59;-;73,162.25;5,628.25;55,161.50;1,683.50;12,397.00
Sep 29, 2025;Sep 30, 2025;17,681.09;2,703.25;5,590.47;36,299.59;1,093.03;-;88,775.00;27,017.75;117,116.50;5,662.50;13,568.50
Sep 30, 2025;Oct 1, 2025;17,951.83;2,624.25;12,230.81;29,798.89;1,122.86;-;102,106.25;29,965.50;124,835.25;6,540.75;17,158.75
Oct 1, 2025;Oct 2, 2025;18,155.29;2,775.50;31,257.48;62,857.85;1,045.60;-;102,914.50;30,284.50;109,417.50;6,390.50;13,751.50
Oct 2, 2025;Oct 3, 2025;18,470.97;2,489.50;44,607.75;65,075.74;1,114.15;-;97,372.00;17,678.50;97,924.00;6,951.00;14,722.25
Oct 3, 2025;Oct 4, 2025;18,151.72;2,199.50;100,064.14;30,062.79;1,091.69;-;43,194.00;1,380.25;52,401.00;3,995.25;16,136.25
Oct 4, 2025;Oct 5, 2025;17,036.16;2,420.50;199,366.65;25,390.23;1,030.39;-;22,679.50;1,078.25;14,199.50;5,208.00;15,446.75
Oct 5, 2025;Oct 6, 2025;16,651.03;2,910.75;172,485.99;25,739.83;1,002.06;-;33,042.00;3,052.50;16,750.00;4,341.00;15,097.50
Oct 6, 2025;Oct 7, 2025;17,768.20;3,048.50;102,998.22;7,408.08;992.50;-;97,643.00;5,565.50;99,576.50;4,308.50;14,690.50
Oct 7, 2025;Oct 8, 2025;17,918.84;2,946.25;16,500.40;15,129.49;1,034.41;-;121,410.75;16,421.75;145,443.00;6,973.25;16,259.50
Oct 8, 2025;Oct 9, 2025;17,374.53;2,765.50;8,357.39;24,752.88;1,026.30;-;118,324.00;28,890.75;137,380.25;6,215.00;17,972.00
Oct 9, 2025;Oct 10, 2025;17,280.68;2,695.75;15,116.53;21,204.21;1,043.05;-;115,836.50;37,964.75;139,290.25;3,375.00;14,924.00
Oct 10, 2025;Oct 11, 2025;17,435.35;2,664.25;22,171.52;19,957.89;1,076.77;-;108,650.50;18,848.75;87,005.75;3,851.00;17,459.00
Oct 11, 2025;Oct 12, 2025;16,934.79;2,402.00;8,242.71;20,634.20;1,078.01;-;97,822.25;14,512.25;59,076.75;3,861.50;14,439.25
Oct 12, 2025;Oct 13, 2025;16,474.45;2,260.25;12,344.93;23,369.89;1,100.78;-;100,960.25;13,617.50;70,037.00;2,396.75;14,220.00
Oct 13, 2025;Oct 14, 2025;17,474.10;2,172.50;9,117.49;15,244.66;1,078.70;-;99,279.50;37,647.25;147,140.50;8,849.75;15,743.00
Oct 14, 2025;Oct 15, 2025;17,682.82;2,119.75;10,446.56;26,949.05;1,044.50;-;101,105.75;43,236.25;146,901.50;6,250.50;17,165.50
Oct 15, 2025;Oct 16, 2025;17,926.42;1,991.75;6,451.18;17,770.12;1,032.44;-;115,115.25;41,891.75;148,483.00;4,462.75;14,895.00
Oct 16, 2025;Oct 17, 2025;18,129.71;1,895.75;11,959.43;17,146.71;1,125.48;-;113,368.75;34,872.75;129,804.00;5,202.75;14,188.50
Oct 17, 2025;Oct 18, 2025;18,143.01;1,842.00;17,144.11;17,098.20;1,082.44;-;106,281.00;53,515.00;110,189.00;4,539.25;15,906.75
Oct 18, 2025;Oct 19, 2025;18,006.71;1,797.50;34,470.81;39,064.24;1,117.95;-;97,774.25;41,794.75;49,225.25;4,877.75;15,137.50
Oct 19, 2025;Oct 20, 2025;17,467.81;1,688.00;86,798.10;29,675.46;1,142.36;-;54,880.00;12,128.25;27,006.25;1,745.25;14,451.25
Oct 20, 2025;Oct 21, 2025;17,911.97;1,714.00;136,509.77;14,217.51;1,093.03;-;79,186.50;20,189.75;48,455.50;6,416.00;14,140.50
Oct 21, 2025;Oct 22, 2025;17,717.23;1,753.45;157,322.69;19,035.14;1,105.52;-;65,457.08;19,024.95;49,218.40;2,170.97;16,383.72
Oct 22, 2025;Oct 23, 2025;18,385.39;1,812.30;42,889.65;15,725.82;1,116.88;-;112,962.72;43,616.90;109,934.52;8,233.28;16,733.04
Oct 23, 2025;Oct 24, 2025;17,666.37;2,106.32;219,540.48;19,649.93;1,143.51;-;61,459.95;19,620.80;47,145.21;3,894.29;12,376.73
Oct 24, 2025;Oct 25, 2025;17,288.08;2,434.36;226,737.37;25,353.46;1,057.40;-;34,681.46;8,204.19;39,550.79;5,745.38;14,789.35
Oct 25, 2025;Oct 26, 2025;17,767.16;2,508.77;198,118.75;12,049.18;1,039.26;-;33,680.90;1,027.86;29,282.72;9,957.44;12,860.52
Oct 26, 2025;Oct 27, 2025;17,832.74;2,847.97;209,777.11;21,451.74;1,028.75;-;46,225.99;1,260.53;28,558.78;6,203.20;7,143.75
Oct 27, 2025;Oct 28, 2025;17,825.61;2,983.28;211,501.82;16,885.07;997.25;-;42,922.23;9,097.73;51,448.19;9,108.81;14,050.15
Oct 28, 2025;Oct 29, 2025;17,668.26;3,244.76;203,336.19;14,165.86;1,024.76;-;44,831.07;11,253.66;50,311.11;4,362.53;13,127.99
Oct 29, 2025;Oct 30, 2025;18,412.51;2,977.63;104,449.71;23,370.18;1,073.46;-;76,125.29;14,972.42;57,033.90;7,498.69;10,414.10
Oct 30, 2025;Oct 31, 2025;17,947.42;2,962.37;121,635.60;32,044.60;1,019.93;-;78,632.76;13,419.53;47,479.72;2,078.55;10,632.84
Oct 31, 2025;Nov 1, 2025;18,694.88;2,911.92;93,123.25;20,202.86;1,070.70;-;85,569.96;14,581.17;55,774.12;7,425.64;12,580.83
Nov 1, 2025;Nov 2, 2025;17,822.46;2,569.62;147,901.49;9,849.09;1,107.16;-;39,109.20;1,044.23;20,808.27;4,632.09;13,595.55
Nov 2, 2025;Nov 3, 2025;18,114.93;2,690.09;100,595.62;16,576.52;1,090.24;-;54,719.45;2,817.85;42,679.94;2,864.29;15,100.15
Nov 3, 2025;Nov 4, 2025;17,843.83;3,083.85;123,124.77;22,279.21;1,087.24;-;68,018.52;16,050.81;55,249.42;4,939.19;14,201.46
Nov 4, 2025;Nov 5, 2025;17,975.23;2,947.39;98,364.21;31,122.30;1,095.41;-;79,159.48;24,370.33;58,417.10;6,291.98;14,340.39
Nov 5, 2025;Nov 6, 2025;18,246.89;2,681.49;93,040.08;32,656.09;1,087.62;-;93,317.52;40,729.09;70,931.89;4,837.07;15,880.31
Nov 6, 2025;Nov 7, 2025;18,470.07;2,533.51;49,466.61;27,469.88;1,061.75;-;103,218.14;57,274.04;140,037.94;3,364.93;14,682.26
Nov 7, 2025;Nov 8, 2025;19,172.43;2,383.56;11,240.61;21,496.18;1,084.86;-;113,757.85;62,927.41;164,862.84;6,443.60;15,173.18
Nov 8, 2025;Nov 9, 2025;18,800.93;2,295.12;6,379.63;16,828.37;1,100.26;-;102,041.27;56,255.12;160,155.39;4,178.58;14,138.94
Nov 9, 2025;Nov 10, 2025;18,126.41;2,307.53;18,961.17;8,360.93;1,093.49;-;100,033.99;50,845.04;129,149.85;1,412.53;14,807.86
Nov 10, 2025;Nov 11, 2025;18,983.77;2,345.06;42,863.31;19,406.96;1,131.83;-;110,567.39;43,104.34;135,298.66;6,239.38;14,442.48
Nov 11, 2025;Nov 12, 2025;18,812.21;2,175.21;83,244.02;21,915.49;1,170.99;-;104,741.62;41,102.62;91,698.16;6,325.27;13,187.58
Nov 12, 2025;Nov 13, 2025;18,585.62;2,150.29;114,225.96;24,674.87;1,129.23;-;73,090.71;27,032.41;85,964.81;2,003.82;13,422.51
Nov 13, 2025;Nov 14, 2025;18,711.62;2,101.87;123,939.13;19,831.32;1,097.34;-;64,868.70;30,215.82;80,241.90;1,194.35;13,999.53
Nov 14, 2025;Nov 15, 2025;19,229.24;2,059.44;70,400.06;9,936.52;1,110.90;-;84,293.39;49,229.83;136,831.61;5,606.33;14,992.60
Nov 15, 2025;Nov 16, 2025;18,146.10;1,922.80;61,479.75;10,587.42;1,079.29;-;47,799.83;31,913.72;94,582.97;1,921.17;14,615.14
Nov 16, 2025;Nov 17, 2025;18,311.98;1,958.87;25,060.39;8,447.41;1,080.04;-;71,431.60;35,526.38;82,804.92;1,656.79;15,124.03
Nov 17, 2025;Nov 18, 2025;18,593.13;2,139.44;88,229.25;13,045.85;1,032.32;-;80,363.10;44,226.89;134,730.05;3,865.45;15,523.86
Nov 18, 2025;Nov 19, 2025;18,773.52;2,160.00;86,539.60;19,117.93;1,011.61;-;89,947.46;45,472.93;124,392.92;3,969.38;13,560.26
Nov 19, 2025;Nov 20, 2025;19,022.01;2,051.14;104,041.29;7,870.55;1,156.59;-;103,451.10;46,851.83;148,345.22;6,997.87;12,371.18
Nov 20, 2025;Nov 21, 2025;19,071.49;1,964.35;41,382.72;14,365.33;1,181.87;-;107,356.14;55,652.00;167,692.31;5,494.51;13,384.35
Nov 21, 2025;Nov 22, 2025;19,277.98;1,915.30;17,807.81;22,205.76;1,183.46;-;131,876.47;54,602.21;175,515.21;7,696.86;15,244.15
Nov 22, 2025;Nov 23, 2025;18,610.23;1,778.01;60,532.93;23,682.93;1,197.26;-;95,184.15;27,660.19;68,933.57;960.67;14,658.49
Nov 23, 2025;Nov 24, 2025;18,436.66;1,705.14;135,353.67;16,513.56;1,179.10;-;52,058.93;12,222.04;64,440.54;854.36;14,881.11
Nov 24, 2025;Nov 25, 2025;19,089.54;1,695.13;69,259.47;5,638.21;1,145.70;-;117,326.75;48,261.44;145,005.71;5,001.52;15,676.76
Nov 25, 2025;Nov 26, 2025;19,525.40;2,093.70;16,207.21;5,430.07;1,068.14;-;122,728.21;58,475.48;182,424.95;7,017.66;16,162.06
Nov 26, 2025;Nov 27, 2025;19,421.06;2,090.36;14,554.37;5,591.76;1,028.82;-;118,948.85;58,521.91;176,458.82;7,734.10;13,638.93
Nov 27, 2025;Nov 28, 2025;18,852.44;2,051.01;109,430.80;9,765.60;1,148.10;-;80,178.33;30,208.11;89,682.80;1,251.90;13,460.54
Nov 28, 2025;Nov 29, 2025;19,340.40;2,045.29;95,929.76;7,400.31;1,237.51;-;81,797.10;29,845.42;92,533.81;6,916.73;11,963.99
Nov 29, 2025;Nov 30, 2025;19,184.74;2,056.69;83,735.63;9,255.84;1,229.42;-;80,312.69;30,390.30;72,345.56;2,508.92;14,252.59
Nov 30, 2025;Dec 1, 2025;18,790.27;2,085.21;84,449.06;6,983.35;1,200.69;-;83,077.40;29,399.65;73,912.91;828.41;14,121.92
Dec 1, 2025;Dec 2, 2025;19,058.18;2,222.39;116,374.04;16,734.77;1,212.23;-;78,339.16;25,572.04;87,501.29;3,851.55;13,250.04
Dec 2, 2025;Dec 3, 2025;19,058.48;2,125.56;104,504.77;7,136.46;1,242.92;-;100,481.51;22,182.44;112,119.90;5,573.13;16,177.32
Dec 3, 2025;Dec 4, 2025;19,536.62;2,068.15;19,338.88;5,945.22;1,241.22;-;132,447.68;39,298.59;174,446.12;7,002.51;17,022.95
Dec 4, 2025;Dec 5, 2025;19,225.09;2,018.40;43,837.50;7,423.71;1,236.43;-;123,044.04;41,391.05;167,827.52;6,279.77;16,193.32
Dec 5, 2025;Dec 6, 2025;19,596.40;1,988.79;32,309.07;6,274.91;1,259.41;-;125,218.76;40,487.12;163,605.57;7,546.50;16,761.81
Dec 6, 2025;Dec 7, 2025;18,938.95;1,863.04;165,710.23;5,052.80;1,302.13;-;53,216.18;12,601.09;32,706.27;3,871.00;15,893.01
Dec 7, 2025;Dec 8, 2025;19,027.56;2,122.37;136,009.42;5,435.08;1,219.27;-;45,493.55;14,899.41;33,558.27;5,273.93;14,791.54
Dec 8, 2025;Dec 9, 2025;18,864.05;3,009.17;155,204.36;5,702.60;1,153.05;-;65,625.05;14,123.89;50,895.50;7,015.36;16,214.31
Dec 9, 2025;Dec 10, 2025;19,236.20;2,951.29;111,654.73;13,513.67;1,139.55;-;70,918.90;22,377.18;75,394.90;1,362.26;14,042.26
Dec 10, 2025;Dec 11, 2025;19,035.53;2,761.51;107,487.73;7,847.03;1,123.07;-;71,527.00;31,278.32;84,668.40;5,054.11;14,093.09
Dec 11, 2025;Dec 12, 2025;19,372.12;2,671.95;52,955.55;10,389.66;1,204.56;-;81,378.45;37,363.66;115,295.41;157.23;13,687.45
Dec 12, 2025;Dec 13, 2025;20,162.88;2,569.80;40,699.23;10,256.55;1,204.13;-;100,174.32;38,139.14;159,697.48;10,236.45;14,318.27
Dec 13, 2025;Dec 14, 2025;19,377.69;2,258.53;20,262.06;4,395.22;1,239.59;-;56,345.18;33,160.11;134,021.22;1,370.40;14,300.29
Dec 14, 2025;Dec 15, 2025;19,085.29;2,130.51;41,120.78;6,428.84;1,223.09;-;37,421.89;16,659.06;78,063.81;119.43;14,125.54
Dec 15, 2025;Dec 16, 2025;19,419.77;2,173.56;108,463.73;14,358.19;1,223.22;-;57,317.74;40,736.16;113,658.01;3,594.64;14,258.52
Dec 16, 2025;Dec 17, 2025;19,773.16;2,115.06;66,781.50;11,850.87;1,239.99;-;85,467.14;47,139.64;147,974.63;9,093.44;13,947.45
Dec 17, 2025;Dec 18, 2025;19,690.64;2,086.01;56,040.66;6,337.85;1,173.98;-;84,577.96;52,769.61;166,656.60;3,833.36;11,574.75
Dec 18, 2025;Dec 19, 2025;19,222.41;2,053.90;166,633.46;13,233.54;1,149.59;-;41,926.35;22,599.74;63,741.80;3,866.92;12,219.13
Dec 19, 2025;Dec 20, 2025;19,144.04;2,066.87;114,901.00;5,502.11;1,189.64;-;59,245.54;24,827.86;74,739.58;2,084.20;14,138.68
Dec 20, 2025;Dec 21, 2025;19,670.27;1,946.55;35,171.17;7,460.79;1,205.05;-;74,641.05;21,515.92;146,375.18;8,539.20;15,397.06
Dec 21, 2025;Dec 22, 2025;19,139.28;1,969.53;93,036.93;13,039.51;1,183.27;-;52,570.88;17,301.44;73,416.93;1,062.54;14,780.37
Dec 22, 2025;Dec 23, 2025;19,656.02;2,025.78;108,303.93;6,471.27;1,174.58;-;57,631.28;18,224.07;70,303.81;6,734.18;14,698.73
Dec 23, 2025;Dec 24, 2025;19,953.48;2,013.36;166,428.62;2,055.46;1,192.64;-;41,294.45;15,862.35;54,325.67;2,768.91;13,546.78
Dec 24, 2025;Dec 25, 2025;19,179.07;1,874.37;212,265.48;10,088.88;1,141.77;-;26,014.62;9,248.06;43,338.66;2,738.23;14,294.70
Dec 25, 2025;Dec 26, 2025;19,500.45;1,801.37;172,002.00;15,328.21;1,137.42;-;36,584.60;16,385.12;53,003.57;2,506.52;13,522.24
Dec 26, 2025;Dec 27, 2025;19,632.35;1,755.60;127,229.33;18,426.33;1,064.08;-;45,382.08;19,761.70;81,622.25;3,971.99;14,255.43
Dec 27, 2025;Dec 28, 2025;19,260.79;1,758.10;62,482.83;14,948.76;1,070.33;-;44,585.01;17,171.08;69,298.22;1,125.83;15,727.19
Dec 28, 2025;Dec 29, 2025;19,253.95;1,796.65;40,086.42;17,318.09;1,016.19;-;44,725.55;20,324.18;75,775.25;1,981.89;15,805.04
Dec 29, 2025;Dec 30, 2025;19,228.10;1,791.04;50,115.42;9,584.22;1,003.43;-;78,105.65;24,646.55;71,196.53;3,426.20;14,743.48
Dec 30, 2025;Dec 31, 2025;19,488.60;1,828.42;55,333.11;16,603.62;1,043.94;-;63,272.24;19,627.23;60,851.10;8,579.88;15,559.81
Dec 31, 2025;Jan 1, 2026;19,601.58;1,832.83;103,303.15;11,209.20;1,091.72;-;55,653.27;17,751.12;68,412.43;4,160.84;16,497.67
