Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Aug 7, 2025;Aug 8, 2025;43,558.51;30,239.27;49,972.60;53,686.11;139,343.76;629.25;-;0.00;17,532.25;13,004.50;5,406.25;9,194.50
Aug 8, 2025;Aug 9, 2025;42,851.44;28,876.94;31,101.52;73,056.01;137,079.07;603.67;-;0.00;16,187.50;16,779.00;4,836.25;9,697.25
Aug 9, 2025;Aug 10, 2025;42,122.81;27,498.06;29,494.90;48,171.36;131,965.92;508.27;-;0.00;6,462.25;23,849.50;4,878.00;8,946.00
Aug 10, 2025;Aug 11, 2025;41,299.69;23,630.01;28,193.37;77,548.95;137,749.83;487.59;-;0.00;1,219.00;19,516.25;5,148.00;7,628.00
Aug 11, 2025;Aug 12, 2025;42,038.37;25,819.50;4,010.80;20,746.32;154,302.39;568.05;-;0.00;6,773.75;34,564.50;5,318.50;9,491.75
Aug 12, 2025;Aug 13, 2025;41,510.71;26,458.03;23,016.03;60,596.89;129,522.53;610.31;-;0.00;15,108.75;37,153.75;3,944.75;7,576.25
Aug 13, 2025;Aug 14, 2025;41,741.31;25,848.45;19,238.07;57,576.60;137,281.82;565.27;-;0.00;15,557.50;47,139.50;4,464.00;8,550.25
Aug 14, 2025;Aug 15, 2025;41,090.79;25,343.38;22,425.63;27,822.10;128,720.10;612.92;-;0.00;16,373.25;53,052.25;4,716.75;7,585.00
Aug 15, 2025;Aug 16, 2025;41,385.46;22,605.12;29,461.85;69,965.42;131,296.69;610.18;-;0.00;12,450.00;32,713.50;3,918.25;7,015.00
Aug 16, 2025;Aug 17, 2025;41,488.76;22,043.12;83,915.74;133,087.71;99,358.13;608.30;-;0.00;6,667.00;10,392.50;4,202.00;7,049.00
Aug 17, 2025;Aug 18, 2025;41,716.54;21,951.07;43,083.65;47,387.65;124,213.90;645.09;-;0.00;5,455.75;20,472.00;3,348.00;7,056.00
Aug 18, 2025;Aug 19, 2025;42,413.94;23,083.14;1,365.26;19,494.47;151,263.02;686.03;-;0.00;15,395.50;37,189.75;5,103.50;7,572.00
Aug 19, 2025;Aug 20, 2025;41,488.08;22,883.79;21,695.41;38,813.80;147,649.80;726.39;-;0.00;2,631.25;31,637.25;3,908.50;7,628.00
Aug 20, 2025;Aug 21, 2025;41,705.66;22,884.10;41,200.56;61,882.37;122,935.48;730.91;-;0.00;2,008.75;32,376.00;3,444.25;6,909.00
Aug 21, 2025;Aug 22, 2025;41,829.76;22,748.12;60,691.01;100,096.69;95,611.19;761.03;-;0.00;2,082.75;37,645.25;2,122.50;7,901.00
Aug 22, 2025;Aug 23, 2025;42,308.64;27,315.84;82,865.53;138,898.38;102,381.60;778.95;-;0.00;1,933.50;12,556.25;3,670.75;7,667.50
Aug 23, 2025;Aug 24, 2025;41,934.89;25,533.73;77,814.41;126,760.19;90,520.49;743.70;-;0.00;1,477.50;17,628.50;2,439.50;7,573.00
Aug 24, 2025;Aug 25, 2025;41,858.58;23,303.45;28,808.35;71,784.70;102,388.83;774.56;-;0.00;1,268.25;20,970.00;3,610.25;7,395.00
Aug 25, 2025;Aug 26, 2025;42,015.52;23,008.14;10,197.29;52,966.07;120,269.53;718.30;-;0.00;2,275.25;29,001.75;4,583.00;7,610.00
Aug 26, 2025;Aug 27, 2025;41,771.47;23,573.48;27,306.12;34,061.66;133,099.63;656.56;-;0.00;3,149.50;25,993.50;3,884.25;8,095.00
Aug 27, 2025;Aug 28, 2025;41,440.45;24,411.07;26,594.02;82,035.02;111,192.60;645.25;-;0.00;3,306.00;42,135.25;3,771.75;8,261.25
Aug 28, 2025;Aug 29, 2025;41,948.77;23,831.99;14,293.29;38,985.21;59,183.48;675.42;-;0.00;4,705.00;60,316.00;3,133.00;8,004.50
Aug 29, 2025;Aug 30, 2025;42,097.94;27,169.27;41,815.62;69,091.77;106,923.04;719.38;-;0.00;2,983.25;42,363.75;4,120.50;7,600.00
Aug 30, 2025;Aug 31, 2025;41,614.93;27,070.89;43,435.78;85,032.44;95,783.21;722.89;-;0.00;1,873.75;27,895.75;4,110.75;6,844.00
Aug 31, 2025;Sep 1, 2025;40,997.98;22,858.30;67,574.39;90,430.23;111,308.48;702.18;-;0.00;1,904.50;25,821.25;2,864.25;6,757.00
Sep 1, 2025;Sep 2, 2025;42,153.05;24,390.93;22,243.42;65,531.72;64,163.14;693.29;-;0.00;4,394.75;42,938.00;4,047.75;8,081.75
Sep 2, 2025;Sep 3, 2025;42,757.21;23,702.63;36,569.99;61,431.69;81,604.77;816.67;-;0.00;5,611.25;55,235.75;2,841.00;6,183.00
Sep 3, 2025;Sep 4, 2025;41,217.22;22,103.42;89,272.65;218,628.19;99,356.65;774.19;-;0.00;7,680.25;28,116.25;2,385.75;5,749.00
Sep 4, 2025;Sep 5, 2025;41,911.85;22,990.40;69,574.77;140,890.16;110,792.19;724.00;-;0.00;4,439.75;36,459.25;4,780.50;6,019.00
Sep 5, 2025;Sep 6, 2025;42,412.30;22,924.17;39,014.93;76,876.79;74,341.87;798.33;-;0.00;2,506.75;49,888.50;2,328.25;5,389.00
Sep 6, 2025;Sep 7, 2025;42,831.26;24,024.82;8,235.64;19,222.48;128,645.38;710.53;-;0.00;1,267.50;31,393.25;3,193.50;9,184.75
Sep 7, 2025;Sep 8, 2025;41,265.77;19,176.51;84,318.24;159,266.91;113,698.57;637.15;-;0.00;966.25;16,724.50;2,269.00;4,947.00
Sep 8, 2025;Sep 9, 2025;43,476.35;23,514.73;58,026.86;105,704.50;95,734.86;643.06;-;0.00;3,232.25;40,890.00;5,213.50;5,117.00
Sep 9, 2025;Sep 10, 2025;43,322.11;26,378.73;15,750.83;29,855.85;56,286.51;674.75;-;0.00;5,540.50;70,891.25;3,776.50;5,545.00
Sep 10, 2025;Sep 11, 2025;43,503.60;23,293.70;17,200.23;19,949.05;44,205.00;710.36;-;0.00;4,829.00;65,160.00;3,737.75;5,666.75
Sep 11, 2025;Sep 12, 2025;42,856.95;21,728.44;106,942.34;179,944.05;69,824.62;695.55;-;0.00;1,912.50;16,915.00;3,870.75;5,086.00
Sep 12, 2025;Sep 13, 2025;42,722.59;20,587.33;101,450.43;226,606.09;79,291.55;663.41;-;0.00;2,015.75;21,830.50;4,912.00;4,654.75
Sep 13, 2025;Sep 14, 2025;42,840.26;20,021.50;107,081.39;163,685.64;91,570.79;638.05;-;0.00;1,230.50;16,580.50;4,565.75;4,803.00
Sep 14, 2025;Sep 15, 2025;43,294.59;19,026.59;45,749.44;100,102.59;85,738.80;645.48;-;0.00;1,323.50;24,227.75;6,598.00;4,753.00
Sep 15, 2025;Sep 16, 2025;40,942.11;17,954.07;100,137.40;343,044.31;84,448.72;603.80;-;0.00;3,061.25;10,461.75;4,338.25;4,577.00
Sep 16, 2025;Sep 17, 2025;41,083.82;19,507.94;97,484.89;336,255.07;69,723.89;636.42;-;0.00;4,608.25;12,642.00;5,305.00;4,865.50
Sep 17, 2025;Sep 18, 2025;43,681.04;19,990.18;118,669.00;220,764.24;73,897.69;656.10;-;0.00;2,591.75;22,844.25;5,264.00;5,247.75
Sep 18, 2025;Sep 19, 2025;42,918.83;18,652.02;116,232.86;257,316.69;99,204.15;618.70;-;0.00;2,054.00;19,516.00;5,327.75;5,458.00
Sep 19, 2025;Sep 20, 2025;43,930.36;18,643.94;80,456.11;130,334.75;118,022.19;617.96;-;0.00;2,129.75;35,968.50;6,085.25;5,841.00
Sep 20, 2025;Sep 21, 2025;43,018.28;17,706.17;95,282.30;142,199.06;103,298.90;624.42;-;0.00;1,904.00;15,193.25;5,168.50;5,982.00
Sep 21, 2025;Sep 22, 2025;41,626.60;15,705.88;105,006.53;224,337.06;64,590.70;618.64;-;0.00;1,195.00;19,325.25;2,573.00;5,743.00
Sep 22, 2025;Sep 23, 2025;44,209.75;17,075.51;90,392.89;123,261.69;47,635.04;673.41;-;0.00;1,896.75;34,600.00;3,369.00;6,258.00
Sep 23, 2025;Sep 24, 2025;44,746.91;20,751.74;32,654.54;86,419.30;68,692.60;726.37;-;0.00;3,990.25;54,756.75;3,984.50;6,197.00
Sep 24, 2025;Sep 25, 2025;44,113.45;18,878.22;56,165.03;228,725.90;54,178.49;768.27;-;0.00;5,870.25;35,235.00;3,840.75;6,345.75
Sep 25, 2025;Sep 26, 2025;44,593.32;20,201.84;94,308.18;265,461.04;46,989.11;773.81;-;0.00;7,657.00;27,783.75;5,737.25;5,933.00
Sep 26, 2025;Sep 27, 2025;45,456.74;19,871.77;107,321.30;172,153.99;46,641.80;768.88;-;0.00;4,037.00;44,727.25;4,435.75;6,088.00
Sep 27, 2025;Sep 28, 2025;45,344.92;19,472.58;48,720.77;73,895.94;51,224.34;765.85;-;0.00;2,399.00;41,101.50;3,096.50;6,240.25
Sep 28, 2025;Sep 29, 2025;44,943.91;17,225.96;10,713.02;37,095.12;78,058.00;766.03;-;0.00;1,380.75;57,988.00;2,457.75;5,678.00
Sep 29, 2025;Sep 30, 2025;46,030.48;17,345.38;6,862.00;42,630.12;73,114.83;773.27;-;0.00;2,100.25;91,072.50;4,222.75;6,069.75
Sep 30, 2025;Oct 1, 2025;46,149.78;17,326.46;15,924.09;55,641.16;54,272.79;788.36;-;0.00;12,492.25;82,882.00;4,399.00;6,033.50
Oct 1, 2025;Oct 2, 2025;46,192.92;18,990.86;35,732.46;73,620.75;96,233.47;817.85;-;0.00;13,580.25;86,233.00;4,153.50;7,355.50
Oct 2, 2025;Oct 3, 2025;46,535.18;17,809.55;71,229.13;86,434.93;96,448.04;840.35;-;0.00;6,886.75;66,255.25;4,612.75;7,577.00
Oct 3, 2025;Oct 4, 2025;44,531.00;17,254.90;105,024.29;220,184.93;94,843.44;838.98;-;0.00;3,026.25;24,587.75;5,384.00;7,778.00
Oct 4, 2025;Oct 5, 2025;42,111.39;14,875.70;78,188.04;345,467.21;33,622.32;786.40;-;0.00;2,676.25;12,435.00;1,375.00;7,106.00
Oct 5, 2025;Oct 6, 2025;41,881.23;15,425.67;71,005.79;355,518.89;39,775.34;806.50;-;0.00;2,692.75;12,438.50;4,101.50;6,719.00
Oct 6, 2025;Oct 7, 2025;43,802.54;20,043.33;50,359.21;223,883.51;25,508.13;809.73;-;0.00;11,135.00;42,816.50;4,182.75;6,345.00
Oct 7, 2025;Oct 8, 2025;44,818.10;24,151.55;48,152.99;60,200.79;23,635.89;745.11;-;0.00;15,135.00;80,777.25;4,968.00;7,048.75
Oct 8, 2025;Oct 9, 2025;44,722.68;23,330.52;35,839.24;51,213.73;42,896.88;773.84;-;0.00;15,197.00;95,994.50;5,018.75;7,628.00
Oct 9, 2025;Oct 10, 2025;44,555.61;22,991.68;72,266.09;101,828.74;39,372.10;790.28;-;0.00;14,958.75;87,948.25;3,399.75;7,834.00
Oct 10, 2025;Oct 11, 2025;44,874.04;20,870.37;69,495.67;171,001.34;29,262.29;803.30;-;0.00;13,189.25;55,905.00;3,243.25;8,203.00
Oct 11, 2025;Oct 12, 2025;45,020.68;18,178.71;38,184.55;115,990.31;31,220.37;796.96;-;0.00;14,735.50;25,595.00;2,716.25;8,236.00
Oct 12, 2025;Oct 13, 2025;44,642.40;16,485.28;53,772.45;88,637.31;28,407.35;774.80;-;0.00;17,818.00;25,258.25;1,846.00;8,463.00
Oct 13, 2025;Oct 14, 2025;46,513.68;19,562.90;16,775.03;14,487.29;39,860.57;750.82;-;0.00;24,487.00;78,630.00;6,008.00;8,456.00
Oct 14, 2025;Oct 15, 2025;46,292.27;18,576.91;46,487.68;45,959.62;57,347.61;755.96;-;0.00;24,865.00;100,542.50;3,902.50;5,929.00
Oct 15, 2025;Oct 16, 2025;46,636.95;19,471.78;45,504.00;37,938.90;39,783.16;794.57;-;1.25;21,839.49;104,281.55;5,013.64;5,967.89
Oct 16, 2025;Oct 17, 2025;46,729.38;17,952.61;102,002.61;105,943.98;41,376.96;835.30;-;1.25;8,037.81;78,214.80;3,482.32;5,872.83
Oct 17, 2025;Oct 18, 2025;47,044.43;16,842.70;75,723.15;108,051.54;35,477.44;879.37;-;1.25;13,060.33;77,763.97;3,044.07;5,362.60
Oct 18, 2025;Oct 19, 2025;46,877.25;14,634.89;20,695.80;52,622.57;75,960.35;918.93;-;1.25;14,737.14;57,457.51;2,343.00;4,695.59
Oct 19, 2025;Oct 20, 2025;45,603.67;13,398.39;92,548.72;205,171.06;61,029.56;926.97;-;1.25;3,978.85;18,072.04;2,386.85;7,034.63
Oct 20, 2025;Oct 21, 2025;47,051.47;15,242.48;113,482.10;220,278.90;32,982.26;883.79;-;1.25;7,760.42;24,167.55;4,894.12;7,561.11
Oct 21, 2025;Oct 22, 2025;45,554.06;15,511.06;105,215.06;286,617.93;42,575.24;866.31;-;1.25;8,388.76;26,018.70;2,532.76;9,429.09
Oct 22, 2025;Oct 23, 2025;47,471.36;16,299.36;77,675.45;123,211.18;30,003.02;824.52;-;1.25;13,292.57;78,672.18;4,608.65;11,667.82
Oct 23, 2025;Oct 24, 2025;45,347.54;15,776.17;74,079.84;278,190.88;20,761.00;821.79;-;1.25;8,822.31;19,751.81;2,193.40;11,149.40
Oct 24, 2025;Oct 25, 2025;44,604.04;16,632.99;75,486.56;432,316.28;35,433.07;831.30;-;1.25;4,966.19;14,311.52;4,632.87;6,916.03
Oct 25, 2025;Oct 26, 2025;45,361.13;14,772.01;115,352.42;383,181.59;23,263.62;859.21;-;1.25;3,324.00;12,420.79;4,104.05;7,013.31
Oct 26, 2025;Oct 27, 2025;45,601.47;15,469.49;118,461.53;406,138.54;32,837.08;896.51;-;1.30;1,608.50;5,927.73;1,952.25;1,004.51
Oct 27, 2025;Oct 28, 2025;46,502.34;16,202.62;94,720.57;324,434.52;24,662.58;774.84;-;1.25;5,835.81;21,792.32;5,112.19;6,981.15
Oct 28, 2025;Oct 29, 2025;46,116.31;18,505.47;105,443.97;347,359.97;23,908.83;754.21;-;1.25;5,438.92;21,354.27;3,788.13;9,157.27
Oct 29, 2025;Oct 30, 2025;47,401.97;17,654.25;108,268.02;252,344.82;48,699.13;795.36;-;1.25;7,672.72;30,123.82;4,993.30;11,532.75
Oct 30, 2025;Oct 31, 2025;46,624.06;16,510.24;69,617.24;272,839.51;51,963.31;796.69;-;1.25;4,865.45;31,465.33;3,472.18;11,519.27
Oct 31, 2025;Nov 1, 2025;47,649.53;17,428.96;89,526.56;137,633.44;53,325.98;845.98;-;1.25;4,099.15;40,613.32;3,119.94;7,564.56
Nov 1, 2025;Nov 2, 2025;46,068.03;16,964.07;113,084.63;233,326.13;35,465.71;814.16;-;1.25;3,252.80;22,376.84;1,655.72;7,451.22
Nov 2, 2025;Nov 3, 2025;47,048.36;16,285.98;71,230.14;146,476.41;16,351.96;753.44;-;1.25;3,912.30;33,679.35;3,962.49;7,673.22
Nov 3, 2025;Nov 4, 2025;46,082.02;19,639.00;91,625.95;251,114.18;38,063.66;726.66;-;1.25;4,093.15;43,006.08;3,701.80;9,911.97
Nov 4, 2025;Nov 5, 2025;46,564.54;19,735.97;107,320.96;221,438.50;52,771.59;790.38;-;1.25;4,976.70;42,395.69;4,014.19;7,556.51
Nov 5, 2025;Nov 6, 2025;47,392.13;18,616.97;101,917.20;159,995.27;57,798.95;796.48;-;1.25;11,442.41;40,676.06;3,656.57;8,162.30
Nov 6, 2025;Nov 7, 2025;47,870.04;18,950.44;30,905.92;87,835.15;42,405.37;872.20;-;1.25;17,030.17;57,627.19;2,670.34;8,244.86
Nov 7, 2025;Nov 8, 2025;48,823.84;18,817.17;6,127.92;24,083.48;15,429.95;869.50;-;1.25;21,084.52;94,993.97;3,718.46;8,398.52
Nov 8, 2025;Nov 9, 2025;48,508.22;17,079.68;1,154.39;4,308.51;9,148.40;866.86;-;1.25;22,597.24;88,764.38;1,496.62;7,983.66
Nov 9, 2025;Nov 10, 2025;48,137.47;16,479.16;7,499.39;19,535.84;9,768.96;816.07;-;1.25;20,732.18;72,733.75;495.72;7,921.88
Nov 10, 2025;Nov 11, 2025;49,082.19;17,910.34;55,342.23;61,967.11;19,946.51;818.45;-;1.25;22,792.21;95,099.82;3,973.00;8,564.96
Nov 11, 2025;Nov 12, 2025;48,763.18;17,773.20;108,340.84;149,277.46;27,298.46;841.06;-;1.25;20,533.77;61,420.45;4,262.89;7,866.22
Nov 12, 2025;Nov 13, 2025;47,923.72;17,385.45;104,767.36;242,469.49;33,989.98;850.01;-;1.25;19,035.04;36,057.52;2,087.72;7,824.90
Nov 13, 2025;Nov 14, 2025;47,600.84;16,812.86;69,786.25;264,421.69;39,518.11;829.02;-;1.25;7,885.71;46,501.48;1,838.93;8,418.98
Nov 14, 2025;Nov 15, 2025;49,690.59;18,281.99;68,758.98;115,151.16;24,886.93;823.99;-;1.25;13,606.14;67,700.79;3,202.24;7,357.81
Nov 15, 2025;Nov 16, 2025;48,338.02;15,284.05;111,609.12;234,853.52;21,594.44;837.34;-;1.25;4,174.68;41,395.88;2,073.52;4,379.97
Nov 16, 2025;Nov 17, 2025;48,783.99;14,131.17;69,734.57;74,196.35;25,469.72;834.92;-;1.25;15,186.28;65,805.83;1,616.17;6,311.57
Nov 17, 2025;Nov 18, 2025;47,850.47;16,071.00;129,184.37;148,616.65;17,808.39;848.38;-;1.25;5,369.64;76,334.66;4,294.87;6,384.76
Nov 18, 2025;Nov 19, 2025;48,006.34;17,000.24;59,246.99;190,256.06;26,293.45;862.45;-;1.25;15,942.55;72,202.11;3,677.32;5,981.62
Nov 19, 2025;Nov 20, 2025;48,337.39;16,794.22;60,043.46;123,733.24;25,844.60;836.54;-;1.25;18,303.29;87,516.66;4,130.03;5,780.44
Nov 20, 2025;Nov 21, 2025;48,887.27;18,097.89;38,676.70;100,239.33;16,938.53;854.32;-;1.25;21,040.04;112,122.79;5,993.38;6,054.49
Nov 21, 2025;Nov 22, 2025;49,750.42;19,136.28;22,093.13;47,543.58;30,427.99;907.83;-;1.25;24,864.63;118,220.39;6,086.22;5,383.46
Nov 22, 2025;Nov 23, 2025;48,917.63;15,765.34;107,840.32;200,685.57;43,506.99;970.14;-;1.25;7,218.07;67,060.20;1,551.54;5,684.51
Nov 23, 2025;Nov 24, 2025;47,986.27;13,699.45;104,892.55;274,281.65;34,394.11;965.90;-;1.25;7,398.55;54,079.87;1,355.09;6,150.77
Nov 24, 2025;Nov 25, 2025;49,522.18;16,038.91;66,084.75;156,274.02;7,533.51;928.43;-;1.25;15,487.06;95,940.85;5,947.05;7,272.07
Nov 25, 2025;Nov 26, 2025;50,124.42;21,347.60;63,802.69;24,182.77;9,014.23;888.44;-;1.25;26,542.86;130,954.47;6,680.94;5,505.37
Nov 26, 2025;Nov 27, 2025;50,646.28;23,123.09;14,745.03;34,529.48;12,316.61;927.08;-;1.25;24,879.05;128,288.04;7,828.34;5,494.21
Nov 27, 2025;Nov 28, 2025;47,930.31;18,432.95;113,634.34;285,776.10;12,312.92;941.34;-;1.25;9,346.20;73,124.45;6,326.76;6,725.61
Nov 28, 2025;Nov 29, 2025;49,059.48;18,535.99;111,903.05;268,537.35;17,409.35;963.66;-;1.25;7,551.40;64,032.09;4,528.74;4,688.55
Nov 29, 2025;Nov 30, 2025;49,688.98;15,743.19;115,504.53;191,646.60;10,840.39;948.71;-;1.25;7,292.05;52,412.13;812.68;5,303.73
Nov 30, 2025;Dec 1, 2025;48,404.63;15,398.62;103,684.36;262,090.81;16,929.03;939.94;-;1.25;6,444.05;49,164.42;6,759.28;6,305.63
Dec 1, 2025;Dec 2, 2025;48,207.57;17,655.36;104,572.46;268,515.05;25,721.34;936.51;-;1.25;9,896.50;54,307.25;4,575.01;6,199.80
Dec 2, 2025;Dec 3, 2025;48,956.47;21,128.24;91,581.69;198,197.71;16,865.37;956.79;-;1.25;17,623.73;72,239.92;5,575.06;5,698.36
Dec 3, 2025;Dec 4, 2025;50,199.54;25,836.66;18,922.77;26,714.97;7,567.34;965.90;-;1.25;27,859.07;123,500.74;4,334.86;7,117.82
Dec 4, 2025;Dec 5, 2025;49,179.69;23,989.14;41,147.56;45,361.96;5,943.46;971.47;-;1.25;25,651.04;117,719.21;5,781.94;7,167.24
Dec 5, 2025;Dec 6, 2025;50,089.01;22,238.07;32,914.93;31,703.07;8,547.42;955.36;-;1.25;24,738.17;121,674.17;6,665.09;7,157.23
Dec 6, 2025;Dec 7, 2025;47,862.28;15,386.46;140,005.33;235,166.94;10,169.73;916.35;-;1.25;6,721.25;32,709.24;2,293.14;6,856.17
Dec 7, 2025;Dec 8, 2025;48,180.46;14,597.03;95,659.46;201,104.69;9,703.26;908.50;-;1.25;6,791.70;38,992.60;4,855.83;6,571.76
Dec 8, 2025;Dec 9, 2025;47,700.58;19,412.38;114,409.72;320,201.25;11,195.89;834.74;-;1.25;6,211.60;37,481.76;2,114.72;7,339.34
Dec 9, 2025;Dec 10, 2025;49,225.51;21,290.05;117,608.86;202,259.93;22,996.31;913.67;-;1.25;7,455.92;61,980.55;4,951.08;7,314.89
Dec 10, 2025;Dec 11, 2025;48,429.29;19,891.00;121,812.21;280,680.06;18,014.32;922.51;-;1.25;4,824.07;49,701.30;5,044.01;7,371.06
Dec 11, 2025;Dec 12, 2025;48,846.41;17,792.06;117,007.96;232,325.59;14,969.74;925.11;-;1.25;3,606.76;73,237.57;1,662.08;6,950.56
Dec 12, 2025;Dec 13, 2025;50,142.88;18,391.87;37,856.15;64,980.20;10,099.54;957.22;-;1.25;19,751.05;102,462.95;5,797.41;6,645.20
Dec 13, 2025;Dec 14, 2025;49,623.34;16,539.09;72,863.13;127,235.00;7,267.51;971.21;-;1.25;12,780.06;85,010.18;1,019.09;5,299.10
Dec 14, 2025;Dec 15, 2025;48,780.01;15,010.12;127,259.22;226,810.29;9,292.86;968.52;-;1.25;4,053.75;50,788.03;907.15;5,459.64
Dec 15, 2025;Dec 16, 2025;49,637.07;16,096.67;113,249.38;200,055.80;14,963.08;953.12;-;1.25;4,290.85;49,013.79;3,831.68;5,420.72
Dec 16, 2025;Dec 17, 2025;50,641.95;21,145.88;53,390.85;131,738.17;17,887.26;953.57;-;1.25;15,521.08;89,324.89;6,582.86;5,135.67
Dec 17, 2025;Dec 18, 2025;50,708.98;19,696.43;37,538.61;86,450.25;13,680.60;928.77;-;1.25;16,092.12;107,997.05;4,876.75;3,341.59
Dec 18, 2025;Dec 19, 2025;48,828.45;16,333.91;126,482.65;294,308.32;24,281.77;924.94;-;1.25;4,603.85;41,020.26;2,891.33;4,230.90
Dec 19, 2025;Dec 20, 2025;49,589.99;15,283.76;109,437.98;250,145.89;12,362.06;924.29;-;1.25;4,796.10;52,543.50;2,812.40;5,666.00
Dec 20, 2025;Dec 21, 2025;50,901.83;14,608.06;34,748.43;71,451.78;22,128.16;894.51;-;1.25;16,778.18;97,959.31;5,569.02;5,886.63
Dec 21, 2025;Dec 22, 2025;49,153.29;13,678.77;96,165.31;182,830.07;19,349.00;887.08;-;1.25;5,000.19;68,955.34;140.47;5,897.08
Dec 22, 2025;Dec 23, 2025;49,987.35;14,235.29;135,397.63;267,705.26;8,663.67;950.50;-;1.22;5,094.80;43,623.85;4,775.12;5,807.79
Dec 23, 2025;Dec 24, 2025;50,061.81;13,991.88;146,016.63;304,966.24;7,439.25;939.17;-;1.25;6,201.60;43,177.88;2,301.59;5,338.82
Dec 24, 2025;Dec 25, 2025;48,882.06;13,048.05;118,787.30;291,184.57;11,189.89;944.22;-;1.25;6,454.90;41,375.17;1,786.86;4,940.79
Dec 25, 2025;Dec 26, 2025;49,844.93;13,279.74;72,770.89;185,324.62;35,309.05;953.50;-;1.25;6,018.35;42,032.61;5,353.97;4,897.24
Dec 26, 2025;Dec 27, 2025;49,730.13;12,319.79;10,846.48;84,057.64;31,821.92;956.64;-;1.25;5,471.40;53,187.45;2,366.13;4,896.92
Dec 27, 2025;Dec 28, 2025;48,770.79;12,064.31;83,494.06;137,979.05;31,034.85;926.70;-;1.25;5,029.75;65,145.64;1,779.53;3,842.33
Dec 28, 2025;Dec 29, 2025;48,749.13;11,974.24;30,702.02;73,616.64;27,536.64;961.16;-;1.25;5,691.45;65,874.05;1,186.75;5,024.43
Dec 29, 2025;Dec 30, 2025;48,959.88;11,568.69;132,910.24;212,085.34;18,188.98;974.47;-;1.25;6,099.15;67,501.66;690.67;5,666.99
Dec 30, 2025;Dec 31, 2025;49,164.79;12,960.52;111,196.92;133,361.90;25,179.57;952.58;-;1.25;6,665.45;51,304.26;4,821.76;6,465.77
Dec 31, 2025;Jan 1, 2026;48,795.99;12,091.50;128,082.13;308,671.81;13,239.67;968.35;-;1.25;7,525.75;46,447.98;1,234.49;5,724.55
