Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Dec 9, 2024;Dec 10, 2024;20,227.25;2,368.00;34,548.25;158,726.00;2,247.00;504.00;103,665.25;11,966.00;68,005.75;7,079.75;20,314.25
Dec 10, 2024;Dec 11, 2024;18,001.75;2,107.75;16,287.50;95,237.00;2,430.00;504.00;115,057.00;22,819.00;84,820.25;10,374.00;21,016.50
Dec 11, 2024;Dec 12, 2024;18,309.00;2,143.75;3,987.00;5,079.75;3,036.00;504.00;120,473.50;26,309.50;95,950.50;15,445.75;23,778.00
Dec 12, 2024;Dec 13, 2024;20,068.00;2,348.75;1,211.50;1,166.00;3,261.75;504.00;121,348.00;26,433.50;98,202.25;12,258.25;24,107.25
Dec 13, 2024;Dec 14, 2024;19,715.25;2,309.25;5,961.50;47,594.25;8,952.50;504.00;131,736.50;26,722.50;94,069.50;14,044.50;22,154.50
Dec 14, 2024;Dec 15, 2024;19,933.50;2,333.50;27,162.25;151,302.50;2,164.25;504.00;133,327.00;22,029.25;73,463.00;3,216.00;16,754.50
Dec 15, 2024;Dec 16, 2024;19,693.00;2,305.25;20,852.75;299,567.75;6,798.25;504.00;56,906.25;9,432.25;42,017.50;5,020.25;17,119.75
Dec 16, 2024;Dec 17, 2024;20,541.25;2,406.00;14,421.50;356,037.00;3,395.50;484.75;63,206.75;9,033.75;46,333.75;11,986.25;20,561.75
Dec 17, 2024;Dec 18, 2024;21,828.75;2,554.25;27,328.50;233,777.75;6,341.25;504.00;124,518.25;19,868.00;58,517.00;15,634.50;20,940.25
Dec 18, 2024;Dec 19, 2024;22,649.25;2,651.75;30,558.25;249,426.00;7,064.75;504.00;61,534.50;12,351.25;44,985.00;7,177.75;16,591.25
Dec 19, 2024;Dec 20, 2024;23,325.25;2,731.00;30,482.25;306,115.25;5,724.25;504.00;46,620.50;11,641.25;42,832.25;11,503.00;14,451.25
Dec 20, 2024;Dec 21, 2024;23,246.75;2,721.50;26,606.50;280,212.75;13,221.75;504.00;58,047.00;12,623.75;52,860.50;15,912.00;14,733.50
Dec 21, 2024;Dec 22, 2024;23,450.50;2,745.25;32,894.00;282,061.25;5,836.00;504.00;38,052.50;10,882.50;27,268.50;8,188.00;13,988.75
Dec 22, 2024;Dec 23, 2024;22,370.25;2,619.25;21,788.50;200,156.25;6,358.00;504.00;54,221.75;11,250.50;31,112.75;14,041.75;19,515.25
Dec 23, 2024;Dec 24, 2024;23,406.00;2,740.25;16,069.00;224,465.25;7,707.00;504.00;88,223.75;11,382.25;40,059.00;9,057.50;20,829.00
Dec 24, 2024;Dec 25, 2024;23,322.25;2,730.75;3,134.50;73,905.00;9,749.75;504.00;158,375.75;11,832.25;52,249.25;13,603.25;21,112.75
Dec 25, 2024;Dec 26, 2024;23,445.25;2,743.00;14,643.25;56,729.75;10,268.50;504.00;173,733.50;12,295.00;50,358.00;6,299.75;21,746.00
Dec 26, 2024;Dec 27, 2024;23,282.25;2,725.75;10,391.75;7,217.00;5,279.25;504.00;177,958.75;18,038.50;59,141.75;6,177.75;22,671.25
Dec 27, 2024;Dec 28, 2024;21,755.50;2,548.25;1,787.75;1,582.00;9,571.25;504.00;176,146.50;20,459.00;70,631.00;13,221.00;22,660.25
Dec 28, 2024;Dec 29, 2024;23,594.50;2,761.50;3,595.25;5,754.00;13,511.75;504.00;182,068.75;19,498.25;73,280.25;6,585.50;22,406.00
Dec 29, 2024;Dec 30, 2024;23,665.25;2,770.50;26,310.50;83,528.75;14,108.50;504.00;164,369.50;20,508.75;63,417.25;3,296.00;21,637.50
Dec 30, 2024;Dec 31, 2024;22,606.00;2,646.75;21,674.50;187,811.00;7,935.25;504.00;126,455.75;13,360.50;54,973.75;8,447.50;19,905.50
Dec 31, 2024;Jan 1, 2025;21,432.50;2,510.00;26,395.00;185,948.50;16,387.75;504.00;92,180.25;12,910.50;45,158.50;7,056.25;20,818.50
