Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jan 1, 2024;Jan 2, 2024;20,799.75;2,434.75;4,976.50;182,949.25;8,052.00;516.00;57,052.25;11,822.50;28,156.50;8,074.75;20,632.25
Jan 2, 2024;Jan 3, 2024;21,361.50;2,501.50;15,253.25;170,007.25;3,151.75;1,281.75;61,066.25;14,053.00;48,210.00;16,314.50;22,166.75
Jan 3, 2024;Jan 4, 2024;20,986.75;2,455.50;26,865.00;274,326.50;8,174.00;1,166.50;60,588.25;13,552.75;46,975.75;11,142.75;22,078.25
Jan 4, 2024;Jan 5, 2024;20,978.00;2,456.00;21,975.00;191,437.25;4,366.75;1,250.00;130,663.25;14,872.75;57,980.50;12,016.25;21,043.50
Jan 5, 2024;Jan 6, 2024;21,040.75;2,463.25;11,760.25;86,594.25;5,802.50;1,817.25;183,293.00;15,555.50;72,217.00;9,020.75;21,936.75
Jan 6, 2024;Jan 7, 2024;21,169.50;2,478.00;26,513.75;85,392.00;3,646.50;1,840.25;182,148.25;20,518.75;73,879.50;8,451.75;21,449.50
Jan 7, 2024;Jan 8, 2024;21,206.00;2,483.25;23,896.25;97,528.75;6,263.75;1,852.50;173,688.00;24,510.25;73,582.75;5,453.50;21,418.50
Jan 8, 2024;Jan 9, 2024;21,223.00;2,484.50;15,023.00;96,907.25;14,895.50;1,782.00;163,384.75;27,037.75;81,422.00;9,759.50;21,401.75
Jan 9, 2024;Jan 10, 2024;21,163.00;2,477.25;3,016.75;28,642.75;19,776.75;1,779.75;178,455.75;25,425.00;88,093.50;12,547.50;24,355.25
Jan 10, 2024;Jan 11, 2024;21,998.00;2,575.25;6,994.75;16,795.75;18,635.75;1,835.25;190,007.00;24,122.00;91,598.25;13,940.25;25,074.50
Jan 11, 2024;Jan 12, 2024;22,415.75;2,624.50;16,144.00;32,724.25;12,219.00;1,860.75;197,272.75;24,699.75;91,002.50;10,235.00;24,262.25
Jan 12, 2024;Jan 13, 2024;22,537.75;2,638.25;11,811.50;36,354.00;3,272.75;1,538.75;187,246.50;26,130.00;86,971.75;9,548.25;23,695.50
Jan 13, 2024;Jan 14, 2024;22,501.25;2,634.00;23,381.25;201,792.50;3,997.75;711.25;119,247.25;15,507.25;64,359.75;3,876.75;20,791.00
Jan 14, 2024;Jan 15, 2024;22,085.75;2,587.25;20,999.00;229,984.50;6,669.50;587.75;115,147.00;15,260.00;58,121.25;6,694.00;20,286.25
Jan 15, 2024;Jan 16, 2024;21,495.25;2,515.25;20,490.00;257,186.50;8,181.00;1,053.25;161,378.50;19,533.75;69,647.50;7,580.75;16,465.25
Jan 16, 2024;Jan 17, 2024;21,904.50;2,564.25;4,836.50;112,223.00;6,584.00;1,404.25;203,397.00;24,078.75;79,299.50;11,780.50;20,591.25
Jan 17, 2024;Jan 18, 2024;22,212.25;2,601.50;21,690.75;85,765.50;5,350.25;1,510.00;186,921.00;23,408.75;79,623.00;12,682.25;21,887.00
Jan 18, 2024;Jan 19, 2024;21,869.75;2,561.25;14,887.00;56,790.25;4,206.75;1,856.25;202,166.50;23,869.75;88,873.00;10,551.50;24,145.25
Jan 19, 2024;Jan 20, 2024;22,219.25;2,601.25;27,547.75;247,479.00;7,940.75;766.25;130,354.75;21,357.50;69,562.75;10,241.25;17,309.00
Jan 20, 2024;Jan 21, 2024;22,252.50;2,605.25;21,773.25;242,654.25;10,866.00;790.25;106,100.00;13,080.75;65,992.00;7,402.50;14,021.75
Jan 21, 2024;Jan 22, 2024;22,086.75;2,585.75;25,085.50;231,191.25;7,373.25;861.25;59,543.00;12,744.00;56,315.00;5,241.75;14,120.00
Jan 22, 2024;Jan 23, 2024;21,747.50;2,546.00;27,381.50;326,200.50;5,951.00;809.25;51,528.50;12,812.75;56,200.00;9,089.25;13,178.25
Jan 23, 2024;Jan 24, 2024;21,625.75;2,531.75;22,370.75;288,772.00;12,777.00;881.75;54,572.25;12,868.50;59,569.25;14,961.75;18,998.75
Jan 24, 2024;Jan 25, 2024;21,482.50;2,514.00;20,593.25;360,661.50;12,794.50;1,041.00;63,079.75;12,989.75;54,037.25;10,249.00;19,017.25
Jan 25, 2024;Jan 26, 2024;21,703.25;2,540.75;14,574.75;256,229.50;14,796.00;1,312.75;80,491.25;13,417.25;65,256.75;15,063.75;20,086.00
Jan 26, 2024;Jan 27, 2024;21,836.75;2,555.25;16,343.50;219,963.25;6,325.25;1,079.75;68,456.75;12,383.25;58,339.00;6,538.75;21,076.00
Jan 27, 2024;Jan 28, 2024;21,858.75;2,558.50;21,711.50;201,899.50;24,062.25;1,210.25;75,757.00;11,142.75;62,137.00;13,554.25;21,843.00
Jan 28, 2024;Jan 29, 2024;22,615.75;2,647.50;15,477.25;91,010.75;36,590.75;1,071.50;69,563.50;12,574.25;60,870.25;3,337.75;21,524.00
Jan 29, 2024;Jan 30, 2024;22,426.50;2,624.75;18,734.75;144,070.75;32,130.50;1,361.75;125,257.75;23,876.75;67,925.50;12,133.50;22,217.00
Jan 30, 2024;Jan 31, 2024;22,557.25;2,641.75;10,136.00;117,112.75;20,906.00;1,253.50;121,774.00;16,342.25;65,876.25;8,170.75;22,330.00
Jan 31, 2024;Feb 1, 2024;21,856.75;2,558.50;29,077.75;174,092.75;12,178.75;1,182.00;115,088.50;16,097.75;67,910.25;8,931.00;21,649.75
Feb 1, 2024;Feb 2, 2024;22,349.25;2,617.75;26,544.00;266,047.00;26,253.50;1,357.50;93,461.25;16,881.50;64,217.75;15,157.25;22,016.75
Feb 2, 2024;Feb 3, 2024;22,780.75;2,667.75;26,705.50;246,712.00;9,431.25;1,148.50;74,846.75;14,428.00;55,696.50;8,079.25;22,003.25
Feb 3, 2024;Feb 4, 2024;22,635.25;2,650.00;29,110.75;304,421.00;8,597.25;908.50;56,768.00;12,862.25;39,416.50;13,601.75;21,132.00
Feb 4, 2024;Feb 5, 2024;22,623.25;2,648.75;28,600.50;289,313.25;7,517.25;872.75;54,229.00;11,467.00;33,829.00;6,855.75;21,075.50
Feb 5, 2024;Feb 6, 2024;21,870.50;2,560.25;17,792.00;339,508.00;12,706.75;946.25;57,225.00;12,780.00;44,799.25;13,689.50;21,137.50
Feb 6, 2024;Feb 7, 2024;21,508.50;2,517.75;25,442.25;365,961.50;6,968.25;949.25;57,657.75;12,628.75;40,857.50;10,933.25;21,161.50
Feb 7, 2024;Feb 8, 2024;21,673.25;2,537.25;19,776.75;183,013.75;12,845.50;1,037.75;127,697.00;19,839.00;60,434.00;12,009.25;21,327.00
Feb 8, 2024;Feb 9, 2024;20,543.25;2,404.25;11,525.00;27,382.75;13,435.50;1,705.25;156,713.00;26,465.50;80,805.00;10,712.50;23,699.25
Feb 9, 2024;Feb 10, 2024;21,626.50;2,531.38;26,396.00;132,041.75;9,167.00;1,559.50;126,969.50;17,162.25;65,885.25;8,664.88;22,943.38
Feb 10, 2024;Feb 11, 2024;22,262.75;2,606.25;28,627.50;54,967.50;24,429.50;1,134.00;130,420.00;17,674.25;56,093.25;7,302.00;21,976.75
Feb 11, 2024;Feb 12, 2024;21,948.25;2,569.50;29,665.50;74,830.00;4,622.75;1,338.50;103,773.25;15,557.25;55,546.75;6,757.25;22,315.50
Feb 12, 2024;Feb 13, 2024;23,783.25;2,785.00;11,362.25;114,648.00;14,953.25;1,587.25;149,864.75;18,305.75;69,368.50;14,333.75;22,801.50
Feb 13, 2024;Feb 14, 2024;25,480.00;2,982.75;20,945.50;115,811.00;34,255.75;1,584.50;142,553.75;17,605.75;66,926.50;8,813.25;22,845.50
Feb 14, 2024;Feb 15, 2024;22,262.25;2,605.75;7,805.00;133,936.25;12,338.50;1,483.75;150,717.25;17,456.25;67,290.75;9,564.25;22,559.00
Feb 15, 2024;Feb 16, 2024;22,099.25;2,586.25;8,212.00;81,863.00;14,492.75;1,007.25;147,441.75;18,654.25;60,372.25;11,981.50;21,134.75
Feb 16, 2024;Feb 17, 2024;22,123.00;2,589.25;24,450.25;145,371.75;24,626.75;831.00;133,314.00;16,129.75;49,778.00;10,141.50;20,332.00
Feb 17, 2024;Feb 18, 2024;22,266.50;2,609.00;20,467.25;124,914.50;19,260.75;439.50;124,711.75;16,413.75;46,790.75;11,552.25;19,317.25
Feb 18, 2024;Feb 19, 2024;22,440.25;2,626.50;14,026.00;95,036.25;25,214.25;121.50;86,599.25;14,354.50;40,242.50;5,024.75;18,670.75
Feb 19, 2024;Feb 20, 2024;23,026.75;2,696.00;16,172.75;214,046.25;14,626.50;123.50;118,155.75;16,575.25;53,974.25;12,788.50;18,727.25
Feb 20, 2024;Feb 21, 2024;26,052.75;3,050.00;22,326.50;153,665.75;20,683.50;120.00;118,480.75;16,466.50;55,870.00;11,958.50;18,730.75
Feb 21, 2024;Feb 22, 2024;26,662.25;3,119.50;24,554.75;169,052.75;25,584.50;326.25;87,126.50;15,188.00;52,193.00;9,247.00;18,951.25
Feb 22, 2024;Feb 23, 2024;26,003.50;3,044.00;20,114.25;202,216.25;14,013.25;504.00;73,604.75;15,139.75;54,158.00;9,885.75;20,970.75
Feb 23, 2024;Feb 24, 2024;26,450.00;3,095.50;20,135.00;208,020.00;33,189.75;129.75;69,957.25;15,379.00;51,949.25;17,160.25;20,941.25
Feb 24, 2024;Feb 25, 2024;26,092.75;3,054.75;8,057.75;100,681.25;45,545.25;0.00;88,768.25;16,293.75;57,696.00;7,994.50;21,394.00
Feb 25, 2024;Feb 26, 2024;26,042.75;3,048.25;11,923.50;87,066.75;44,645.75;0.00;96,972.00;16,417.50;55,195.25;6,812.50;21,288.50
Feb 26, 2024;Feb 27, 2024;25,857.25;3,027.00;1,045.25;59,287.00;35,344.00;0.00;129,926.25;17,482.25;62,101.00;8,143.75;20,367.75
Feb 27, 2024;Feb 28, 2024;26,190.75;3,067.25;2,991.75;48,495.25;13,239.25;0.00;177,840.75;18,500.25;69,629.75;14,499.25;22,680.50
Feb 28, 2024;Feb 29, 2024;26,374.00;3,087.25;2,858.50;11,937.25;31,909.50;0.00;176,888.50;16,979.75;73,786.75;10,056.25;23,342.00
Feb 29, 2024;Mar 1, 2024;26,099.00;3,055.00;23,345.25;102,865.25;58,762.25;0.00;125,504.50;13,897.00;59,055.75;10,010.50;21,160.50
Mar 1, 2024;Mar 2, 2024;26,219.75;3,070.25;12,319.50;47,290.75;33,336.00;0.00;141,414.75;15,524.50;65,364.75;7,474.75;22,401.75
Mar 2, 2024;Mar 3, 2024;25,939.75;3,036.00;11,693.50;46,024.50;33,730.50;0.00;113,618.75;15,153.25;51,252.00;7,614.00;20,653.50
Mar 3, 2024;Mar 4, 2024;25,935.25;3,036.50;12,408.25;78,273.75;45,611.75;0.00;126,541.00;14,438.50;47,519.75;3,250.00;16,887.50
Mar 4, 2024;Mar 5, 2024;25,767.25;3,016.50;23,299.00;44,799.00;42,234.25;0.00;188,186.25;18,466.25;58,110.00;8,245.00;21,398.50
Mar 5, 2024;Mar 6, 2024;25,759.75;3,017.00;25,435.00;48,847.00;24,877.25;0.00;195,342.00;24,504.75;64,252.50;5,887.00;21,659.50
Mar 6, 2024;Mar 7, 2024;25,596.50;2,998.25;9,104.75;23,514.75;47,386.25;0.00;204,876.50;24,205.50;69,685.75;9,598.75;21,543.50
Mar 7, 2024;Mar 8, 2024;26,020.25;3,045.00;8,761.00;67,315.25;53,461.50;0.00;179,849.25;23,407.75;70,552.50;7,247.75;22,269.50
Mar 8, 2024;Mar 9, 2024;25,973.50;3,040.25;5,001.75;112,200.75;71,530.75;0.00;105,949.25;13,098.25;59,035.75;7,795.25;22,100.50
Mar 9, 2024;Mar 10, 2024;25,267.75;2,957.50;27,314.00;139,101.25;53,678.75;0.00;64,833.00;11,709.50;42,797.75;7,543.50;20,663.50
Mar 10, 2024;Mar 11, 2024;25,450.00;2,981.00;29,907.00;176,029.75;48,662.25;0.00;60,327.75;10,191.25;36,870.75;2,669.75;19,983.50
Mar 11, 2024;Mar 12, 2024;23,651.00;2,768.75;24,215.25;85,221.25;37,415.75;0.00;111,100.75;12,379.25;51,876.25;9,116.50;20,335.75
Mar 12, 2024;Mar 13, 2024;23,646.25;2,769.25;958.75;24,219.00;37,693.25;0.00;175,261.00;13,559.75;54,465.00;8,809.25;20,279.00
Mar 13, 2024;Mar 14, 2024;24,032.25;2,813.50;4,326.25;32,608.25;56,425.25;0.00;156,490.00;13,037.25;56,525.00;7,108.25;19,989.25
Mar 14, 2024;Mar 15, 2024;24,561.75;2,875.00;17,354.25;58,636.75;31,125.25;0.00;105,999.00;7,202.50;53,876.75;7,688.75;19,981.25
Mar 15, 2024;Mar 16, 2024;26,139.75;3,058.00;18,120.25;122,745.25;52,121.00;0.00;78,868.75;5,963.00;45,980.50;7,151.75;19,532.25
Mar 16, 2024;Mar 17, 2024;26,569.50;3,109.50;27,245.25;199,994.50;34,376.25;0.00;59,861.75;9,468.00;32,234.50;5,684.25;19,839.00
Mar 17, 2024;Mar 18, 2024;26,264.75;3,074.00;11,145.00;69,644.50;64,512.75;0.00;96,914.50;6,927.25;46,502.00;4,797.25;20,948.50
Mar 18, 2024;Mar 19, 2024;25,991.25;3,042.75;2,880.25;54,027.50;70,778.00;0.00;134,610.00;8,480.00;60,677.25;10,042.50;20,575.50
Mar 19, 2024;Mar 20, 2024;26,931.25;3,153.75;6,901.25;48,253.75;73,822.75;0.00;139,706.00;8,831.25;59,395.25;7,434.50;20,391.75
Mar 20, 2024;Mar 21, 2024;26,602.75;3,114.50;3,320.00;18,295.75;53,354.75;0.00;153,025.75;9,036.00;49,396.50;10,103.75;19,033.75
Mar 21, 2024;Mar 22, 2024;26,880.75;3,147.00;4,510.00;68,760.00;30,861.50;0.00;152,562.75;8,673.00;47,591.50;7,270.75;19,003.75
Mar 22, 2024;Mar 23, 2024;26,883.75;3,146.00;25,493.50;110,342.75;25,174.25;0.00;85,295.00;10,466.25;47,788.00;9,255.50;19,618.75
Mar 23, 2024;Mar 24, 2024;27,038.75;3,163.25;15,997.50;95,562.00;35,509.50;0.00;64,970.00;10,202.75;35,114.75;9,913.50;20,054.00
Mar 24, 2024;Mar 25, 2024;27,218.00;3,185.00;12,398.00;185,008.00;33,125.00;0.00;60,911.50;7,636.25;29,494.25;2,477.00;18,538.00
Mar 25, 2024;Mar 26, 2024;26,660.25;3,121.25;1,187.50;93,138.50;42,210.75;0.00;122,573.00;10,303.25;50,955.75;15,453.25;14,850.25
Mar 26, 2024;Mar 27, 2024;26,709.25;3,127.00;13,293.75;120,539.25;72,510.00;205.25;106,246.50;11,928.25;46,393.75;9,240.25;20,107.25
Mar 27, 2024;Mar 28, 2024;26,544.00;3,107.75;16,008.50;92,036.75;68,540.25;394.50;97,211.50;12,041.00;41,540.75;11,115.50;20,364.00
Mar 28, 2024;Mar 29, 2024;26,302.25;3,078.75;19,717.25;202,928.25;47,336.50;504.00;70,761.50;9,270.25;35,730.25;9,389.00;20,666.25
Mar 29, 2024;Mar 30, 2024;25,761.75;3,016.25;14,002.75;159,144.50;32,744.00;77.25;58,233.25;9,054.00;26,752.25;11,061.75;20,186.50
Mar 30, 2024;Mar 31, 2024;25,898.00;3,032.50;11,592.25;47,614.75;62,496.75;0.00;67,732.00;9,118.50;26,634.50;14,999.25;19,875.25
Mar 31, 2024;Apr 1, 2024;24,831.50;2,906.25;2,774.00;29,220.75;60,964.00;0.00;46,936.75;7,974.00;22,838.25;10,799.75;18,985.75
Apr 1, 2024;Apr 2, 2024;25,775.50;3,018.25;8,899.00;122,978.75;30,852.25;0.00;43,187.75;8,066.00;23,651.50;7,860.75;19,722.50
Apr 2, 2024;Apr 3, 2024;26,003.50;3,044.00;18,512.75;267,432.00;51,271.25;0.00;37,305.00;10,726.75;29,635.25;10,468.00;19,401.25
Apr 3, 2024;Apr 4, 2024;26,411.50;3,092.00;8,449.75;106,158.75;40,225.50;0.00;70,234.50;15,329.00;46,662.25;16,251.50;20,756.75
Apr 4, 2024;Apr 5, 2024;26,619.00;3,116.25;16,912.00;174,838.50;39,338.25;0.00;51,314.75;12,680.75;43,978.75;10,966.25;20,347.25
Apr 5, 2024;Apr 6, 2024;26,875.25;3,146.00;18,069.50;182,056.75;54,560.25;0.00;46,196.50;9,277.75;37,687.00;13,765.50;19,964.25
Apr 6, 2024;Apr 7, 2024;26,853.00;3,144.50;17,801.25;91,265.50;78,225.75;0.00;42,178.50;7,839.75;26,271.25;12,376.50;19,431.75
Apr 7, 2024;Apr 8, 2024;24,627.25;2,884.00;11,799.25;99,338.75;62,086.25;0.00;49,152.00;8,285.00;25,159.50;9,547.75;19,111.75
Apr 8, 2024;Apr 9, 2024;19,088.25;2,236.00;3,849.25;41,844.50;73,520.00;0.00;79,463.75;10,417.00;33,850.00;13,739.25;19,172.25
Apr 9, 2024;Apr 10, 2024;18,614.00;2,179.50;12,727.50;131,179.00;62,012.25;0.00;59,492.50;8,639.00;28,421.75;9,268.25;19,662.75
Apr 10, 2024;Apr 11, 2024;18,454.00;2,158.75;25,915.50;102,666.00;55,025.00;0.00;64,933.00;8,644.25;30,947.25;14,906.75;19,914.75
Apr 11, 2024;Apr 12, 2024;19,519.00;2,285.50;20,717.50;101,588.25;67,471.50;0.00;58,634.50;9,214.75;33,719.25;14,646.00;19,439.50
Apr 12, 2024;Apr 13, 2024;19,209.00;2,248.75;24,726.00;81,570.75;65,993.00;0.00;58,283.25;7,378.75;32,495.75;12,886.75;19,432.50
Apr 13, 2024;Apr 14, 2024;19,342.00;2,264.75;14,804.00;128,639.00;78,595.75;0.00;38,030.00;6,826.00;20,656.25;12,788.50;19,115.00
Apr 14, 2024;Apr 15, 2024;19,361.50;2,265.00;22,759.50;163,581.75;72,015.00;0.00;40,466.50;6,858.50;21,557.75;11,258.00;15,625.00
Apr 15, 2024;Apr 16, 2024;19,631.00;2,297.50;8,527.00;74,971.25;60,512.00;0.00;63,578.75;9,061.75;33,881.50;12,704.25;13,059.75
Apr 16, 2024;Apr 17, 2024;20,956.25;2,451.75;14,174.25;179,420.00;48,156.75;0.00;67,144.50;8,442.00;36,795.50;10,319.00;13,895.25
Apr 17, 2024;Apr 18, 2024;23,490.25;2,749.75;895.75;29,538.75;68,024.75;0.00;103,237.25;9,241.75;45,952.75;14,643.00;20,305.25
Apr 18, 2024;Apr 19, 2024;23,245.00;2,720.75;4,164.25;39,000.25;75,454.25;0.00;108,725.75;9,531.50;46,019.50;11,823.00;20,856.75
Apr 19, 2024;Apr 20, 2024;23,664.75;2,770.00;11,228.00;140,515.75;30,512.25;0.00;67,690.75;8,761.25;36,087.50;9,497.00;19,898.50
Apr 20, 2024;Apr 21, 2024;27,347.50;3,202.00;8,679.00;107,889.00;61,399.50;0.00;65,340.75;8,981.50;32,018.00;10,661.00;18,980.00
Apr 21, 2024;Apr 22, 2024;27,887.50;3,265.25;5,303.25;76,829.75;74,488.50;0.00;70,306.25;8,916.25;32,354.50;4,857.00;18,735.75
Apr 22, 2024;Apr 23, 2024;25,894.00;3,029.50;2,530.00;23,506.25;68,370.75;0.00;122,800.50;10,885.25;47,229.25;13,929.50;19,833.00
Apr 23, 2024;Apr 24, 2024;25,573.75;2,994.75;2,804.75;14,071.25;81,781.00;0.00;135,068.25;10,243.00;54,590.75;10,945.50;20,013.50
Apr 24, 2024;Apr 25, 2024;26,007.50;3,044.00;7,831.50;38,816.50;59,746.00;0.00;131,539.50;10,116.75;53,440.75;6,484.25;19,927.50
Apr 25, 2024;Apr 26, 2024;26,400.00;3,090.75;8,683.00;47,440.25;64,674.25;0.00;126,055.00;9,116.00;53,290.75;7,955.25;19,805.00
Apr 26, 2024;Apr 27, 2024;27,697.75;3,242.00;4,522.25;74,375.75;76,699.50;0.00;100,688.25;9,959.75;48,696.75;8,307.25;19,172.50
Apr 27, 2024;Apr 28, 2024;27,660.50;3,238.75;8,888.25;45,233.75;95,644.25;0.00;78,129.50;9,833.00;33,111.75;8,143.50;18,326.75
Apr 28, 2024;Apr 29, 2024;27,378.00;3,206.25;16,850.00;115,305.50;86,402.50;0.00;57,814.50;8,666.50;19,702.00;1,724.75;17,465.75
Apr 29, 2024;Apr 30, 2024;26,822.00;3,139.75;7,323.75;42,823.25;87,941.00;0.00;83,582.50;9,878.75;29,794.00;12,463.25;17,920.00
Apr 30, 2024;May 1, 2024;25,632.25;3,000.00;16,253.50;85,754.25;102,206.25;0.00;73,238.50;8,507.00;27,133.50;10,181.25;17,773.25
May 1, 2024;May 2, 2024;21,516.00;2,519.50;17,220.50;142,989.75;101,944.25;0.00;45,791.75;6,728.75;18,836.50;3,796.75;17,512.00
May 2, 2024;May 3, 2024;21,345.00;2,500.00;22,580.00;181,486.75;100,549.50;461.75;40,058.00;4,765.00;21,165.25;10,593.50;17,543.25
May 3, 2024;May 4, 2024;22,529.25;2,636.50;15,878.00;76,927.75;76,377.75;498.75;64,768.00;5,756.50;25,851.00;12,684.75;17,635.75
May 4, 2024;May 5, 2024;22,285.75;2,609.75;1,319.50;14,969.50;69,709.25;498.00;76,493.25;6,429.50;20,872.25;8,723.25;18,294.75
May 5, 2024;May 6, 2024;22,344.50;2,615.25;5,608.75;102,960.25;65,930.25;504.00;64,250.50;5,147.25;17,299.50;3,210.25;18,188.75
May 6, 2024;May 7, 2024;25,785.25;3,018.50;9,801.00;38,038.75;70,279.75;504.00;117,022.25;7,338.00;23,583.00;7,320.25;18,159.25
May 7, 2024;May 8, 2024;25,933.25;3,036.50;9,116.75;50,067.50;50,337.75;504.00;133,146.00;7,010.75;26,293.25;9,123.00;18,642.75
May 8, 2024;May 9, 2024;25,735.25;3,013.25;282.25;27,379.50;94,235.75;502.25;133,268.75;5,891.50;25,323.00;6,747.50;18,434.00
May 9, 2024;May 10, 2024;26,353.50;3,086.50;6,231.50;8,534.50;109,384.50;480.50;97,067.25;5,419.00;20,896.75;6,573.00;18,360.25
May 10, 2024;May 11, 2024;26,245.75;3,073.00;5,985.50;9,227.50;94,429.50;110.50;85,852.25;5,563.75;23,162.50;9,476.00;18,314.00
May 11, 2024;May 12, 2024;26,358.75;3,085.75;1,090.50;25,307.75;85,925.50;0.00;70,701.25;5,366.25;20,109.25;9,017.00;18,137.75
May 12, 2024;May 13, 2024;25,926.75;3,034.75;4,987.25;62,316.50;100,023.25;0.00;53,303.25;5,203.00;15,611.50;6,157.50;18,162.25
May 13, 2024;May 14, 2024;25,209.00;2,950.75;12,597.75;107,830.50;116,348.25;0.00;51,404.75;7,008.50;19,727.75;13,700.75;18,199.00
May 14, 2024;May 15, 2024;25,550.50;2,991.50;16,209.25;139,932.50;112,613.00;0.00;48,652.25;6,349.25;17,627.00;11,720.50;17,997.50
May 15, 2024;May 16, 2024;25,726.00;3,009.50;18,431.25;197,562.00;112,990.75;0.00;53,391.25;4,072.25;18,611.75;12,778.25;18,230.00
May 16, 2024;May 17, 2024;25,952.75;3,039.25;20,328.25;194,924.00;91,248.75;0.00;58,817.25;2,597.00;19,037.50;11,545.00;18,412.25
May 17, 2024;May 18, 2024;25,945.00;3,037.00;22,484.50;183,931.50;91,188.25;0.00;55,725.50;969.25;19,891.75;14,310.50;17,820.00
May 18, 2024;May 19, 2024;25,994.50;3,044.00;15,988.75;34,150.25;65,964.75;0.00;54,698.25;926.25;16,803.75;11,705.00;18,295.75
May 19, 2024;May 20, 2024;25,655.00;3,004.75;3,613.50;15,387.75;67,511.25;0.00;65,769.25;978.25;15,530.25;11,627.00;18,471.25
May 20, 2024;May 21, 2024;25,907.75;3,033.50;8,792.50;21,395.25;90,936.50;0.00;68,999.00;1,181.25;15,714.50;11,424.00;17,032.25
May 21, 2024;May 22, 2024;25,526.50;2,987.75;19,643.75;114,265.00;90,970.75;0.00;66,534.50;1,234.25;17,983.75;11,132.50;12,449.00
May 22, 2024;May 23, 2024;23,767.50;2,783.00;30,863.25;114,157.00;50,346.25;124.00;79,713.00;1,282.75;16,463.75;11,287.25;12,958.75
May 23, 2024;May 24, 2024;21,955.25;2,570.75;6,003.00;43,314.00;88,937.50;504.00;112,264.50;2,063.00;18,728.75;11,352.25;12,919.25
May 24, 2024;May 25, 2024;21,830.25;2,556.50;1,502.00;42,061.00;80,479.75;504.00;126,556.50;1,984.75;20,276.75;10,392.75;13,059.00
May 25, 2024;May 26, 2024;21,850.25;2,559.25;5,400.00;15,155.00;81,364.00;504.00;100,242.25;1,181.75;18,596.00;7,334.00;12,388.00
May 26, 2024;May 27, 2024;21,673.75;2,537.25;5,052.75;24,193.00;97,026.25;504.00;89,259.00;1,007.00;15,100.00;6,030.50;11,568.50
May 27, 2024;May 28, 2024;21,397.75;2,505.00;9,217.25;31,875.25;77,528.75;504.00;124,867.00;1,162.00;20,468.00;13,307.50;11,709.50
May 28, 2024;May 29, 2024;25,540.25;2,988.75;6,261.50;43,132.50;59,571.50;498.75;133,005.00;1,302.50;22,140.25;12,152.25;11,859.25
May 29, 2024;May 30, 2024;26,135.00;3,060.00;12,703.75;77,812.50;74,795.50;19.50;112,048.00;1,281.25;19,038.75;7,689.75;12,003.75
May 30, 2024;May 31, 2024;25,276.00;2,958.25;4,822.75;25,274.25;53,578.25;0.00;129,793.50;1,172.00;20,848.25;11,897.50;11,985.00
May 31, 2024;Jun 1, 2024;24,935.75;2,920.50;5,802.75;27,075.00;75,728.75;0.00;134,287.00;1,144.75;19,739.50;8,644.75;12,035.75
Jun 1, 2024;Jun 2, 2024;24,616.00;2,881.00;5,057.75;75,258.50;89,495.50;0.00;67,157.00;970.00;15,257.00;9,865.25;12,053.50
Jun 2, 2024;Jun 3, 2024;23,920.25;2,800.00;3,894.25;114,347.50;71,043.00;0.00;61,942.75;1,053.50;13,390.75;5,699.00;11,920.75
Jun 3, 2024;Jun 4, 2024;23,927.50;2,800.25;18,505.00;56,950.25;62,953.50;0.00;116,260.75;2,213.25;24,424.25;9,223.00;12,158.50
Jun 4, 2024;Jun 5, 2024;23,998.00;2,810.00;3,805.25;13,286.00;84,115.50;0.00;121,846.25;4,863.00;20,733.25;5,494.50;12,279.75
Jun 5, 2024;Jun 6, 2024;24,574.50;2,877.75;13,760.50;82,068.50;65,906.00;0.00;107,070.00;4,964.25;18,395.75;5,882.25;11,924.25
Jun 6, 2024;Jun 7, 2024;24,805.25;2,905.00;6,983.25;24,977.25;106,228.00;372.50;118,821.75;5,072.25;21,382.25;5,556.25;12,177.75
Jun 7, 2024;Jun 8, 2024;23,768.25;2,781.25;3,215.50;19,191.50;96,513.75;504.00;100,068.75;6,414.25;20,823.50;10,013.50;11,936.50
Jun 8, 2024;Jun 9, 2024;24,621.25;2,882.50;8,721.50;60,133.00;108,281.00;504.00;60,923.50;5,259.75;16,512.00;10,563.25;11,573.50
Jun 9, 2024;Jun 10, 2024;23,141.25;2,709.25;19,250.25;53,016.75;98,827.00;23.00;50,029.75;5,053.25;14,954.50;4,979.75;11,771.75
Jun 10, 2024;Jun 11, 2024;24,407.50;2,857.50;15,694.00;38,561.25;92,116.25;0.00;85,637.25;6,024.50;20,784.50;9,166.50;11,921.50
Jun 11, 2024;Jun 12, 2024;24,963.00;2,922.50;12,182.00;180,815.25;74,791.75;0.00;73,872.25;5,543.50;17,245.75;6,183.00;11,752.75
Jun 12, 2024;Jun 13, 2024;25,136.25;2,942.50;24,552.75;73,923.00;96,965.50;0.00;96,937.75;5,083.50;17,244.25;5,713.25;11,762.25
