Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jun 6, 2025;Jun 7, 2025;9,231.75;17,041.75;18,860.25;29,848.25;240.00;-;6,918.00;7,973.75;7,344.75;2,856.00
Jun 7, 2025;Jun 8, 2025;9,256.50;18,916.00;17,245.00;24,925.00;240.00;-;4,794.00;7,787.00;7,455.25;2,856.00
Jun 8, 2025;Jun 9, 2025;9,392.50;14,641.00;18,494.75;34,527.25;240.00;-;4,068.25;7,581.50;4,162.00;2,856.00
Jun 9, 2025;Jun 10, 2025;9,262.25;15,648.25;2,650.25;55,590.50;240.00;-;3,719.75;7,677.25;10,772.75;2,856.00
Jun 10, 2025;Jun 11, 2025;9,252.75;16,456.50;9,057.25;50,884.25;240.00;-;5,948.75;7,767.25;6,680.00;6,455.00
Jun 11, 2025;Jun 12, 2025;9,067.75;16,113.00;3,944.50;57,010.00;240.00;-;13,291.75;7,725.25;9,702.75;6,948.50
Jun 12, 2025;Jun 13, 2025;9,012.50;16,754.50;9,848.50;57,546.25;240.00;-;23,063.50;7,713.25;10,286.50;3,359.50
Jun 13, 2025;Jun 14, 2025;9,236.25;15,917.50;10,355.50;55,690.00;240.00;-;8,773.50;7,658.00;7,548.50;5,753.50
Jun 14, 2025;Jun 15, 2025;9,292.50;14,773.00;6,769.75;53,869.00;240.00;-;9,033.00;7,715.00;9,026.75;2,882.75
Jun 15, 2025;Jun 16, 2025;9,332.50;14,935.50;5,686.00;30,903.25;240.00;-;13,012.25;7,758.75;4,636.00;2,856.00
Jun 16, 2025;Jun 17, 2025;9,158.75;17,595.25;4,109.75;44,139.00;240.00;-;19,059.00;7,765.25;7,972.25;3,141.25
Jun 17, 2025;Jun 18, 2025;9,217.75;16,622.00;2,479.25;57,556.75;240.00;-;23,143.75;7,644.25;10,674.50;2,856.00
Jun 18, 2025;Jun 19, 2025;9,146.50;17,048.75;644.25;56,615.00;240.00;-;29,519.75;7,685.50;10,320.00;2,856.00
Jun 19, 2025;Jun 20, 2025;8,984.00;15,639.25;3,653.00;56,164.25;240.00;-;20,177.25;7,653.25;9,592.50;2,856.00
Jun 20, 2025;Jun 21, 2025;8,908.25;16,480.00;7,443.75;58,087.25;240.00;-;28,073.00;7,747.00;9,109.50;2,856.00
Jun 21, 2025;Jun 22, 2025;9,069.50;15,417.25;6,293.50;57,304.25;240.00;-;21,891.75;7,745.50;9,931.75;2,856.00
Jun 22, 2025;Jun 23, 2025;9,049.75;13,055.25;5,154.00;57,710.75;240.00;-;12,478.50;7,696.75;9,873.25;2,856.00
Jun 23, 2025;Jun 24, 2025;8,985.25;13,968.75;16,085.00;43,964.25;240.00;-;32,194.00;7,708.50;5,852.50;2,856.00
Jun 24, 2025;Jun 25, 2025;9,000.50;13,579.75;12,657.75;56,571.25;240.00;-;21,904.50;7,670.00;6,784.00;2,888.50
Jun 25, 2025;Jun 26, 2025;9,040.50;14,091.50;6,034.25;55,254.25;240.00;-;35,724.25;7,631.25;8,863.00;2,899.50
Jun 26, 2025;Jun 27, 2025;8,904.25;15,688.00;13,117.50;39,403.75;240.00;-;23,952.00;7,682.25;6,846.00;2,856.00
Jun 27, 2025;Jun 28, 2025;9,046.50;14,726.25;8,829.00;30,062.75;240.00;-;27,195.75;7,604.50;5,843.25;2,856.00
Jun 28, 2025;Jun 29, 2025;9,203.00;11,653.00;1,264.50;52,766.75;240.00;-;12,316.25;7,608.00;7,346.25;2,856.00
Jun 29, 2025;Jun 30, 2025;9,201.25;11,577.75;1,889.50;56,458.00;240.00;-;8,079.50;7,608.00;5,471.25;2,856.00
Jun 30, 2025;Jul 1, 2025;9,093.00;12,983.25;7,220.50;54,689.50;240.00;-;21,141.00;7,725.25;9,159.50;1,639.25
Jul 1, 2025;Jul 2, 2025;9,032.00;14,006.25;3,643.50;47,228.25;240.00;-;17,155.50;7,794.50;9,102.50;3,575.75
Jul 2, 2025;Jul 3, 2025;9,075.00;14,214.50;1,437.75;53,967.00;240.00;-;15,189.75;7,825.25;5,662.50;3,485.75
Jul 3, 2025;Jul 4, 2025;9,040.25;13,649.75;5,430.50;31,259.25;240.00;-;25,370.25;7,835.25;8,222.00;4,869.50
Jul 4, 2025;Jul 5, 2025;9,142.00;12,227.75;1,578.75;53,285.75;240.00;-;7,430.25;7,722.50;9,556.25;3,320.25
