Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jun 11, 2024;Jun 12, 2024;43,629.75;26,343.50;78,276.25;191,792.00;90,705.00;615.75;-;0.00;1,998.00;25,177.50;5,394.50;7,376.00
Jun 12, 2024;Jun 13, 2024;44,834.25;28,670.50;65,152.00;111,523.50;116,273.00;590.75;-;0.00;6,716.50;34,369.50;4,433.00;8,021.00
Jun 13, 2024;Jun 14, 2024;44,949.50;32,267.00;31,857.25;57,490.00;112,083.00;610.00;-;0.00;12,742.75;41,406.75;5,775.75;7,674.00
Jun 14, 2024;Jun 15, 2024;44,946.75;34,204.25;43,836.50;125,080.50;80,370.00;650.25;-;0.00;2,258.25;20,532.25;6,441.75;5,460.00
Jun 15, 2024;Jun 16, 2024;43,743.75;27,532.25;67,458.25;184,078.75;88,272.75;661.50;-;0.00;1,674.75;14,783.00;3,757.75;4,584.00
Jun 16, 2024;Jun 17, 2024;43,856.75;30,577.50;69,692.25;118,564.75;108,572.25;606.25;-;0.00;1,537.75;17,327.00;4,780.50;4,824.00
Jun 17, 2024;Jun 18, 2024;44,372.00;34,140.75;39,168.00;56,301.25;109,039.50;543.75;-;0.00;13,731.50;39,649.50;4,504.00;5,969.00
Jun 18, 2024;Jun 19, 2024;44,332.75;34,472.25;7,335.00;25,271.00;117,788.25;522.50;-;0.00;12,696.00;45,339.75;5,248.25;6,234.00
Jun 19, 2024;Jun 20, 2024;44,027.75;36,511.00;25,580.75;66,639.50;106,373.50;511.00;-;0.00;13,465.25;30,625.00;4,825.75;6,254.00
Jun 20, 2024;Jun 21, 2024;44,305.25;33,855.50;2,960.75;27,968.75;110,088.25;595.50;-;0.00;16,286.75;28,207.75;5,773.50;4,671.50
Jun 21, 2024;Jun 22, 2024;44,316.25;35,266.50;14,476.00;62,122.50;71,073.00;642.25;-;0.00;18,689.75;46,322.75;2,903.75;5,707.00
Jun 22, 2024;Jun 23, 2024;43,671.50;26,607.25;16,987.75;131,507.25;125,907.25;681.25;-;0.00;1,964.50;21,034.50;4,187.25;5,405.50
Jun 23, 2024;Jun 24, 2024;43,987.00;29,259.25;10,096.50;39,934.25;113,843.00;695.50;-;0.00;8,515.75;24,305.75;4,901.75;5,153.00
Jun 24, 2024;Jun 25, 2024;44,277.50;34,284.00;829.50;18,924.75;145,604.25;648.50;-;0.00;6,858.25;36,308.75;7,230.25;6,541.00
Jun 25, 2024;Jun 26, 2024;43,170.75;35,397.00;12,882.25;58,110.25;157,200.50;657.75;-;0.00;12,228.25;39,242.00;5,539.50;5,728.00
Jun 26, 2024;Jun 27, 2024;43,363.50;34,612.50;17,988.75;54,554.25;138,055.25;676.50;-;0.00;16,052.50;43,167.00;6,453.50;6,780.00
Jun 27, 2024;Jun 28, 2024;42,721.75;35,547.25;29,216.50;44,379.00;111,426.50;672.25;-;0.00;11,022.75;28,495.00;7,782.75;8,811.00
Jun 28, 2024;Jun 29, 2024;42,986.75;34,477.50;69,335.50;122,790.25;129,411.75;591.00;-;0.00;5,113.00;18,279.00;5,985.50;8,505.75
Jun 29, 2024;Jun 30, 2024;43,110.25;34,191.00;12,997.00;33,373.75;139,006.00;492.00;-;0.00;2,257.00;16,073.50;8,140.25;8,778.00
Jun 30, 2024;Jul 1, 2024;42,352.00;30,539.75;25,586.00;89,037.75;63,269.75;482.75;-;0.00;5,208.25;13,785.75;4,518.75;8,758.00
Jul 1, 2024;Jul 2, 2024;43,450.75;34,560.75;47,422.00;87,344.50;82,784.25;492.50;-;0.00;12,401.00;10,026.75;7,321.00;8,292.00
Jul 2, 2024;Jul 3, 2024;43,492.50;33,122.25;79,413.50;116,392.25;68,179.25;482.25;-;0.00;12,435.75;9,585.25;5,229.25;8,663.00
Jul 3, 2024;Jul 4, 2024;44,415.00;34,533.75;57,740.25;85,257.50;76,112.75;497.75;-;0.00;13,424.75;12,874.50;6,924.25;8,608.00
Jul 4, 2024;Jul 5, 2024;42,917.75;30,266.25;110,417.50;232,028.00;90,781.75;488.50;-;0.00;2,155.00;11,077.50;5,049.75;6,093.00
Jul 5, 2024;Jul 6, 2024;44,129.50;33,052.75;73,595.75;195,104.25;110,139.50;491.50;-;0.00;2,123.50;15,922.00;8,813.25;8,712.00
Jul 6, 2024;Jul 7, 2024;42,456.75;29,370.50;66,146.50;207,755.50;103,251.75;536.75;-;0.00;1,555.75;17,381.75;1,704.75;8,429.00
Jul 7, 2024;Jul 8, 2024;42,925.25;30,827.50;61,078.75;130,023.25;94,261.50;588.50;-;0.00;1,947.50;13,498.50;7,496.25;8,513.00
Jul 8, 2024;Jul 9, 2024;43,642.00;34,102.50;28,995.00;50,200.50;130,748.25;575.00;-;0.00;10,351.75;24,787.50;7,907.00;8,840.00
Jul 9, 2024;Jul 10, 2024;42,706.50;34,784.75;51,553.25;84,400.75;147,418.00;535.75;-;0.00;5,718.00;20,536.50;4,816.25;8,153.50
Jul 10, 2024;Jul 11, 2024;43,251.25;37,218.25;48,909.25;68,342.75;94,970.25;520.75;-;0.00;10,166.50;14,043.75;8,910.50;8,108.00
Jul 11, 2024;Jul 12, 2024;43,819.00;36,661.00;32,491.75;34,653.50;113,999.50;539.75;-;0.00;21,774.00;26,136.75;6,564.00;8,111.00
Jul 12, 2024;Jul 13, 2024;43,887.25;34,948.00;30,268.75;116,555.50;84,908.00;555.75;-;0.00;15,743.00;26,084.75;5,007.50;9,468.00
Jul 13, 2024;Jul 14, 2024;42,614.50;30,622.75;79,108.75;155,644.50;95,964.75;606.00;-;0.00;4,466.00;13,631.00;5,016.50;9,558.00
Jul 14, 2024;Jul 15, 2024;42,587.00;29,020.00;98,594.75;95,846.50;117,379.50;589.00;-;0.00;4,982.75;13,464.25;4,822.50;8,533.00
Jul 15, 2024;Jul 16, 2024;43,660.00;35,065.00;53,787.25;69,908.75;141,793.75;533.25;-;0.00;6,915.25;21,604.50;7,451.75;9,573.75
Jul 16, 2024;Jul 17, 2024;42,426.75;34,288.75;66,819.00;133,893.50;96,031.75;577.75;-;0.00;11,546.75;11,387.50;6,520.00;5,924.00
Jul 17, 2024;Jul 18, 2024;43,730.25;33,167.25;59,335.00;136,060.50;85,008.00;604.50;-;0.00;6,279.25;20,026.50;6,999.50;9,580.00
Jul 18, 2024;Jul 19, 2024;44,246.50;34,626.25;1,377.25;11,006.50;136,282.75;638.50;-;0.00;13,727.50;20,445.25;7,971.75;9,803.75
Jul 19, 2024;Jul 20, 2024;43,611.00;34,942.50;14,630.00;17,587.25;136,518.00;628.25;-;0.00;16,982.50;32,572.25;7,733.25;9,757.00
Jul 20, 2024;Jul 21, 2024;42,833.50;31,362.50;52,647.00;60,594.25;127,948.25;628.75;-;0.00;2,824.00;19,754.25;6,615.50;9,655.00
Jul 21, 2024;Jul 22, 2024;42,155.25;31,143.50;32,788.50;56,612.75;114,656.75;575.00;-;0.00;6,412.00;18,672.75;6,649.00;9,687.00
Jul 22, 2024;Jul 23, 2024;43,281.75;33,042.00;29,385.75;97,606.00;102,070.75;550.75;-;0.00;8,721.00;34,577.50;6,564.75;9,586.00
Jul 23, 2024;Jul 24, 2024;43,755.25;36,262.25;39,581.75;74,817.75;96,040.50;632.50;-;0.00;7,782.25;34,560.75;7,865.75;8,468.00
Jul 24, 2024;Jul 25, 2024;43,988.00;35,113.00;41,826.25;93,621.50;113,049.75;657.25;-;0.00;14,364.25;21,441.50;7,822.75;8,894.00
Jul 25, 2024;Jul 26, 2024;44,143.75;33,713.25;46,930.25;21,081.00;132,104.00;669.00;-;0.00;17,182.00;37,012.75;6,895.00;8,877.00
Jul 26, 2024;Jul 27, 2024;44,088.75;30,659.50;36,161.00;73,529.00;91,596.75;634.00;-;0.00;15,121.00;25,078.00;6,713.50;9,019.50
Jul 27, 2024;Jul 28, 2024;44,133.00;30,063.50;703.50;11,741.50;103,966.25;584.00;-;0.00;11,317.00;29,095.75;5,312.50;7,040.00
Jul 28, 2024;Jul 29, 2024;42,975.25;29,036.25;12,110.00;70,797.00;112,292.75;631.25;-;0.00;2,669.75;23,774.50;3,778.75;7,265.00
Jul 29, 2024;Jul 30, 2024;43,709.00;28,602.50;2,662.25;17,400.50;147,387.25;661.00;-;0.00;11,851.00;24,566.25;6,586.25;9,000.00
Jul 30, 2024;Jul 31, 2024;42,649.00;28,694.25;2,655.00;26,112.25;146,146.25;606.50;-;0.00;17,038.75;29,560.00;6,674.25;7,571.00
Jul 31, 2024;Aug 1, 2024;42,667.00;27,705.25;13,543.00;24,750.00;127,689.00;569.75;-;0.00;17,863.00;38,628.50;6,037.50;9,688.00
Aug 1, 2024;Aug 2, 2024;43,107.25;30,724.25;19,247.25;37,088.25;106,712.75;587.00;-;0.00;25,017.50;40,051.50;4,951.50;9,570.00
Aug 2, 2024;Aug 3, 2024;43,863.50;31,019.75;5,568.00;30,417.50;93,112.50;618.75;-;0.00;17,281.25;40,760.00;5,603.00;9,540.00
Aug 3, 2024;Aug 4, 2024;43,372.50;29,783.00;18,829.50;18,753.00;113,413.75;613.00;-;0.00;7,206.75;22,077.50;5,875.50;9,474.00
Aug 4, 2024;Aug 5, 2024;42,832.25;28,568.75;44,908.00;97,893.25;97,164.25;627.25;-;0.00;5,195.75;20,504.00;3,735.25;9,467.00
Aug 5, 2024;Aug 6, 2024;43,650.00;30,052.75;10,063.00;10,445.50;107,845.00;634.50;-;0.00;8,548.50;38,185.25;7,122.25;9,430.00
Aug 6, 2024;Aug 7, 2024;42,975.50;29,312.75;14,862.00;31,565.75;141,719.25;613.50;-;0.00;15,249.25;34,271.50;6,302.25;9,163.25
Aug 7, 2024;Aug 8, 2024;43,031.00;29,518.50;18,013.50;43,515.25;95,242.75;612.50;-;0.00;20,942.50;26,014.50;4,858.00;7,738.00
Aug 8, 2024;Aug 9, 2024;43,724.00;29,524.75;28,308.25;38,916.25;89,412.75;641.50;-;0.00;18,450.25;32,959.50;9,206.25;5,969.50
Aug 9, 2024;Aug 10, 2024;43,268.50;26,587.00;78,738.75;215,324.00;96,172.25;644.50;-;0.00;2,891.75;12,435.25;7,675.50;6,151.00
Aug 10, 2024;Aug 11, 2024;43,376.00;25,163.25;68,015.50;108,023.25;120,370.50;634.75;-;0.00;2,495.50;13,053.00;8,679.25;5,916.00
Aug 11, 2024;Aug 12, 2024;43,243.50;24,925.50;13,791.50;40,372.00;132,259.00;608.00;-;0.00;2,561.50;21,728.00;6,218.50;5,851.00
Aug 12, 2024;Aug 13, 2024;43,309.50;26,735.50;33,898.50;56,053.25;136,025.25;607.75;-;0.00;8,245.00;21,830.75;7,556.75;2,809.00
Aug 13, 2024;Aug 14, 2024;41,825.00;26,911.75;37,895.50;113,917.25;126,059.75;621.25;-;0.00;20,208.25;22,372.25;4,027.50;7,358.00
Aug 14, 2024;Aug 15, 2024;42,998.75;28,580.25;9,141.00;37,660.00;107,949.50;651.00;-;0.00;22,540.25;32,232.00;5,871.50;7,486.00
Aug 15, 2024;Aug 16, 2024;42,958.00;26,558.00;36,017.00;38,106.25;116,562.75;621.25;-;0.00;9,385.75;35,060.25;4,618.00;7,400.75
Aug 16, 2024;Aug 17, 2024;43,601.25;26,085.00;25,567.00;72,279.75;103,063.25;645.00;-;0.00;11,600.50;34,975.00;8,798.75;7,510.00
Aug 17, 2024;Aug 18, 2024;43,302.75;25,296.75;3,460.50;12,259.75;90,732.00;644.50;-;0.00;14,850.25;27,690.00;4,642.00;7,398.00
Aug 18, 2024;Aug 19, 2024;42,873.50;25,767.75;19,886.75;25,296.50;54,410.00;695.75;-;0.00;5,183.00;16,535.00;3,839.75;7,328.00
Aug 19, 2024;Aug 20, 2024;43,768.75;29,785.75;22,583.50;26,589.50;75,411.25;760.75;-;0.00;18,476.25;36,142.25;7,750.00;7,207.00
Aug 20, 2024;Aug 21, 2024;43,403.00;30,513.75;72,982.50;81,637.50;90,310.00;744.50;-;0.00;13,361.75;25,222.00;6,952.25;7,761.00
Aug 21, 2024;Aug 22, 2024;42,655.00;29,099.50;69,631.50;200,408.00;97,307.00;730.25;-;0.00;3,843.00;14,412.50;4,943.00;7,677.00
Aug 22, 2024;Aug 23, 2024;43,200.50;28,465.75;110,815.50;163,991.50;108,021.00;751.75;-;0.00;2,986.00;14,524.00;6,646.50;8,132.00
Aug 23, 2024;Aug 24, 2024;42,908.25;26,405.75;81,223.25;240,754.00;108,085.25;710.75;-;0.00;2,926.75;17,905.75;7,064.75;8,158.00
Aug 24, 2024;Aug 25, 2024;42,686.75;26,744.25;42,062.75;136,690.25;119,831.25;677.25;-;0.00;2,911.00;14,159.25;7,534.00;7,447.50
Aug 25, 2024;Aug 26, 2024;41,790.00;23,855.75;79,427.25;155,544.00;71,309.75;752.75;-;0.00;3,909.25;11,345.75;4,338.50;7,606.00
Aug 26, 2024;Aug 27, 2024;44,005.25;27,466.50;72,258.00;96,444.75;91,685.25;803.50;-;0.00;10,431.25;36,495.00;7,832.25;6,242.00
Aug 27, 2024;Aug 28, 2024;43,377.50;25,752.75;34,553.25;42,679.75;123,932.75;746.50;-;0.00;16,734.25;47,851.00;5,342.25;5,392.50
Aug 28, 2024;Aug 29, 2024;43,276.25;27,970.25;29,855.75;83,773.75;127,969.25;696.25;-;0.00;17,701.00;33,229.25;5,614.50;6,411.00
Aug 29, 2024;Aug 30, 2024;43,019.00;28,129.25;23,690.00;65,157.25;120,821.75;672.25;-;0.00;25,872.75;46,837.50;6,287.75;8,170.00
Aug 30, 2024;Aug 31, 2024;43,248.50;27,127.50;8,323.25;34,847.50;102,535.75;672.00;-;0.00;29,041.00;51,184.50;5,935.25;7,291.00
Aug 31, 2024;Sep 1, 2024;43,560.75;23,202.25;26,497.75;91,742.00;116,427.25;649.25;-;0.00;12,501.50;24,416.50;4,555.75;7,944.00
Sep 1, 2024;Sep 2, 2024;42,511.00;21,465.25;84,433.50;129,320.00;118,016.00;610.75;-;0.00;6,349.25;25,912.25;3,526.50;8,103.00
Sep 2, 2024;Sep 3, 2024;43,555.75;25,640.25;66,107.00;95,076.25;95,498.00;668.50;-;0.00;20,067.50;38,420.00;7,300.50;8,064.00
Sep 3, 2024;Sep 4, 2024;43,301.25;26,703.00;8,788.75;21,091.75;104,327.75;665.00;-;0.00;30,185.25;59,091.50;6,604.25;7,917.00
Sep 4, 2024;Sep 5, 2024;43,318.50;24,907.25;5,997.00;21,070.75;85,372.75;656.50;-;0.00;31,991.75;60,093.25;4,957.00;8,211.00
Sep 5, 2024;Sep 6, 2024;42,529.50;23,717.50;27,165.50;195,543.25;111,313.00;643.25;-;0.00;12,616.00;13,476.25;4,008.50;8,385.00
Sep 6, 2024;Sep 7, 2024;43,056.25;23,595.00;69,202.50;178,991.00;91,783.75;675.50;-;0.00;12,038.00;25,804.00;7,140.25;7,166.00
Sep 7, 2024;Sep 8, 2024;43,833.00;20,578.00;32,557.00;41,789.25;114,467.50;649.25;-;0.00;17,221.75;21,146.00;4,615.75;8,404.00
Sep 8, 2024;Sep 9, 2024;43,060.25;19,667.50;14,353.00;49,822.25;78,439.25;679.50;-;0.00;12,316.25;20,250.75;3,592.25;8,018.00
Sep 9, 2024;Sep 10, 2024;44,025.25;25,396.25;43,632.25;73,210.50;52,289.25;740.75;-;0.00;26,596.50;23,562.25;5,933.75;6,473.00
Sep 10, 2024;Sep 11, 2024;43,298.75;25,689.50;104,046.25;233,572.75;62,386.75;758.00;-;0.00;5,852.25;11,780.00;5,698.50;8,143.25
Sep 11, 2024;Sep 12, 2024;44,513.25;24,826.00;45,994.75;142,334.25;56,402.25;773.00;-;0.00;24,404.25;19,190.00;5,959.75;8,167.25
Sep 12, 2024;Sep 13, 2024;45,095.25;26,992.25;33,794.50;57,612.75;63,463.50;797.50;-;0.00;39,006.00;23,759.75;6,525.50;6,735.00
Sep 13, 2024;Sep 14, 2024;45,462.50;27,199.75;65,406.50;98,208.50;52,179.00;848.50;-;0.00;20,823.25;12,493.75;6,251.00;6,918.50
Sep 14, 2024;Sep 15, 2024;44,884.25;26,619.75;19,647.75;124,558.75;54,818.25;781.25;-;0.00;18,139.25;12,815.00;6,978.00;8,411.00
Sep 15, 2024;Sep 16, 2024;44,960.50;24,031.25;18,238.25;48,981.75;69,258.50;737.00;-;0.00;28,569.00;11,929.00;4,716.00;8,491.00
Sep 16, 2024;Sep 17, 2024;45,437.75;27,974.75;35,097.50;72,574.75;29,870.00;762.25;-;0.00;32,818.00;14,375.00;6,802.75;7,975.00
Sep 17, 2024;Sep 18, 2024;44,827.25;26,015.25;54,032.25;106,353.50;74,484.75;731.75;-;0.00;24,647.75;19,005.25;3,221.25;7,864.75
Sep 18, 2024;Sep 19, 2024;44,852.25;26,558.00;30,421.25;105,266.00;94,395.50;687.75;-;0.00;31,300.25;20,325.75;3,484.75;7,806.00
Sep 19, 2024;Sep 20, 2024;45,635.75;28,593.50;34,714.50;129,737.00;91,320.00;709.25;-;0.00;14,473.00;19,172.25;3,482.25;6,340.50
Sep 20, 2024;Sep 21, 2024;46,058.00;28,426.00;66,983.50;157,463.50;106,019.75;757.25;-;0.00;4,857.50;12,858.75;3,451.75;5,758.25
Sep 21, 2024;Sep 22, 2024;46,667.75;28,753.25;39,095.25;89,458.50;109,096.00;728.75;-;0.00;7,177.50;19,507.00;4,563.25;5,725.75
Sep 22, 2024;Sep 23, 2024;46,193.25;28,551.00;9,334.50;30,424.25;95,828.75;769.50;-;0.00;13,627.75;20,790.00;4,135.75;6,238.00
Sep 23, 2024;Sep 24, 2024;46,901.75;30,435.25;6,375.50;18,854.50;72,249.00;755.50;-;0.00;31,510.50;41,367.25;5,150.00;6,230.25
Sep 24, 2024;Sep 25, 2024;46,551.25;30,222.25;66,918.00;90,178.75;60,273.25;725.75;-;0.00;18,198.25;6,216.25;3,779.25;480.00
Sep 25, 2024;Sep 26, 2024;45,704.75;29,829.50;80,615.00;164,322.75;59,701.00;755.50;-;0.00;13,323.50;14,235.50;5,082.00;7,027.00
Sep 26, 2024;Sep 27, 2024;45,937.75;29,315.25;57,733.00;234,890.75;26,795.00;750.50;-;0.00;7,810.75;12,936.00;4,536.00;6,766.25
Sep 27, 2024;Sep 28, 2024;44,631.75;28,602.00;86,722.00;340,719.75;47,683.25;768.50;-;0.00;10,053.50;11,409.50;4,598.50;8,449.00
Sep 28, 2024;Sep 29, 2024;45,702.50;29,274.50;124,163.75;175,002.50;61,306.75;838.75;-;0.00;5,937.75;12,589.00;7,437.75;8,457.00
Sep 29, 2024;Sep 30, 2024;46,323.75;29,867.50;44,189.50;68,898.50;88,884.25;851.75;-;0.00;13,608.75;14,027.25;5,446.00;8,412.00
Sep 30, 2024;Oct 1, 2024;45,779.00;28,274.00;68,454.75;270,283.75;51,803.75;837.75;-;0.00;7,067.75;17,819.25;5,755.25;8,393.75
Oct 1, 2024;Oct 2, 2024;47,325.25;31,664.75;88,159.75;174,402.25;44,006.75;804.50;-;0.00;10,394.00;14,646.50;6,656.50;7,891.25
Oct 2, 2024;Oct 3, 2024;47,503.75;31,573.25;105,234.50;139,055.00;37,235.25;823.00;-;0.00;17,422.25;17,944.00;5,255.75;7,907.00
Oct 3, 2024;Oct 4, 2024;47,686.75;31,596.75;54,438.75;117,421.75;43,361.25;842.75;-;0.00;11,682.50;14,240.75;4,685.75;7,660.00
Oct 4, 2024;Oct 5, 2024;48,383.50;32,762.75;1,068.00;52,742.25;43,840.75;852.50;-;0.00;24,086.50;22,168.25;6,198.75;8,809.00
Oct 5, 2024;Oct 6, 2024;48,031.75;30,494.25;13,818.00;24,511.50;49,300.75;861.25;-;0.00;17,108.75;21,302.50;4,937.50;8,205.25
Oct 6, 2024;Oct 7, 2024;47,035.00;29,817.50;99,445.75;114,641.00;69,212.25;854.50;-;0.00;6,074.25;17,895.50;3,239.50;8,145.00
Oct 7, 2024;Oct 8, 2024;47,593.00;31,193.00;91,771.50;122,619.50;49,184.25;792.00;-;0.00;19,487.75;22,222.50;7,208.75;8,125.50
Oct 8, 2024;Oct 9, 2024;47,480.75;29,941.50;82,845.50;126,239.75;42,321.50;785.50;-;0.00;21,691.50;27,731.00;6,225.00;8,629.50
Oct 9, 2024;Oct 10, 2024;47,328.75;28,370.00;63,873.50;148,893.75;57,441.75;780.50;-;0.00;18,936.25;12,505.75;6,473.25;8,176.75
Oct 10, 2024;Oct 11, 2024;46,751.00;29,548.00;66,362.00;236,397.25;26,717.50;728.50;-;0.00;11,920.25;17,691.50;5,120.50;8,076.00
Oct 11, 2024;Oct 12, 2024;47,893.75;30,004.50;105,251.75;113,330.00;58,347.75;812.25;-;0.00;7,993.50;25,641.50;8,989.00;7,885.00
Oct 12, 2024;Oct 13, 2024;47,947.75;28,479.75;104,519.75;159,218.50;62,088.50;830.75;-;0.00;9,655.00;11,154.75;4,465.25;6,835.75
Oct 13, 2024;Oct 14, 2024;45,842.75;25,862.00;75,748.25;315,613.75;44,080.50;799.50;-;0.00;10,502.75;10,699.00;4,920.25;7,270.25
Oct 14, 2024;Oct 15, 2024;48,187.75;34,199.00;21,266.00;66,390.75;33,893.00;796.25;-;0.00;26,041.00;42,741.75;8,171.75;7,672.00
Oct 15, 2024;Oct 16, 2024;47,622.00;33,079.25;48,597.50;84,107.25;50,938.50;794.00;-;0.00;21,138.25;22,130.50;6,177.75;7,627.00
Oct 16, 2024;Oct 17, 2024;46,597.75;28,058.00;67,817.50;295,941.50;70,557.50;800.75;-;0.00;8,798.75;11,049.50;4,604.25;7,547.00
Oct 17, 2024;Oct 18, 2024;48,216.75;30,041.00;64,207.50;139,192.75;60,186.50;794.00;-;0.00;12,491.75;25,591.00;6,714.50;7,792.00
Oct 18, 2024;Oct 19, 2024;48,846.50;34,663.75;11,075.25;35,345.25;40,557.00;836.50;-;0.00;26,688.75;33,091.25;8,002.50;8,192.50
Oct 19, 2024;Oct 20, 2024;48,240.50;30,806.25;24,439.75;58,779.75;27,006.50;819.00;-;0.00;16,862.25;9,036.75;3,012.50;7,146.00
Oct 20, 2024;Oct 21, 2024;47,075.00;26,968.00;73,173.25;170,591.50;38,463.00;814.00;-;0.00;6,601.50;10,520.25;3,751.75;7,094.00
Oct 21, 2024;Oct 22, 2024;48,320.75;29,318.75;74,691.25;161,390.00;37,781.75;801.25;-;0.00;16,813.50;30,557.00;7,656.00;7,114.75
Oct 22, 2024;Oct 23, 2024;48,374.75;27,906.00;63,674.50;121,894.50;39,616.25;786.25;-;0.00;22,944.50;31,483.50;5,075.50;6,761.00
Oct 23, 2024;Oct 24, 2024;49,107.75;29,959.75;41,166.25;47,871.00;35,525.00;817.00;-;0.00;29,102.75;50,047.25;6,060.25;4,389.00
Oct 24, 2024;Oct 25, 2024;49,142.25;30,709.50;51,433.25;85,855.50;36,136.00;833.75;-;0.00;28,499.00;21,538.00;6,069.00;5,524.75
Oct 25, 2024;Oct 26, 2024;49,530.75;29,272.50;15,370.50;56,123.25;38,230.75;840.00;-;0.00;29,259.25;39,879.50;6,968.00;4,959.00
Oct 26, 2024;Oct 27, 2024;48,953.75;28,468.25;30,119.50;57,724.50;40,707.00;852.00;-;0.00;25,946.00;11,178.00;4,338.75;6,282.25
Oct 27, 2024;Oct 28, 2024;50,313.50;26,538.25;48,696.25;96,868.75;20,982.50;824.50;-;0.00;13,796.75;22,193.75;4,049.75;1,292.00
Oct 28, 2024;Oct 29, 2024;48,886.25;25,494.25;99,763.50;150,886.00;24,048.00;824.50;-;0.00;19,932.00;32,483.00;5,116.75;6,027.00
Oct 29, 2024;Oct 30, 2024;49,811.75;26,630.00;20,164.50;65,581.75;30,009.00;840.25;-;0.00;38,713.25;68,663.25;4,286.00;6,066.00
Oct 30, 2024;Oct 31, 2024;49,697.50;26,168.25;20,555.25;50,279.25;21,999.50;840.50;-;0.00;38,246.00;71,819.00;4,563.50;6,154.00
Oct 31, 2024;Nov 1, 2024;49,998.25;27,587.00;62,343.50;145,560.50;14,590.75;847.50;-;0.00;23,847.50;45,778.00;4,237.25;6,199.75
Nov 1, 2024;Nov 2, 2024;48,749.75;21,555.00;69,695.00;191,234.00;19,292.50;845.50;-;0.00;5,343.00;30,507.00;3,923.75;6,056.75
Nov 2, 2024;Nov 3, 2024;49,987.75;20,882.75;18,654.00;35,949.25;26,889.50;875.00;-;0.00;20,876.00;39,533.25;5,532.00;6,234.00
Nov 3, 2024;Nov 4, 2024;49,464.50;20,605.50;17,310.50;41,672.00;53,444.00;870.00;-;0.00;20,504.50;34,787.75;3,570.50;6,128.00
Nov 4, 2024;Nov 5, 2024;50,204.00;24,363.50;8,249.00;29,305.25;32,282.50;805.75;-;0.00;35,608.00;81,656.50;6,965.75;6,222.75
Nov 5, 2024;Nov 6, 2024;50,342.00;25,594.75;14,451.25;40,167.00;17,698.00;816.50;-;0.00;37,221.75;94,655.00;6,764.75;6,134.00
Nov 6, 2024;Nov 7, 2024;51,108.50;29,350.25;131.00;730.50;11,401.00;813.50;-;0.00;37,403.25;113,632.50;8,091.00;5,809.75
Nov 7, 2024;Nov 8, 2024;51,066.25;28,814.25;13,840.25;11,500.75;8,733.00;800.25;-;0.00;27,274.75;107,067.25;6,379.00;4,992.00
Nov 8, 2024;Nov 9, 2024;50,523.00;24,005.25;85,983.00;86,141.75;6,359.25;821.50;-;0.00;20,521.75;93,718.00;4,152.50;5,187.00
Nov 9, 2024;Nov 10, 2024;50,252.25;21,713.75;30,670.75;31,184.75;14,137.50;830.75;-;0.00;21,869.75;52,538.75;3,527.50;5,184.00
Nov 10, 2024;Nov 11, 2024;49,491.00;20,183.50;30,501.75;21,963.00;9,443.50;825.25;-;0.00;21,825.00;58,443.00;3,765.75;5,232.00
Nov 11, 2024;Nov 12, 2024;49,206.00;22,036.75;111,021.25;82,278.50;8,441.00;823.25;-;0.00;21,361.75;87,275.00;4,882.00;6,445.50
Nov 12, 2024;Nov 13, 2024;49,579.75;25,634.25;25,775.25;41,270.25;12,782.25;815.50;-;0.00;34,521.50;107,766.25;7,324.25;10,941.75
Nov 13, 2024;Nov 14, 2024;50,148.00;24,467.50;69,676.25;48,862.00;6,259.00;821.50;-;0.00;34,831.00;111,185.25;6,794.25;6,289.25
Nov 14, 2024;Nov 15, 2024;49,624.25;21,189.75;117,753.50;131,879.50;12,685.00;815.00;-;0.00;19,959.25;97,817.50;2,750.00;6,251.00
Nov 15, 2024;Nov 16, 2024;50,323.00;19,631.25;64,410.75;108,239.50;12,371.00;814.25;-;0.00;23,785.00;84,985.00;5,154.50;6,044.00
Nov 16, 2024;Nov 17, 2024;49,864.25;18,032.75;80,705.50;247,361.75;21,341.25;821.00;-;0.00;8,739.50;62,506.00;3,887.00;6,117.75
Nov 17, 2024;Nov 18, 2024;49,145.00;17,314.50;84,501.75;268,914.00;17,083.25;813.75;-;0.00;7,498.50;41,003.00;3,591.75;6,101.00
Nov 18, 2024;Nov 19, 2024;50,188.25;19,281.00;97,629.00;232,022.75;17,388.75;788.00;-;0.00;20,936.50;60,654.75;4,620.25;6,050.00
Nov 19, 2024;Nov 20, 2024;50,301.75;19,657.00;35,085.50;137,159.50;8,968.50;772.25;-;0.00;34,665.00;68,686.75;5,082.25;5,994.00
Nov 20, 2024;Nov 21, 2024;49,649.00;19,542.50;43,723.50;167,182.00;15,572.75;800.75;-;0.00;31,182.75;53,307.00;4,329.25;5,672.00
