Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jan 21, 2024;Jan 22, 2024;49,043.00;22,322.25;101,668.50;360,331.25;19,809.50;802.25;-;0.00;19,444.00;45,911.75;3,875.00;4,316.00
Jan 22, 2024;Jan 23, 2024;48,810.75;22,014.50;64,714.75;416,331.25;9,206.00;812.25;-;0.00;22,462.25;59,207.25;5,682.25;4,556.00
Jan 23, 2024;Jan 24, 2024;49,087.25;23,153.25;87,648.25;386,623.25;19,464.75;797.25;-;0.00;20,735.25;62,663.00;6,311.00;5,263.00
Jan 24, 2024;Jan 25, 2024;47,470.25;22,533.00;74,983.75;424,929.75;13,966.50;727.25;-;0.00;19,711.25;56,022.50;5,617.25;5,709.00
Jan 25, 2024;Jan 26, 2024;49,677.75;28,700.50;62,568.50;212,468.00;23,792.00;758.50;-;0.00;24,114.75;87,623.75;6,355.00;6,142.00
Jan 26, 2024;Jan 27, 2024;49,241.50;28,060.50;93,407.25;326,628.25;8,656.25;781.00;-;0.00;15,223.00;56,110.75;3,621.50;5,991.00
Jan 27, 2024;Jan 28, 2024;49,623.75;29,141.75;93,700.00;183,275.75;50,251.00;797.50;-;0.00;14,101.00;38,326.75;5,635.50;7,841.00
Jan 28, 2024;Jan 29, 2024;48,523.00;27,362.75;92,976.75;181,491.25;55,076.75;857.75;-;0.00;12,459.25;33,754.25;1,923.50;7,304.00
Jan 29, 2024;Jan 30, 2024;49,860.75;29,151.25;53,328.75;144,179.00;48,843.00;867.75;-;0.00;42,659.25;68,614.75;5,881.00;7,449.00
Jan 30, 2024;Jan 31, 2024;49,715.50;29,905.50;97,636.50;204,419.75;32,319.50;847.75;-;0.00;29,624.00;47,664.50;4,902.25;6,556.00
Jan 31, 2024;Feb 1, 2024;49,406.25;30,374.75;88,985.25;245,140.50;13,638.25;848.75;-;0.00;43,413.75;52,398.50;5,997.75;7,564.00
Feb 1, 2024;Feb 2, 2024;49,580.50;28,335.50;65,546.75;290,883.75;20,143.00;858.75;-;0.00;19,996.75;51,696.25;6,793.50;7,559.00
Feb 2, 2024;Feb 3, 2024;49,886.50;26,721.00;98,158.25;333,514.00;13,982.50;855.75;-;0.00;22,761.25;41,839.50;3,161.25;5,998.00
Feb 3, 2024;Feb 4, 2024;48,574.00;25,239.50;99,741.50;339,338.75;19,325.75;821.50;-;0.00;23,203.00;35,857.75;5,880.25;6,725.00
Feb 4, 2024;Feb 5, 2024;47,668.25;23,386.25;106,960.00;394,508.00;10,958.50;804.50;-;0.00;20,986.00;31,584.00;2,490.75;7,387.00
Feb 5, 2024;Feb 6, 2024;48,418.50;24,247.50;92,500.00;426,544.50;32,527.25;733.50;-;0.00;21,503.25;40,631.00;5,950.50;6,859.00
Feb 6, 2024;Feb 7, 2024;48,287.00;25,066.50;94,697.75;438,232.00;16,903.25;813.75;-;0.00;21,620.50;40,659.75;6,290.25;5,586.00
Feb 7, 2024;Feb 8, 2024;50,011.50;24,893.50;83,582.50;197,394.50;18,693.75;829.50;-;0.00;29,223.75;57,547.75;5,158.50;5,368.25
Feb 8, 2024;Feb 9, 2024;50,717.50;25,561.25;35,857.00;87,053.25;13,872.50;785.25;-;0.00;58,979.00;71,803.25;3,801.75;4,932.00
Feb 9, 2024;Feb 10, 2024;49,654.25;24,443.50;116,252.25;239,495.00;15,753.75;841.00;-;0.00;12,669.50;34,302.00;4,612.25;6,966.00
Feb 10, 2024;Feb 11, 2024;49,189.75;23,273.75;75,147.50;119,471.75;24,146.75;842.25;-;0.00;11,346.25;28,540.50;2,633.50;7,383.00
Feb 11, 2024;Feb 12, 2024;48,242.50;22,759.75;102,447.50;157,330.50;8,448.25;857.25;-;0.00;11,935.50;23,499.25;2,614.50;7,272.00
Feb 12, 2024;Feb 13, 2024;48,773.00;23,917.00;40,895.00;100,674.00;17,828.75;873.25;-;0.00;24,555.50;46,836.50;5,351.50;7,089.00
Feb 13, 2024;Feb 14, 2024;48,460.00;23,710.75;102,138.00;178,408.25;39,654.25;886.25;-;0.00;39,323.25;43,989.25;2,970.75;7,153.00
Feb 14, 2024;Feb 15, 2024;49,212.75;23,408.25;50,434.75;165,913.50;19,666.00;864.25;-;0.00;45,022.50;36,229.25;3,286.25;6,752.00
Feb 15, 2024;Feb 16, 2024;49,372.75;23,574.75;92,544.75;127,505.00;35,563.25;838.75;-;0.00;43,280.75;50,131.00;4,329.75;8,482.00
Feb 16, 2024;Feb 17, 2024;49,030.50;23,424.25;98,495.50;216,217.25;36,594.50;837.75;-;0.00;22,774.50;35,193.25;3,404.50;7,178.00
Feb 17, 2024;Feb 18, 2024;48,671.75;24,051.00;32,830.75;114,791.75;31,400.00;855.75;-;0.00;15,172.50;47,579.50;4,442.00;5,535.00
Feb 18, 2024;Feb 19, 2024;48,443.00;25,677.50;105,937.50;185,146.75;37,647.25;873.00;-;0.00;14,247.50;36,366.25;2,473.50;5,585.00
Feb 19, 2024;Feb 20, 2024;49,815.75;24,467.50;92,151.50;237,686.75;21,144.00;873.50;-;0.00;36,334.75;35,362.75;3,521.00;4,515.00
Feb 20, 2024;Feb 21, 2024;49,510.00;26,536.50;87,437.50;207,863.25;33,784.25;888.50;-;0.00;27,999.25;37,560.75;4,994.50;7,230.00
Feb 21, 2024;Feb 22, 2024;49,330.25;26,676.75;86,208.50;256,383.00;46,173.00;872.75;-;0.00;19,603.00;35,301.50;4,600.25;7,363.50
Feb 22, 2024;Feb 23, 2024;49,182.50;25,763.75;83,598.25;270,296.25;16,687.50;854.50;-;0.00;14,470.00;36,374.25;6,072.00;7,758.00
Feb 23, 2024;Feb 24, 2024;49,127.50;25,328.75;73,030.50;322,632.25;23,297.25;889.75;-;0.00;15,778.75;48,589.75;6,902.50;7,804.00
Feb 24, 2024;Feb 25, 2024;49,270.75;26,518.50;58,078.75;142,256.50;51,656.00;905.50;-;0.00;12,277.25;35,354.50;2,848.25;8,009.00
Feb 25, 2024;Feb 26, 2024;49,207.25;25,766.50;18,440.50;120,092.50;56,552.25;899.75;-;0.00;11,022.25;43,900.00;4,379.00;7,833.00
Feb 26, 2024;Feb 27, 2024;49,443.25;25,057.50;62,019.50;105,341.75;39,438.00;884.75;-;0.00;19,485.50;52,650.75;3,629.00;7,624.00
Feb 27, 2024;Feb 28, 2024;50,196.25;24,696.75;14,312.25;43,996.00;30,001.25;897.75;-;0.00;33,704.25;75,105.00;6,221.50;6,854.00
Feb 28, 2024;Feb 29, 2024;49,880.00;24,429.50;66,461.75;54,019.50;30,727.25;886.50;-;0.00;38,609.25;81,106.25;4,593.25;6,888.00
Feb 29, 2024;Mar 1, 2024;49,880.25;24,315.50;113,533.50;198,361.25;44,213.50;887.25;-;0.00;21,389.25;38,521.50;4,393.25;7,468.00
Mar 1, 2024;Mar 2, 2024;50,150.75;24,614.75;98,211.25;128,068.75;29,084.50;881.50;-;0.00;22,145.00;41,743.75;5,548.50;7,580.00
Mar 2, 2024;Mar 3, 2024;49,179.25;24,648.00;88,391.50;136,430.25;64,547.50;872.50;-;0.00;10,882.75;40,498.25;3,930.00;7,176.00
Mar 3, 2024;Mar 4, 2024;48,496.50;23,270.25;90,072.75;127,052.75;72,834.25;857.75;-;0.00;16,998.00;30,191.75;3,318.75;7,071.00
Mar 4, 2024;Mar 5, 2024;48,976.25;23,726.00;26,882.50;72,691.25;37,525.00;874.00;-;0.00;27,614.75;67,845.50;6,941.50;6,410.00
Mar 5, 2024;Mar 6, 2024;48,523.00;23,852.50;96,969.50;133,079.25;23,909.00;876.50;-;0.00;39,601.25;69,132.75;2,624.25;6,233.25
Mar 6, 2024;Mar 7, 2024;48,875.50;25,000.50;56,258.25;50,499.50;35,722.50;892.75;-;0.00;62,711.50;82,447.75;5,509.25;6,712.75
Mar 7, 2024;Mar 8, 2024;49,430.75;25,412.75;53,010.00;108,574.25;36,577.50;870.50;-;0.00;38,665.50;47,940.50;4,773.25;6,640.00
Mar 8, 2024;Mar 9, 2024;49,575.25;25,708.50;111,272.50;224,585.75;95,756.50;864.00;-;0.00;14,727.75;36,749.75;6,497.00;6,085.00
Mar 9, 2024;Mar 10, 2024;49,264.25;24,555.75;132,519.75;240,304.75;94,393.50;856.25;-;0.00;14,830.25;27,813.25;5,332.75;6,545.00
Mar 10, 2024;Mar 11, 2024;48,680.50;22,663.75;122,646.00;279,725.25;48,383.75;820.00;-;0.00;13,516.75;25,080.75;2,649.00;6,559.00
Mar 11, 2024;Mar 12, 2024;49,433.00;23,137.50;101,492.50;162,772.50;59,965.00;870.75;-;0.00;27,488.75;49,542.00;4,956.75;6,275.00
Mar 12, 2024;Mar 13, 2024;49,283.75;23,478.25;18,353.00;48,052.75;28,794.75;868.25;-;0.00;37,762.00;78,031.75;4,299.50;7,278.00
Mar 13, 2024;Mar 14, 2024;49,762.50;23,031.50;93,332.00;93,546.25;32,492.75;868.75;-;0.00;29,311.75;50,365.00;4,652.00;7,273.00
Mar 14, 2024;Mar 15, 2024;48,593.50;22,029.75;110,958.75;154,799.25;64,280.25;852.25;-;0.00;26,349.50;42,445.75;5,948.00;7,273.00
Mar 15, 2024;Mar 16, 2024;47,818.75;21,639.75;134,338.25;222,515.50;55,906.25;835.75;-;0.00;11,987.50;28,895.50;6,609.50;7,348.00
Mar 16, 2024;Mar 17, 2024;47,184.25;20,646.75;70,426.75;257,457.00;45,811.25;852.00;-;0.00;10,606.25;21,483.25;4,935.00;7,655.00
Mar 17, 2024;Mar 18, 2024;48,360.00;22,481.50;65,442.00;54,740.00;81,152.25;864.25;-;0.00;10,657.75;26,432.75;4,458.00;7,648.00
Mar 18, 2024;Mar 19, 2024;49,354.75;21,383.50;68,001.50;111,529.00;46,210.50;859.50;-;0.00;25,139.25;57,933.75;6,630.50;7,144.00
Mar 19, 2024;Mar 20, 2024;49,180.50;24,435.50;63,490.75;54,792.50;68,130.75;861.50;-;0.00;29,947.50;61,383.25;3,914.00;7,539.00
Mar 20, 2024;Mar 21, 2024;49,178.50;24,258.50;13,436.00;12,614.25;83,139.50;858.75;-;0.00;42,204.00;70,929.00;5,379.75;7,729.00
Mar 21, 2024;Mar 22, 2024;48,957.25;22,612.00;74,633.25;121,715.75;50,847.50;860.00;-;0.00;28,849.50;49,531.75;4,144.75;7,635.00
Mar 22, 2024;Mar 23, 2024;49,341.50;24,425.00;84,441.25;183,841.75;57,338.50;837.00;-;0.00;10,398.00;45,607.00;5,833.00;7,625.00
Mar 23, 2024;Mar 24, 2024;48,483.75;22,439.25;108,873.50;222,222.50;52,307.75;867.75;-;0.00;6,853.25;28,782.00;5,466.25;7,547.00
Mar 24, 2024;Mar 25, 2024;47,557.50;21,589.25;115,730.00;287,477.50;43,589.00;899.25;-;0.00;6,550.00;24,161.00;2,264.00;7,333.00
Mar 25, 2024;Mar 26, 2024;50,109.25;22,798.00;24,728.25;100,370.25;83,447.00;878.75;-;0.00;29,548.50;61,083.00;6,482.25;8,002.00
Mar 26, 2024;Mar 27, 2024;49,752.25;22,222.25;57,290.25;172,370.00;82,196.25;874.00;-;0.00;26,198.00;41,793.25;4,986.50;7,293.00
Mar 27, 2024;Mar 28, 2024;49,134.75;21,889.25;40,556.75;77,319.50;71,968.50;833.25;-;0.00;34,788.25;55,935.50;5,603.00;7,674.00
Mar 28, 2024;Mar 29, 2024;48,573.50;22,869.75;49,226.75;179,981.75;50,405.50;881.00;-;0.00;20,078.75;24,108.50;4,443.50;7,908.00
Mar 29, 2024;Mar 30, 2024;47,924.00;22,573.75;97,216.00;191,691.50;59,054.25;804.50;-;0.00;13,217.50;18,311.50;5,914.00;8,280.25
Mar 30, 2024;Mar 31, 2024;47,958.50;21,465.00;29,548.25;96,885.50;65,629.25;747.50;-;0.00;15,575.00;29,453.25;3,462.50;8,546.00
Mar 31, 2024;Apr 1, 2024;45,796.00;21,076.75;20,411.75;36,010.00;69,683.25;733.75;-;0.00;11,766.00;19,785.75;2,392.25;8,077.75
Apr 1, 2024;Apr 2, 2024;47,740.50;21,974.75;36,224.50;128,219.00;26,810.00;803.50;-;0.00;9,786.00;15,133.50;4,317.00;8,422.00
Apr 2, 2024;Apr 3, 2024;47,939.00;23,453.50;55,557.50;294,821.75;63,873.00;814.75;-;0.00;9,768.00;21,154.25;5,903.25;7,963.00
Apr 3, 2024;Apr 4, 2024;49,365.25;22,059.50;60,583.25;102,000.25;44,206.50;806.75;-;0.00;9,802.00;68,624.75;4,221.50;7,838.00
Apr 4, 2024;Apr 5, 2024;48,716.75;22,545.00;101,025.75;241,270.25;46,309.50;714.50;-;0.00;3,975.75;29,421.50;4,734.50;7,792.00
Apr 5, 2024;Apr 6, 2024;48,848.50;23,096.00;79,119.50;252,683.75;73,711.00;756.00;-;0.00;11,468.00;22,850.00;5,566.00;5,754.25
Apr 6, 2024;Apr 7, 2024;47,824.50;22,628.00;91,241.75;164,096.50;106,002.75;732.25;-;0.00;9,930.50;14,359.50;5,622.00;5,722.00
Apr 7, 2024;Apr 8, 2024;46,771.50;23,156.25;96,990.75;157,702.50;91,675.00;740.25;-;0.00;9,936.50;22,804.75;4,042.50;5,439.00
Apr 8, 2024;Apr 9, 2024;47,969.25;25,029.50;43,347.00;47,453.50;92,940.00;713.75;-;0.00;13,063.50;48,463.50;7,084.25;5,480.00
Apr 9, 2024;Apr 10, 2024;47,075.00;25,255.50;93,707.75;200,793.00;51,390.75;782.75;-;0.00;14,845.50;24,262.75;3,571.00;5,240.75
Apr 10, 2024;Apr 11, 2024;47,466.00;25,133.25;71,834.25;161,842.00;75,277.25;870.50;-;0.00;20,246.25;46,959.25;5,490.25;4,195.00
Apr 11, 2024;Apr 12, 2024;48,009.50;24,470.75;77,325.75;179,344.50;88,952.75;854.00;-;0.00;16,625.00;42,857.25;5,412.25;4,644.00
Apr 12, 2024;Apr 13, 2024;48,372.50;24,771.50;92,639.25;158,161.25;99,529.75;825.50;-;0.00;9,061.00;36,444.00;6,081.75;4,678.00
Apr 13, 2024;Apr 14, 2024;46,863.50;23,394.00;68,663.25;163,500.75;104,645.75;779.75;-;0.00;8,866.00;14,945.75;5,240.25;4,643.00
Apr 14, 2024;Apr 15, 2024;46,185.75;23,198.75;49,497.50;198,703.50;102,182.50;729.50;-;0.00;10,050.75;20,947.25;4,643.75;4,587.00
Apr 15, 2024;Apr 16, 2024;46,999.00;25,750.75;59,202.50;173,676.75;57,994.75;791.25;-;0.00;11,556.50;39,060.50;5,856.50;4,718.00
Apr 16, 2024;Apr 17, 2024;46,785.25;27,198.00;54,576.50;168,679.75;64,952.50;835.25;-;0.00;10,844.25;31,047.25;5,084.50;4,835.00
Apr 17, 2024;Apr 18, 2024;48,022.00;28,903.75;20,132.25;47,965.00;72,899.75;892.75;-;0.00;15,255.00;56,378.25;4,659.25;4,944.00
Apr 18, 2024;Apr 19, 2024;48,178.50;28,422.50;43,432.00;82,447.50;79,881.75;907.75;-;0.00;13,572.50;55,433.00;4,673.25;4,762.00
Apr 19, 2024;Apr 20, 2024;47,790.00;26,108.75;113,325.50;299,316.75;44,691.50;875.00;-;0.00;11,356.00;26,938.75;5,707.50;4,674.00
Apr 20, 2024;Apr 21, 2024;48,339.75;26,711.50;70,871.00;102,952.25;75,093.25;844.25;-;0.00;7,629.75;24,534.25;6,873.75;4,113.00
Apr 21, 2024;Apr 22, 2024;48,066.00;25,742.00;51,129.75;83,763.00;65,362.50;840.25;-;0.00;13,464.25;25,137.00;3,748.00;4,942.00
Apr 22, 2024;Apr 23, 2024;48,339.00;25,812.25;34,638.75;48,866.50;97,319.75;850.25;-;0.00;14,009.25;60,260.25;6,566.00;4,787.50
Apr 23, 2024;Apr 24, 2024;48,176.75;26,001.25;59,309.25;74,310.00;76,006.25;864.50;-;0.00;15,436.75;64,605.00;4,299.00;4,853.00
Apr 24, 2024;Apr 25, 2024;48,739.25;25,978.50;75,516.25;85,447.00;75,212.00;870.25;-;0.00;16,660.25;80,506.00;5,711.75;4,783.00
Apr 25, 2024;Apr 26, 2024;49,045.75;25,704.25;16,883.75;60,253.50;82,611.25;832.25;-;0.00;17,971.25;77,770.75;5,238.50;4,866.00
Apr 26, 2024;Apr 27, 2024;48,930.25;25,173.00;11,688.50;81,105.00;92,071.50;799.00;-;0.00;23,856.00;41,655.00;6,608.50;4,994.00
Apr 27, 2024;Apr 28, 2024;47,627.00;24,973.50;18,606.25;70,563.25;123,586.25;776.00;-;0.00;9,399.25;28,071.00;5,355.50;4,906.00
Apr 28, 2024;Apr 29, 2024;45,956.00;23,329.25;79,204.00;176,122.00;97,327.25;702.75;-;0.00;4,011.00;14,697.25;2,797.25;4,988.00
Apr 29, 2024;Apr 30, 2024;47,443.75;24,923.50;50,069.50;58,914.00;124,831.75;700.50;-;0.00;11,066.00;40,579.00;7,298.75;5,272.00
Apr 30, 2024;May 1, 2024;47,227.50;25,826.25;55,086.00;92,578.00;125,077.75;679.50;-;0.00;14,798.25;26,133.75;6,670.50;4,580.00
May 1, 2024;May 2, 2024;45,223.25;25,677.25;60,339.00;152,027.25;123,853.50;711.00;-;0.00;4,926.00;14,604.25;5,500.50;5,182.25
May 2, 2024;May 3, 2024;45,722.75;25,474.50;99,107.50;215,210.25;118,353.25;740.50;-;0.00;7,262.50;19,825.75;7,541.00;5,295.00
May 3, 2024;May 4, 2024;47,119.00;27,343.00;81,295.00;131,017.00;45,279.25;825.50;-;0.00;3,519.50;38,869.75;9,037.75;4,984.00
May 4, 2024;May 5, 2024;47,467.50;27,220.00;21,658.00;26,932.00;97,943.75;812.00;-;0.00;4,789.00;36,847.50;5,810.50;8,160.00
May 5, 2024;May 6, 2024;46,526.00;24,942.25;46,259.00;160,726.50;78,896.75;761.25;-;0.00;3,755.50;29,839.00;3,384.25;7,471.00
May 6, 2024;May 7, 2024;47,597.50;27,510.75;2,837.25;43,395.75;92,813.00;745.00;-;0.00;5,984.00;59,334.75;6,967.25;7,872.00
May 7, 2024;May 8, 2024;47,365.00;29,738.50;1,600.25;48,699.00;65,555.75;782.50;-;0.00;3,053.25;53,567.50;5,903.50;7,985.00
May 8, 2024;May 9, 2024;47,427.25;30,382.25;2,562.75;26,506.25;77,507.50;820.00;-;0.00;2,766.25;58,431.00;4,073.50;7,676.00
May 9, 2024;May 10, 2024;46,920.75;30,379.75;5,627.25;12,219.50;125,720.75;812.25;-;0.00;2,554.75;32,920.50;4,278.25;8,020.00
May 10, 2024;May 11, 2024;47,223.00;30,247.75;2,639.50;18,222.75;128,490.00;806.00;-;0.00;2,903.00;40,463.00;4,263.50;8,334.00
May 11, 2024;May 12, 2024;46,894.00;29,315.25;9,789.00;32,043.25;133,900.50;791.25;-;0.00;1,743.00;27,564.00;5,323.25;8,373.00
May 12, 2024;May 13, 2024;45,110.50;26,479.25;55,579.75;106,451.25;133,329.00;777.25;-;0.00;1,540.00;16,980.75;3,371.25;8,543.00
May 13, 2024;May 14, 2024;45,956.25;27,583.75;88,205.50;168,388.75;139,630.75;753.00;-;0.00;2,176.50;29,283.00;6,791.00;8,566.00
May 14, 2024;May 15, 2024;44,436.75;25,927.25;88,575.25;203,602.75;138,934.50;733.00;-;0.00;6,873.50;18,222.25;4,204.75;8,348.00
May 15, 2024;May 16, 2024;44,251.50;25,715.50;53,207.50;210,040.75;130,152.50;733.50;-;0.00;4,651.75;18,804.25;5,587.25;8,546.75
May 16, 2024;May 17, 2024;44,549.25;26,131.25;41,873.00;186,824.75;104,242.00;695.50;-;0.00;11,388.75;30,193.00;6,644.75;7,767.50
May 17, 2024;May 18, 2024;45,659.25;29,384.50;38,443.50;169,710.25;73,632.75;699.75;-;0.00;7,418.00;29,184.75;6,951.25;8,398.00
May 18, 2024;May 19, 2024;45,646.00;31,304.50;29,498.25;68,336.75;98,190.50;658.75;-;0.00;10,619.75;21,934.25;5,735.00;7,975.00
May 19, 2024;May 20, 2024;45,114.25;31,293.00;41,006.75;39,426.75;103,183.50;626.25;-;0.00;10,430.25;22,644.75;6,050.75;7,911.00
May 20, 2024;May 21, 2024;45,094.25;31,523.50;34,967.00;39,985.75;127,598.75;592.50;-;0.00;8,906.00;22,569.75;5,552.75;7,947.00
May 21, 2024;May 22, 2024;45,007.25;31,936.00;59,033.25;170,700.50;83,054.25;627.00;-;0.00;4,390.75;24,899.75;6,484.25;1,569.00
May 22, 2024;May 23, 2024;44,540.00;31,784.50;47,061.25;115,578.50;70,984.75;637.25;-;0.00;2,779.00;43,591.00;5,013.75;8,308.00
May 23, 2024;May 24, 2024;44,427.50;32,706.50;16,525.50;49,687.75;121,167.25;587.50;-;0.00;3,418.75;45,503.25;7,591.75;8,520.50
May 24, 2024;May 25, 2024;45,188.50;35,986.00;15,622.75;38,829.00;95,417.00;573.75;-;0.00;4,528.50;53,076.75;5,835.25;9,656.00
May 25, 2024;May 26, 2024;44,688.50;33,150.25;35,614.75;30,613.75;101,136.50;627.75;-;0.00;8,687.00;37,612.75;5,744.25;8,569.25
May 26, 2024;May 27, 2024;44,268.75;30,166.25;14,697.25;36,019.50;122,585.50;612.50;-;0.00;7,679.25;26,230.25;4,648.00;9,401.25
May 27, 2024;May 28, 2024;44,577.25;32,204.00;35,357.00;39,752.25;107,055.00;626.50;-;0.00;7,184.00;45,951.50;7,868.50;8,961.00
May 28, 2024;May 29, 2024;44,365.25;33,629.50;17,437.75;62,073.75;96,143.75;749.75;-;0.00;7,522.00;40,205.25;4,308.50;8,356.00
May 29, 2024;May 30, 2024;44,326.25;32,648.50;79,663.50;132,558.00;84,313.75;705.50;-;0.00;2,117.00;34,531.75;6,607.00;8,062.00
May 30, 2024;May 31, 2024;44,457.00;35,711.75;20,649.25;20,945.50;90,816.50;713.00;-;0.00;4,567.00;40,028.75;4,951.25;7,883.00
May 31, 2024;Jun 1, 2024;44,749.75;34,661.25;55,765.00;54,301.50;55,233.25;765.00;-;0.00;2,182.25;36,741.50;5,046.75;7,877.00
Jun 1, 2024;Jun 2, 2024;43,834.50;27,144.00;82,799.25;95,540.25;64,173.75;730.75;-;0.00;1,814.25;25,218.50;5,320.75;8,131.00
Jun 2, 2024;Jun 3, 2024;43,004.00;24,901.25;103,199.75;146,920.75;67,323.50;735.75;-;0.00;1,852.50;18,448.75;4,692.50;8,789.25
Jun 3, 2024;Jun 4, 2024;44,797.25;29,031.25;35,593.00;64,182.50;61,620.00;688.00;-;0.00;11,442.00;62,210.25;9,296.50;9,140.50
Jun 4, 2024;Jun 5, 2024;44,190.00;22,129.25;46,799.75;40,374.00;108,903.25;568.75;-;0.00;8,927.00;49,483.50;6,161.00;7,524.00
Jun 5, 2024;Jun 6, 2024;43,534.75;23,189.75;68,952.75;152,172.50;104,967.75;565.25;-;0.00;10,287.25;30,545.50;6,082.75;7,980.00
Jun 6, 2024;Jun 7, 2024;44,224.75;26,770.00;59,586.25;68,778.00;125,939.50;548.00;-;0.00;8,873.75;44,452.25;6,188.75;8,458.00
Jun 7, 2024;Jun 8, 2024;44,356.25;28,852.75;55,110.00;49,944.50;126,981.75;567.00;-;0.00;6,955.25;43,879.25;7,172.75;8,447.00
Jun 8, 2024;Jun 9, 2024;43,874.00;25,431.75;72,988.00;120,449.50;117,956.75;558.25;-;0.00;1,871.75;17,699.00;6,198.00;8,752.00
Jun 9, 2024;Jun 10, 2024;43,603.00;24,133.00;58,601.25;142,967.25;106,996.50;567.00;-;0.00;1,959.25;20,069.25;5,348.25;8,178.00
Jun 10, 2024;Jun 11, 2024;44,426.75;25,247.50;46,342.75;93,732.50;99,469.25;580.50;-;0.00;15,406.00;37,900.25;5,327.50;8,597.00
