Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jun 15, 2024;Jun 16, 2024;17,721.00;3,913.75;119,349.75;65,570.75;1,457.00;-;34,221.00;3,452.00;27,955.25;8,176.00;15,541.00
Jun 16, 2024;Jun 17, 2024;17,789.25;3,822.00;82,012.00;55,518.00;1,471.50;-;43,116.25;5,873.75;27,431.75;6,184.00;18,127.50
Jun 17, 2024;Jun 18, 2024;18,636.50;3,967.75;30,339.50;58,104.50;1,345.50;-;88,408.50;18,765.00;56,001.50;4,866.00;16,132.00
Jun 18, 2024;Jun 19, 2024;18,553.75;4,017.00;15,072.50;51,232.75;1,362.00;-;123,155.50;30,883.50;94,886.50;4,356.00;16,770.25
Jun 19, 2024;Jun 20, 2024;18,314.75;4,069.50;18,155.75;55,868.00;1,353.00;-;112,265.00;28,294.25;70,166.00;5,476.25;18,064.50
Jun 20, 2024;Jun 21, 2024;18,412.00;3,850.50;33,864.25;51,602.50;1,440.25;-;123,325.25;26,037.50;78,450.00;6,005.25;19,308.00
Jun 21, 2024;Jun 22, 2024;18,055.75;4,104.00;44,177.00;32,623.75;1,476.50;-;122,010.00;32,428.50;103,036.50;4,199.75;17,852.00
Jun 22, 2024;Jun 23, 2024;18,102.50;4,158.00;49,326.75;62,483.25;1,426.50;-;38,245.00;1,758.25;28,867.25;6,427.75;18,339.25
Jun 23, 2024;Jun 24, 2024;17,813.00;4,169.75;7,064.25;70,691.25;1,460.75;-;45,946.75;5,302.50;33,641.75;4,398.75;19,149.00
Jun 24, 2024;Jun 25, 2024;18,054.25;4,113.50;16,870.25;86,041.00;1,427.25;-;73,598.75;19,541.75;67,043.75;6,630.00;21,088.50
Jun 25, 2024;Jun 26, 2024;17,656.50;4,036.50;35,153.25;93,894.00;1,387.25;-;92,425.25;12,971.00;63,872.25;5,972.00;18,511.00
Jun 26, 2024;Jun 27, 2024;17,403.75;3,429.25;15,168.50;83,759.25;1,361.25;-;103,986.50;18,576.25;70,256.75;7,699.00;17,349.50
Jun 27, 2024;Jun 28, 2024;17,281.00;3,473.25;17,927.25;75,477.50;1,294.75;-;106,500.50;26,363.75;80,663.50;6,993.50;15,629.00
Jun 28, 2024;Jun 29, 2024;17,727.75;4,028.25;42,059.50;81,743.25;1,436.50;-;76,318.00;7,059.75;52,413.00;5,213.75;16,106.25
Jun 29, 2024;Jun 30, 2024;17,724.25;4,082.25;15,701.75;81,513.75;1,397.25;-;53,712.25;741.75;49,235.75;7,544.00;18,158.50
Jun 30, 2024;Jul 1, 2024;17,249.75;4,191.00;44,742.50;33,186.00;1,349.25;-;52,225.00;4,022.75;34,004.50;556.25;18,444.50
Jul 1, 2024;Jul 2, 2024;17,749.00;4,275.75;39,337.00;53,419.00;1,328.00;-;111,325.50;14,857.50;68,974.50;6,012.50;19,421.00
Jul 2, 2024;Jul 3, 2024;17,878.00;4,175.50;42,915.50;31,073.75;1,356.75;-;122,511.50;15,945.00;45,695.75;815.25;17,167.25
Jul 3, 2024;Jul 4, 2024;18,138.00;4,193.25;22,435.75;37,628.25;1,355.25;-;128,626.50;13,392.25;70,063.75;7,580.25;17,935.00
Jul 4, 2024;Jul 5, 2024;17,363.50;3,716.25;101,213.75;61,474.00;1,326.25;-;34,364.00;5,004.25;37,718.75;6,148.50;17,568.25
Jul 5, 2024;Jul 6, 2024;17,820.75;3,638.75;72,629.75;53,311.50;1,315.75;-;42,462.50;1,238.00;39,078.00;6,667.50;16,310.25
Jul 6, 2024;Jul 7, 2024;17,358.25;4,140.50;112,228.50;58,038.50;1,354.50;-;36,721.25;1,521.75;29,081.75;6,399.00;15,239.00
Jul 7, 2024;Jul 8, 2024;17,654.75;4,180.50;40,638.25;69,382.75;1,319.25;-;46,378.50;4,093.00;30,661.75;9,667.50;17,632.75
Jul 8, 2024;Jul 9, 2024;17,874.25;4,188.00;8,707.00;78,491.25;1,323.75;-;88,198.00;15,346.75;69,613.75;7,508.75;17,183.75
Jul 9, 2024;Jul 10, 2024;17,171.75;3,981.75;39,409.00;88,451.00;1,274.75;-;89,057.50;11,558.50;65,551.25;4,371.50;17,226.75
Jul 10, 2024;Jul 11, 2024;17,635.25;3,874.25;29,298.75;58,530.00;1,267.50;-;99,290.00;20,960.00;63,816.25;6,227.00;15,132.25
Jul 11, 2024;Jul 12, 2024;17,674.00;4,030.00;14,728.75;72,699.25;1,436.50;-;100,854.75;24,655.00;85,033.25;7,408.00;15,162.75
Jul 12, 2024;Jul 13, 2024;17,940.50;4,205.50;78,290.75;38,657.75;1,481.50;-;81,704.50;15,976.00;71,513.00;3,995.50;14,419.25
Jul 13, 2024;Jul 14, 2024;17,912.50;4,215.00;52,526.25;51,542.00;1,506.50;-;38,038.00;1,535.25;31,847.25;5,430.00;17,258.75
Jul 14, 2024;Jul 15, 2024;17,327.75;4,165.50;21,672.50;77,329.25;1,407.75;-;38,182.25;1,290.50;33,113.00;4,117.25;17,600.75
Jul 15, 2024;Jul 16, 2024;17,301.50;3,960.75;16,315.75;84,465.25;1,358.50;-;55,424.75;4,626.50;69,357.50;10,874.00;18,710.00
Jul 16, 2024;Jul 17, 2024;17,300.00;3,876.00;101,836.00;62,094.50;1,363.25;-;64,998.25;4,494.50;52,561.00;2,052.25;16,588.75
Jul 17, 2024;Jul 18, 2024;17,550.25;3,859.50;32,829.75;56,480.75;1,361.25;-;70,931.25;6,726.75;57,391.75;7,665.25;15,740.75
Jul 18, 2024;Jul 19, 2024;17,602.00;3,816.75;9,599.25;81,536.25;1,328.00;-;98,222.00;26,416.25;92,705.25;7,324.00;15,335.25
Jul 19, 2024;Jul 20, 2024;17,286.00;3,664.00;14,533.75;75,357.50;1,433.00;-;102,446.75;15,749.00;75,307.00;7,566.25;14,874.25
Jul 20, 2024;Jul 21, 2024;16,441.75;3,467.25;10,348.00;82,992.75;1,361.00;-;57,392.75;2,116.50;34,513.00;6,787.75;17,578.00
Jul 21, 2024;Jul 22, 2024;16,217.50;3,381.25;26,738.50;58,101.75;1,229.75;-;48,753.25;3,293.00;38,794.75;5,060.25;18,580.25
Jul 22, 2024;Jul 23, 2024;16,810.25;3,529.25;27,932.50;67,914.75;1,281.25;-;59,034.25;5,724.00;60,113.25;8,528.75;20,181.00
Jul 23, 2024;Jul 24, 2024;16,907.00;3,534.25;65,065.75;50,409.50;1,407.75;-;66,618.25;14,631.75;61,133.75;4,470.75;18,311.75
Jul 24, 2024;Jul 25, 2024;17,124.75;3,804.25;18,999.25;64,068.50;1,231.00;-;71,875.25;20,137.25;62,710.25;6,237.50;15,739.00
Jul 25, 2024;Jul 26, 2024;17,231.25;3,782.25;5,164.25;72,126.00;1,238.75;-;69,296.25;23,805.00;67,079.50;5,988.50;15,689.00
Jul 26, 2024;Jul 27, 2024;17,195.25;3,699.75;26,861.50;48,294.50;1,233.50;-;76,869.00;17,931.50;71,113.00;5,093.50;15,331.50
Jul 27, 2024;Jul 28, 2024;16,916.50;3,698.50;11,762.50;38,955.50;1,251.00;-;75,022.50;14,275.75;82,586.00;4,257.75;18,057.50
Jul 28, 2024;Jul 29, 2024;16,457.25;3,723.75;25,718.25;75,826.75;1,199.50;-;59,715.00;3,196.25;31,901.25;4,832.50;19,746.75
Jul 29, 2024;Jul 30, 2024;16,330.25;3,728.25;22,020.25;91,654.00;1,149.00;-;72,653.25;10,196.25;52,793.50;7,645.25;19,607.50
Jul 30, 2024;Jul 31, 2024;16,020.25;3,446.00;12,037.75;85,006.50;1,131.00;-;95,474.75;39,831.25;70,980.00;5,832.75;18,272.50
Jul 31, 2024;Aug 1, 2024;16,035.00;3,230.75;8,265.50;56,378.00;1,159.25;-;98,849.00;46,503.75;77,787.75;3,795.75;20,492.00
Aug 1, 2024;Aug 2, 2024;16,135.00;3,682.50;15,938.00;37,391.50;1,222.50;-;109,284.25;53,623.00;77,174.00;2,009.00;18,937.00
Aug 2, 2024;Aug 3, 2024;16,184.50;3,983.50;9,179.00;67,417.00;1,228.75;-;108,095.25;46,350.25;64,512.25;5,213.25;18,300.50
Aug 3, 2024;Aug 4, 2024;16,208.00;4,000.50;22,877.25;60,457.50;1,275.75;-;61,169.75;14,531.75;37,092.75;7,502.25;15,585.50
Aug 4, 2024;Aug 5, 2024;16,296.50;3,989.25;24,780.25;49,222.50;1,260.00;-;54,558.25;4,431.25;26,533.25;2,498.75;13,337.00
Aug 5, 2024;Aug 6, 2024;16,755.25;4,031.25;3,608.25;72,544.50;1,244.50;-;99,609.00;16,682.00;60,787.50;7,880.00;12,740.25
Aug 6, 2024;Aug 7, 2024;16,302.00;3,783.75;6,803.00;82,204.75;1,238.00;-;100,956.50;21,247.00;76,885.75;6,679.50;14,019.75
Aug 7, 2024;Aug 8, 2024;16,478.25;3,748.00;18,139.25;47,997.75;1,205.00;-;111,673.25;21,553.00;79,062.50;6,842.25;13,392.00
Aug 8, 2024;Aug 9, 2024;17,247.75;3,755.75;16,060.25;61,859.50;1,210.75;-;102,725.50;26,614.75;61,855.75;5,312.25;13,513.25
Aug 9, 2024;Aug 10, 2024;16,858.25;3,608.25;89,385.25;51,791.00;1,221.75;-;48,983.75;16,386.50;54,003.00;5,890.50;16,752.00
Aug 10, 2024;Aug 11, 2024;16,989.75;3,449.00;25,136.25;80,806.25;1,184.25;-;45,265.75;5,179.00;28,229.00;6,232.75;19,082.50
Aug 11, 2024;Aug 12, 2024;17,004.25;3,329.50;12,287.25;83,592.75;1,176.25;-;53,011.50;1,109.00;31,086.75;4,986.75;19,423.25
Aug 12, 2024;Aug 13, 2024;16,956.00;3,232.50;35,961.75;79,003.00;1,126.75;-;81,145.00;18,406.75;53,903.25;8,110.00;19,269.25
Aug 13, 2024;Aug 14, 2024;16,413.25;3,206.50;27,315.75;69,566.50;1,035.75;-;100,483.75;31,118.75;58,779.00;3,872.25;18,671.25
Aug 14, 2024;Aug 15, 2024;17,327.50;3,262.00;17,143.00;47,028.50;1,099.75;-;112,584.50;33,877.50;81,474.50;8,921.75;15,441.25
Aug 15, 2024;Aug 16, 2024;17,408.50;3,294.75;20,168.25;70,128.25;1,216.50;-;98,159.00;40,715.25;63,777.75;2,848.25;14,290.00
Aug 16, 2024;Aug 17, 2024;17,766.25;3,285.25;34,584.75;58,637.75;1,286.00;-;105,008.75;31,043.75;66,822.50;8,780.75;17,132.75
Aug 17, 2024;Aug 18, 2024;17,430.75;3,221.25;14,357.00;46,487.00;1,331.50;-;100,329.50;29,088.00;62,137.25;4,332.00;18,015.50
Aug 18, 2024;Aug 19, 2024;16,844.75;3,612.25;17,631.25;37,364.75;1,312.25;-;100,883.75;27,440.00;27,389.75;2,415.75;17,963.00
Aug 19, 2024;Aug 20, 2024;16,753.25;3,783.00;8,569.25;58,916.75;1,285.00;-;113,018.25;28,040.50;54,032.25;6,110.75;16,784.25
Aug 20, 2024;Aug 21, 2024;16,631.25;3,613.25;33,995.75;57,151.50;1,281.75;-;102,900.75;29,010.25;53,145.25;7,225.75;17,598.75
Aug 21, 2024;Aug 22, 2024;16,909.00;3,347.75;67,058.00;61,327.75;1,307.25;-;54,783.00;20,158.25;36,297.25;4,739.50;14,265.25
Aug 22, 2024;Aug 23, 2024;17,372.00;3,247.50;64,472.00;73,117.50;1,431.00;-;44,843.50;19,374.00;36,786.75;7,190.00;15,037.25
Aug 23, 2024;Aug 24, 2024;17,015.75;3,147.75;118,187.00;57,867.75;1,456.25;-;35,609.00;27,693.50;29,025.50;6,451.25;17,495.25
Aug 24, 2024;Aug 25, 2024;16,854.75;3,034.75;79,510.50;72,850.50;1,313.75;-;36,277.00;11,717.50;23,129.50;8,306.00;15,086.75
Aug 25, 2024;Aug 26, 2024;17,110.25;3,087.50;64,963.75;60,831.25;1,238.25;-;36,755.25;16,809.00;31,599.50;3,511.00;15,147.50
Aug 26, 2024;Aug 27, 2024;17,783.50;3,046.00;18,143.25;62,096.75;1,201.00;-;65,314.25;33,789.75;72,192.25;7,666.75;17,832.50
Aug 27, 2024;Aug 28, 2024;17,169.50;2,900.50;19,881.00;73,543.25;1,179.75;-;80,382.00;39,357.75;85,572.50;6,172.25;15,402.50
Aug 28, 2024;Aug 29, 2024;17,044.25;2,819.50;27,400.00;76,529.50;1,182.00;-;86,133.25;36,644.25;76,933.75;7,340.75;15,584.25
Aug 29, 2024;Aug 30, 2024;16,961.75;2,760.25;35,650.00;68,439.00;1,168.00;-;90,531.50;37,706.75;102,616.50;8,525.00;15,550.00
Aug 30, 2024;Aug 31, 2024;16,748.00;2,728.50;27,941.25;43,759.25;1,208.00;-;93,852.00;37,363.75;111,456.25;6,467.25;15,888.75
Aug 31, 2024;Sep 1, 2024;16,791.50;2,692.75;64,801.00;69,398.00;1,264.25;-;46,987.75;22,338.00;39,241.25;5,623.75;17,665.25
Sep 1, 2024;Sep 2, 2024;16,293.00;2,652.25;55,097.75;70,852.75;1,260.75;-;39,155.75;16,652.25;42,354.00;1,365.25;16,908.25
Sep 2, 2024;Sep 3, 2024;16,327.75;2,661.25;20,998.50;53,715.00;1,200.50;-;87,202.50;37,787.25;97,518.00;7,008.00;16,755.25
Sep 3, 2024;Sep 4, 2024;16,820.75;2,643.00;3,900.50;55,371.25;1,206.75;-;93,848.00;53,889.75;129,217.25;6,602.50;14,244.00
Sep 4, 2024;Sep 5, 2024;17,402.00;2,710.50;7,117.50;29,136.75;1,244.25;-;85,856.50;60,424.00;145,009.75;5,766.25;12,873.00
Sep 5, 2024;Sep 6, 2024;17,491.50;2,758.00;64,565.75;57,459.50;1,303.25;-;59,713.50;33,443.00;89,037.50;5,853.75;13,546.50
Sep 6, 2024;Sep 7, 2024;17,586.50;2,737.50;42,074.00;32,306.00;1,038.25;-;71,780.75;41,359.00;87,834.00;6,518.50;12,368.50
Sep 7, 2024;Sep 8, 2024;17,441.50;2,677.50;19,947.00;65,588.75;973.00;-;68,913.75;25,209.50;50,481.50;6,117.75;11,980.25
Sep 8, 2024;Sep 9, 2024;17,068.75;2,714.25;33,568.25;40,380.50;942.75;-;66,568.75;25,003.50;33,624.00;3,636.25;12,914.25
Sep 9, 2024;Sep 10, 2024;17,668.75;3,019.25;56,710.25;29,315.00;894.75;-;98,282.00;34,191.75;86,594.50;7,124.25;12,229.75
Sep 10, 2024;Sep 11, 2024;17,215.50;3,183.50;121,154.50;33,164.00;955.25;-;60,611.75;23,740.50;39,955.50;5,527.25;11,301.00
Sep 11, 2024;Sep 12, 2024;17,673.00;3,242.50;103,907.00;37,193.00;982.75;-;65,053.50;24,972.75;46,069.75;3,423.75;12,350.50
Sep 12, 2024;Sep 13, 2024;18,037.75;3,379.50;33,932.75;46,058.25;988.25;-;72,015.00;35,595.25;103,272.00;7,064.50;12,471.25
Sep 13, 2024;Sep 14, 2024;17,797.25;3,356.50;45,461.75;42,038.75;1,015.00;-;53,010.50;28,191.00;53,357.00;7,667.25;13,320.00
Sep 14, 2024;Sep 15, 2024;17,953.25;3,371.25;44,493.25;44,064.00;1,053.75;-;31,550.75;21,982.25;30,620.75;5,334.00;14,519.50
Sep 15, 2024;Sep 16, 2024;18,003.50;3,346.00;15,469.00;54,802.25;1,039.50;-;43,252.75;17,715.25;30,258.50;3,300.50;14,737.75
Sep 16, 2024;Sep 17, 2024;18,308.75;3,252.25;33,836.75;26,188.00;1,014.50;-;103,266.75;32,298.50;83,322.75;7,376.50;14,707.50
Sep 17, 2024;Sep 18, 2024;18,091.75;3,226.25;79,284.50;36,318.25;995.00;-;103,589.25;33,955.75;49,881.00;6,315.25;14,264.25
Sep 18, 2024;Sep 19, 2024;17,887.75;3,186.50;105,310.25;55,872.50;1,011.50;-;98,711.50;31,968.25;43,189.00;2,360.00;16,297.00
Sep 19, 2024;Sep 20, 2024;17,778.00;3,135.75;103,606.25;55,458.00;1,046.50;-;95,661.25;29,072.75;35,217.00;6,173.75;16,782.00
Sep 20, 2024;Sep 21, 2024;18,137.25;3,067.75;76,743.50;63,500.00;1,077.50;-;79,932.25;19,611.50;31,979.00;6,243.00;17,201.25
Sep 21, 2024;Sep 22, 2024;18,422.25;2,969.25;20,900.75;64,426.75;1,037.50;-;79,663.25;11,360.50;29,709.50;5,980.25;16,932.00
Sep 22, 2024;Sep 23, 2024;18,096.25;2,870.50;4,239.25;53,476.00;1,007.00;-;87,740.75;21,037.25;37,701.25;3,459.25;16,883.25
Sep 23, 2024;Sep 24, 2024;18,402.00;2,877.50;25,500.75;29,813.00;1,002.25;-;118,972.00;39,412.50;68,950.00;7,793.50;15,321.50
Sep 24, 2024;Sep 25, 2024;18,222.25;3,093.75;78,687.50;30,088.50;1,020.75;-;105,487.25;37,715.75;49,566.25;3,519.50;14,451.75
Sep 25, 2024;Sep 26, 2024;18,421.50;3,126.00;92,916.75;22,390.00;1,061.00;-;102,180.75;24,082.00;38,125.75;6,337.50;13,275.00
Sep 26, 2024;Sep 27, 2024;18,387.00;3,235.00;158,241.25;15,028.25;1,144.50;-;56,042.00;9,114.25;15,678.75;5,079.00;15,058.00
Sep 27, 2024;Sep 28, 2024;17,683.00;3,422.50;192,528.50;33,095.00;1,453.00;-;37,064.75;8,849.00;17,515.75;4,668.00;13,434.50
Sep 28, 2024;Sep 29, 2024;17,928.50;3,474.75;62,321.25;40,756.00;1,485.75;-;41,268.00;9,090.25;16,768.50;9,257.25;15,341.75
Sep 29, 2024;Sep 30, 2024;18,325.50;3,491.75;39,326.25;47,767.50;1,454.50;-;44,513.25;10,844.50;11,906.75;8,898.00;15,712.75
Sep 30, 2024;Oct 1, 2024;18,142.75;3,455.00;115,778.50;21,090.00;1,415.00;-;54,059.00;24,769.25;52,995.00;10,570.75;16,404.25
Oct 1, 2024;Oct 2, 2024;18,984.50;2,987.75;87,211.50;19,391.75;1,406.50;-;85,897.00;34,630.75;35,953.00;5,663.00;15,474.50
Oct 2, 2024;Oct 3, 2024;18,939.75;3,032.00;22,901.00;22,726.75;1,447.50;-;117,437.25;47,152.75;48,673.50;4,534.50;15,905.50
Oct 3, 2024;Oct 4, 2024;18,808.75;3,020.25;57,890.50;26,357.25;1,444.50;-;116,929.50;9,679.50;15,618.75;5,031.75;14,796.50
Oct 4, 2024;Oct 5, 2024;18,909.25;2,997.00;31,433.50;29,542.00;1,384.25;-;129,343.75;26,530.75;28,500.50;5,867.00;16,094.25
Oct 5, 2024;Oct 6, 2024;18,506.75;2,977.00;18,746.75;45,037.25;1,390.00;-;122,488.75;24,516.75;16,858.50;4,322.75;16,526.50
Oct 6, 2024;Oct 7, 2024;18,119.00;2,927.00;72,319.50;41,758.50;1,386.00;-;87,690.50;9,924.50;19,379.25;5,080.25;15,816.25
Oct 7, 2024;Oct 8, 2024;18,658.25;2,862.25;61,330.50;30,229.50;1,378.75;-;118,990.00;24,525.75;41,158.25;7,461.50;14,009.00
Oct 8, 2024;Oct 9, 2024;18,468.50;2,888.75;89,037.25;20,278.50;1,396.00;-;127,365.75;25,425.50;27,543.00;5,150.75;14,716.75
Oct 9, 2024;Oct 10, 2024;18,295.50;3,007.75;108,249.75;17,953.25;1,393.00;-;114,207.50;11,493.00;31,082.75;8,622.50;14,273.75
Oct 10, 2024;Oct 11, 2024;18,404.00;2,971.75;110,794.75;20,016.25;1,497.50;-;65,946.00;22,262.75;45,957.00;5,740.50;14,196.75
Oct 11, 2024;Oct 12, 2024;19,352.00;3,004.50;19,127.75;35,225.75;1,449.00;-;109,441.75;28,889.25;45,643.25;10,386.25;14,170.25
Oct 12, 2024;Oct 13, 2024;18,857.75;3,054.25;62,842.50;23,971.75;1,322.50;-;51,148.00;3,306.25;21,123.50;5,432.25;13,911.00
Oct 13, 2024;Oct 14, 2024;17,900.00;3,064.00;132,570.50;27,421.25;1,360.00;-;37,919.50;9,706.25;24,313.50;1,259.75;15,683.50
Oct 14, 2024;Oct 15, 2024;19,437.25;3,076.00;15,881.25;15,245.25;1,170.50;-;93,699.75;30,875.50;91,373.75;8,204.50;17,439.00
Oct 15, 2024;Oct 16, 2024;19,194.00;3,077.25;64,084.25;25,659.25;1,077.50;-;117,209.75;27,172.50;59,699.50;6,658.25;17,597.50
Oct 16, 2024;Oct 17, 2024;18,736.25;3,039.25;104,451.75;23,865.50;1,011.00;-;50,696.50;29,859.25;74,404.50;6,062.00;16,392.25
Oct 17, 2024;Oct 18, 2024;19,122.75;2,954.75;62,100.25;22,770.25;1,108.50;-;89,180.50;19,276.00;64,914.50;4,356.00;14,465.75
Oct 18, 2024;Oct 19, 2024;19,295.00;2,910.25;12,266.50;19,535.25;1,292.75;-;132,171.75;30,644.50;61,194.75;7,458.50;15,549.00
Oct 19, 2024;Oct 20, 2024;19,162.50;2,880.25;40,977.25;15,482.25;1,449.25;-;88,927.00;1,988.50;38,907.50;4,554.00;16,095.00
Oct 20, 2024;Oct 21, 2024;18,742.50;2,789.25;87,544.50;20,087.25;1,454.50;-;46,317.25;291.00;27,574.75;4,108.75;17,270.75
Oct 21, 2024;Oct 22, 2024;19,256.00;2,731.50;61,572.25;24,754.75;1,501.75;-;93,710.00;21,477.75;71,479.50;5,734.75;16,511.75
Oct 22, 2024;Oct 23, 2024;19,344.25;2,700.00;49,722.75;28,787.00;1,536.50;-;111,507.00;26,439.75;65,786.50;3,573.00;17,049.75
Oct 23, 2024;Oct 24, 2024;19,347.50;2,723.75;18,389.25;29,774.75;1,476.25;-;124,990.50;39,270.75;80,584.75;8,268.00;16,202.00
Oct 24, 2024;Oct 25, 2024;19,157.25;2,689.50;51,976.25;18,793.25;1,421.00;-;136,286.25;38,803.50;56,820.50;3,656.25;17,271.75
Oct 25, 2024;Oct 26, 2024;19,158.00;2,634.50;41,241.50;30,630.50;1,406.75;-;126,090.75;34,071.25;80,968.50;5,483.25;16,872.75
Oct 26, 2024;Oct 27, 2024;18,756.50;2,573.75;24,097.50;27,935.50;1,475.00;-;126,500.00;31,005.50;41,924.50;3,221.50;17,323.50
Oct 27, 2024;Oct 28, 2024;19,424.50;2,623.75;20,739.00;19,192.50;1,455.00;-;120,657.00;22,379.00;28,706.75;4,360.50;18,179.00
Oct 28, 2024;Oct 29, 2024;18,814.00;2,443.75;51,722.25;20,490.00;1,349.25;-;135,557.50;33,181.00;76,051.25;1,921.25;17,385.25
Oct 29, 2024;Oct 30, 2024;18,530.00;2,419.25;28,311.50;17,463.50;1,400.00;-;143,570.50;23,038.25;99,885.50;5,853.00;16,654.25
Oct 30, 2024;Oct 31, 2024;18,511.75;2,394.50;3,842.00;13,406.75;1,379.00;-;144,828.25;35,086.00;105,124.00;4,109.25;12,996.25
Oct 31, 2024;Nov 1, 2024;18,674.00;2,358.75;6,870.75;11,352.25;1,484.50;-;139,708.50;48,142.75;81,084.25;6,427.00;13,357.50
Nov 1, 2024;Nov 2, 2024;18,534.25;2,146.00;23,367.25;10,172.00;1,478.75;-;104,039.75;27,981.25;52,041.50;5,209.50;13,623.50
Nov 2, 2024;Nov 3, 2024;18,705.75;2,112.25;25,389.00;9,894.75;1,496.50;-;126,572.25;30,105.25;44,323.50;5,321.25;6,678.25
Nov 3, 2024;Nov 4, 2024;18,015.50;2,093.25;15,623.25;27,454.00;1,382.00;-;121,065.00;27,582.00;39,082.25;1,371.50;7,443.00
Nov 4, 2024;Nov 5, 2024;18,911.00;2,061.75;48,519.25;25,796.25;1,396.75;-;123,168.50;35,739.00;115,752.00;5,971.25;8,276.25
Nov 5, 2024;Nov 6, 2024;19,302.00;2,043.00;27,663.50;20,052.00;1,497.75;-;114,473.75;33,594.00;133,057.25;6,207.25;8,298.75
Nov 6, 2024;Nov 7, 2024;19,849.00;2,026.75;2,575.00;9,194.00;1,497.75;-;116,840.00;41,102.00;161,302.00;8,828.75;10,451.50
Nov 7, 2024;Nov 8, 2024;19,644.00;2,011.75;15,126.50;5,010.75;1,468.00;-;143,652.50;39,520.00;159,686.50;8,450.75;14,530.00
Nov 8, 2024;Nov 9, 2024;19,622.75;1,999.00;30,420.00;4,273.25;1,583.75;-;143,652.75;35,889.00;147,859.75;3,064.50;14,688.00
Nov 9, 2024;Nov 10, 2024;19,413.25;1,958.75;10,490.25;8,008.00;1,589.00;-;142,675.00;35,473.75;119,020.50;3,862.50;15,605.00
Nov 10, 2024;Nov 11, 2024;19,026.00;1,950.00;2,555.75;7,844.25;1,533.25;-;128,130.00;21,769.25;99,471.00;2,361.00;15,445.25
Nov 11, 2024;Nov 12, 2024;18,984.50;1,950.75;50,624.75;8,718.25;1,502.00;-;127,686.50;46,912.75;134,489.75;2,783.25;16,957.50
Nov 12, 2024;Nov 13, 2024;19,449.25;1,980.25;53,967.25;6,808.75;1,546.00;-;135,593.50;38,049.50;151,572.50;3,998.25;17,326.75
Nov 13, 2024;Nov 14, 2024;19,710.25;1,974.50;21,385.00;4,952.75;1,595.50;-;150,571.75;42,866.75;157,444.50;6,164.25;16,923.50
Nov 14, 2024;Nov 15, 2024;19,707.75;1,985.50;28,340.00;6,209.75;1,465.75;-;143,962.00;48,565.75;143,219.75;3,303.50;16,918.50
Nov 15, 2024;Nov 16, 2024;20,004.75;1,971.25;9,587.00;6,653.25;1,677.75;-;146,882.00;43,200.75;139,871.25;5,752.50;15,096.50
Nov 16, 2024;Nov 17, 2024;19,993.50;1,942.25;61,900.00;9,219.00;1,774.75;-;112,588.25;17,630.25;71,854.00;3,200.50;14,041.00
Nov 17, 2024;Nov 18, 2024;19,552.50;1,951.25;140,204.00;9,393.75;1,658.25;-;50,324.50;11,588.25;49,433.00;963.75;14,545.50
Nov 18, 2024;Nov 19, 2024;19,957.25;2,017.25;79,627.00;13,015.75;1,633.50;-;96,149.25;35,692.25;84,068.25;3,840.75;12,711.00
Nov 19, 2024;Nov 20, 2024;19,558.25;2,122.50;138,938.00;4,158.75;1,648.50;-;140,268.50;33,593.75;109,996.25;4,588.50;12,150.75
Nov 20, 2024;Nov 21, 2024;19,305.75;2,154.50;149,039.00;9,077.75;1,508.00;-;142,852.75;31,559.75;68,844.75;2,654.25;12,501.25
Nov 21, 2024;Nov 22, 2024;19,514.50;2,047.25;87,483.00;9,456.75;1,555.75;-;143,512.25;32,636.50;126,550.75;7,162.00;13,091.50
Nov 22, 2024;Nov 23, 2024;19,896.50;2,033.00;174,438.75;6,072.25;1,555.25;-;137,618.00;34,027.00;77,183.00;2,811.00;14,255.25
Nov 23, 2024;Nov 24, 2024;19,685.50;1,969.75;153,430.25;7,625.75;1,553.50;-;58,292.75;7,148.50;53,063.75;997.75;13,947.00
Nov 24, 2024;Nov 25, 2024;18,888.50;1,968.75;206,514.50;13,140.50;1,519.50;-;36,499.00;1,126.50;34,594.75;3,377.00;14,149.50
Nov 25, 2024;Nov 26, 2024;19,515.50;2,013.75;165,913.75;8,591.75;1,512.25;-;81,348.25;11,057.00;77,446.25;2,727.50;14,761.75
Nov 26, 2024;Nov 27, 2024;19,832.50;2,246.50;86,131.00;12,216.00;1,571.50;-;130,812.25;35,812.25;120,452.50;1,367.00;14,508.75
Nov 27, 2024;Nov 28, 2024;19,865.00;2,203.75;148,727.75;9,348.50;1,632.75;-;127,844.25;24,602.00;91,054.00;5,734.00;14,031.25
Nov 28, 2024;Nov 29, 2024;19,865.25;2,466.75;110,429.50;11,010.00;1,622.00;-;121,123.00;26,234.25;96,099.50;719.25;14,251.50
Nov 29, 2024;Nov 30, 2024;20,449.00;2,489.00;39,736.25;17,429.50;1,636.00;-;140,791.75;35,032.75;116,959.25;4,358.75;14,204.50
