Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jun 13, 2025;Jun 14, 2025;26,045.25;3,096.75;6,234.00;114,394.00;128,083.50;498.75;46,703.00;3,449.75;18,318.00;15,520.75;10,524.00
Jun 14, 2025;Jun 15, 2025;25,771.75;3,066.50;17,207.75;102,169.00;115,026.25;471.50;46,430.75;988.00;16,513.25;10,452.00;10,631.25
Jun 15, 2025;Jun 16, 2025;25,252.00;3,028.00;8,245.75;88,493.00;91,476.00;504.00;63,676.75;3,784.00;17,715.25;12,262.00;10,304.00
Jun 16, 2025;Jun 17, 2025;25,586.50;3,051.00;26,096.50;120,036.75;85,040.50;504.00;100,331.25;7,555.50;22,030.00;11,235.75;10,355.75
Jun 17, 2025;Jun 18, 2025;26,329.50;3,156.25;19,517.25;27,416.75;115,643.00;243.75;107,568.25;8,709.00;26,612.00;9,510.00;10,157.50
Jun 18, 2025;Jun 19, 2025;26,776.50;3,206.50;16,866.25;57,764.00;110,558.00;241.00;109,006.00;9,276.75;26,423.75;8,581.75;10,124.25
Jun 19, 2025;Jun 20, 2025;27,008.75;3,210.00;20,069.00;109,751.50;105,209.50;240.00;62,645.00;5,836.25;17,878.00;9,611.50;10,232.50
Jun 20, 2025;Jun 21, 2025;27,507.00;3,291.25;8,259.50;29,616.00;129,881.25;284.50;55,796.50;8,458.50;19,341.75;11,680.50;10,266.75
Jun 21, 2025;Jun 22, 2025;26,733.75;3,202.25;11,475.50;8,240.00;112,552.75;494.25;58,343.75;7,088.50;16,179.75;10,961.25;10,569.25
Jun 22, 2025;Jun 23, 2025;25,877.50;3,077.00;12,811.25;38,371.00;104,384.50;405.00;49,329.75;1,767.25;13,271.50;10,813.75;10,189.75
Jun 23, 2025;Jun 24, 2025;26,229.00;3,077.50;17,934.50;193,090.25;78,988.50;504.00;40,604.25;57.75;16,488.00;7,538.75;10,389.25
Jun 24, 2025;Jun 25, 2025;26,412.75;3,141.50;26,520.50;192,547.00;72,138.50;504.00;47,971.50;51.00;19,689.75;7,037.50;10,229.50
Jun 25, 2025;Jun 26, 2025;26,152.75;3,182.75;16,996.00;160,069.75;92,258.25;504.00;73,183.25;1,276.00;23,762.75;11,887.00;10,087.25
Jun 26, 2025;Jun 27, 2025;26,039.50;3,098.00;6,293.75;83,228.00;95,368.50;504.00;108,248.75;5,799.75;20,710.25;7,692.25;10,219.75
Jun 27, 2025;Jun 28, 2025;26,615.00;3,186.75;26,964.50;157,032.50;63,210.75;504.00;97,353.25;61.50;16,638.00;9,880.50;10,122.25
Jun 28, 2025;Jun 29, 2025;24,996.75;3,000.25;23,859.25;92,579.75;100,770.25;504.00;52,624.75;62.00;14,182.25;6,579.00;9,711.00
Jun 29, 2025;Jun 30, 2025;25,385.00;2,971.25;26,750.50;123,814.50;90,929.00;504.00;60,549.25;2,644.25;14,494.75;6,763.25;9,921.50
Jun 30, 2025;Jul 1, 2025;26,681.75;3,251.25;15,402.75;41,556.00;127,824.25;504.00;94,706.00;9,641.75;24,450.75;11,600.75;10,015.75
Jul 1, 2025;Jul 2, 2025;26,218.50;3,095.00;739.25;29,238.50;126,046.00;492.50;98,591.50;12,405.25;29,279.25;9,918.50;10,524.25
Jul 2, 2025;Jul 3, 2025;25,179.25;3,020.00;11,814.25;51,915.00;123,212.25;403.00;94,091.75;11,942.50;25,127.25;9,242.25;9,759.75
Jul 3, 2025;Jul 4, 2025;25,956.50;3,112.50;22,746.25;125,837.75;79,540.25;504.00;99,473.00;11,602.25;20,181.00;6,614.50;9,829.25
Jul 4, 2025;Jul 5, 2025;26,496.00;3,159.25;15,220.50;30,296.50;113,559.00;504.00;109,207.00;8,163.25;19,523.50;10,427.75;9,979.75
Jul 5, 2025;Jul 6, 2025;26,352.50;3,133.50;21,323.50;82,130.50;95,279.75;504.00;61,433.50;2,946.00;13,593.25;7,041.00;10,008.00
Jul 6, 2025;Jul 7, 2025;26,669.25;3,194.75;11,105.25;74,749.50;83,844.50;504.00;80,745.75;3,476.00;15,743.50;10,800.00;10,078.75
Jul 7, 2025;Jul 8, 2025;26,510.00;3,156.75;9,028.00;49,422.00;72,417.25;504.00;116,083.50;11,250.50;21,941.25;9,817.50;10,389.25
Jul 8, 2025;Jul 9, 2025;25,867.25;3,077.50;7,053.75;91,516.00;82,555.50;504.00;92,539.50;11,108.00;28,143.25;7,709.00;10,532.50
Jul 9, 2025;Jul 10, 2025;26,152.75;3,135.00;2,070.00;109,482.00;65,687.75;504.00;103,717.50;8,052.50;28,279.75;7,727.25;10,799.00
Jul 10, 2025;Jul 11, 2025;26,525.25;3,153.50;7,878.50;55,586.50;98,097.50;504.00;108,058.00;5,546.00;27,084.00;8,849.00;11,011.00
Jul 11, 2025;Jul 12, 2025;25,164.25;3,018.25;21,706.50;113,481.00;81,360.00;504.00;97,729.75;3,012.25;21,839.50;8,819.25;10,598.50
Jul 12, 2025;Jul 13, 2025;25,979.25;3,091.75;25,915.75;79,711.00;26,675.50;504.00;72,086.50;7,284.00;17,235.00;8,446.75;10,147.00
Jul 13, 2025;Jul 14, 2025;25,134.50;2,943.00;15,239.25;31,121.25;69,550.50;504.00;78,291.75;7,048.50;19,745.00;8,083.50;10,324.50
Jul 14, 2025;Jul 15, 2025;25,081.25;2,990.75;1,803.75;36,341.75;93,855.50;504.00;110,671.00;4,988.75;28,779.00;10,323.25;10,506.50
Jul 15, 2025;Jul 16, 2025;24,755.00;3,019.75;4,884.75;59,614.75;63,683.75;504.00;107,224.50;3,152.00;28,715.25;7,313.75;10,720.00
Jul 16, 2025;Jul 17, 2025;25,487.00;3,034.00;15,101.75;50,156.75;83,215.50;472.50;113,858.50;12,257.50;28,114.75;9,731.75;10,630.50
Jul 17, 2025;Jul 18, 2025;25,853.50;3,025.50;8,313.00;111,107.25;52,645.25;504.00;109,088.75;8,046.00;25,442.25;8,780.25;10,398.50
Jul 18, 2025;Jul 19, 2025;25,167.50;3,064.75;981.50;18,175.50;77,017.75;504.00;112,493.50;11,608.00;23,258.25;12,816.00;10,413.00
Jul 19, 2025;Jul 20, 2025;25,593.75;2,996.75;343.75;14,523.50;115,373.75;409.00;77,383.00;4,431.75;16,758.25;10,768.00;9,713.25
Jul 20, 2025;Jul 21, 2025;24,653.50;2,910.50;5,205.25;45,705.75;103,628.25;396.50;73,848.00;3,579.75;15,214.75;5,768.75;9,493.25
Jul 21, 2025;Jul 22, 2025;25,122.00;3,068.50;13,526.00;62,411.50;28,870.50;429.75;102,055.25;13,125.00;20,846.75;11,155.00;9,876.75
Jul 22, 2025;Jul 23, 2025;26,467.25;3,147.00;16,000.00;120,375.00;70,933.75;408.00;89,558.00;6,322.75;19,796.00;6,247.50;10,259.00
Jul 23, 2025;Jul 24, 2025;26,620.25;3,164.25;7,985.00;188,276.00;60,179.75;208.00;81,981.50;3,373.50;20,502.75;6,105.75;10,469.75
Jul 24, 2025;Jul 25, 2025;23,400.50;2,788.25;1,797.25;27,689.00;75,476.50;504.00;112,030.75;6,511.50;23,089.25;13,002.75;10,053.50
Jul 25, 2025;Jul 26, 2025;23,460.00;2,794.75;4,673.50;31,684.75;78,478.75;502.00;108,528.75;25.25;22,698.50;7,441.50;10,210.50
Jul 26, 2025;Jul 27, 2025;26,009.50;3,103.25;7,415.00;15,518.25;56,288.00;504.00;100,110.25;26.00;20,039.50;9,735.75;10,483.75
Jul 27, 2025;Jul 28, 2025;26,793.25;3,137.25;521.75;18,454.00;77,884.25;504.00;80,182.25;25.50;17,046.50;8,730.75;10,829.75
Jul 28, 2025;Jul 29, 2025;26,586.50;3,146.75;13,874.00;107,896.00;66,168.00;504.00;78,318.50;25.25;20,159.25;9,537.75;10,924.75
Jul 29, 2025;Jul 30, 2025;25,289.00;3,018.50;28,218.00;121,428.50;89,903.25;504.00;74,328.50;26.50;20,949.50;13,554.25;10,839.00
Jul 30, 2025;Jul 31, 2025;25,370.25;3,019.50;10,848.50;64,351.75;86,052.75;498.00;65,597.75;26.25;21,210.50;11,675.50;10,770.25
Jul 31, 2025;Aug 1, 2025;26,230.25;3,191.00;6,836.75;102,560.00;57,140.00;447.25;70,818.00;26.50;21,155.00;12,405.00;10,444.50
Aug 1, 2025;Aug 2, 2025;26,067.75;3,102.25;2,215.50;53,113.50;78,884.00;504.00;76,937.50;25.25;22,266.50;13,881.00;10,436.50
Aug 2, 2025;Aug 3, 2025;26,552.25;3,157.75;4,639.00;45,337.00;87,803.75;504.00;66,446.25;26.75;18,578.25;11,458.25;9,897.00
Aug 3, 2025;Aug 4, 2025;26,968.75;3,181.75;11,870.00;81,327.75;52,757.25;504.00;45,979.00;26.25;15,699.25;7,325.75;10,008.00
Aug 4, 2025;Aug 5, 2025;26,777.50;3,194.00;11,220.75;104,388.25;81,058.25;504.00;46,509.00;26.25;20,925.00;17,364.50;10,234.25
Aug 5, 2025;Aug 6, 2025;26,500.00;3,126.75;30,784.00;126,215.25;43,748.00;483.00;36,951.75;27.00;17,069.00;14,041.50;10,108.75
Aug 6, 2025;Aug 7, 2025;26,811.00;3,186.50;31,275.50;101,843.75;93,985.25;504.00;42,569.50;25.75;15,849.00;16,155.00;9,916.00
Aug 7, 2025;Aug 8, 2025;26,278.75;3,127.25;7,830.75;23,991.50;101,605.25;504.00;54,288.75;25.75;19,995.25;12,769.75;9,784.25
Aug 8, 2025;Aug 9, 2025;26,392.50;3,210.50;5,216.00;50,156.50;81,467.25;504.00;61,979.25;2,434.00;21,226.75;11,830.50;9,937.00
Aug 9, 2025;Aug 10, 2025;26,117.50;3,105.75;1,985.75;20,733.50;95,253.50;504.00;57,974.25;4,005.25;17,505.00;12,505.00;9,562.25
Aug 10, 2025;Aug 11, 2025;26,230.00;3,069.50;10,350.50;82,442.50;94,950.25;504.00;47,100.75;2,613.00;16,017.00;10,769.25;9,369.25
Aug 11, 2025;Aug 12, 2025;26,294.00;3,132.25;1,462.75;7,856.25;117,563.00;504.00;69,113.25;9,118.25;21,116.50;11,549.00;9,780.50
Aug 12, 2025;Aug 13, 2025;26,000.25;3,118.00;429.50;31,258.00;107,782.75;491.75;69,156.00;8,628.75;21,467.25;10,400.50;9,871.25
Aug 13, 2025;Aug 14, 2025;25,122.50;2,989.50;9,404.50;50,402.75;109,245.25;433.75;69,251.00;11,274.25;23,056.50;10,374.25;10,018.25
Aug 14, 2025;Aug 15, 2025;24,797.50;2,951.25;11,496.75;29,271.75;108,771.75;504.00;68,775.50;8,705.75;21,160.50;12,930.50;10,172.00
Aug 15, 2025;Aug 16, 2025;22,025.75;2,650.50;15,178.50;59,671.50;103,143.00;504.00;65,558.00;7,935.25;17,357.25;13,165.75;10,305.50
Aug 16, 2025;Aug 17, 2025;22,748.75;2,663.25;22,040.50;79,996.25;80,071.75;504.00;56,796.75;1,624.75;14,241.75;9,936.25;10,129.25
Aug 17, 2025;Aug 18, 2025;23,423.00;2,791.00;5,783.00;42,809.50;87,486.75;504.00;63,783.00;3,354.00;13,936.75;7,826.50;9,872.50
Aug 18, 2025;Aug 19, 2025;23,276.75;2,850.50;576.00;9,497.75;114,242.75;504.00;85,293.50;8,836.00;19,728.50;12,548.75;9,992.50
Aug 19, 2025;Aug 20, 2025;22,698.75;2,706.00;8,568.25;18,453.75;114,251.75;504.00;89,900.50;8,655.75;23,756.75;9,652.50;10,460.00
Aug 20, 2025;Aug 21, 2025;22,975.50;2,738.00;8,442.25;47,867.75;93,518.75;504.00;90,407.25;8,913.25;18,888.50;9,238.75;10,015.25
Aug 21, 2025;Aug 22, 2025;23,318.25;2,777.25;9,946.00;52,985.50;104,499.00;504.00;78,376.25;5,444.25;20,067.25;8,197.50;9,858.25
Aug 22, 2025;Aug 23, 2025;23,393.75;2,789.50;26,804.75;113,079.00;61,634.00;504.00;68,409.50;25.25;18,486.25;10,996.00;10,090.75
Aug 23, 2025;Aug 24, 2025;23,896.00;2,848.25;20,546.50;128,590.25;72,148.75;504.00;59,161.75;26.50;15,571.25;8,668.50;9,805.25
Aug 24, 2025;Aug 25, 2025;23,748.75;2,806.50;18,952.00;78,964.25;72,515.00;504.00;60,427.25;27.00;15,472.50;8,012.00;9,913.25
Aug 25, 2025;Aug 26, 2025;23,259.00;2,778.25;13,059.25;62,407.00;82,891.50;504.00;75,813.50;3,727.25;21,296.25;6,928.00;10,239.50
Aug 26, 2025;Aug 27, 2025;23,321.50;2,779.50;1,069.75;22,264.00;100,122.75;504.00;92,471.75;9,890.50;23,516.25;5,133.75;10,490.25
Aug 27, 2025;Aug 28, 2025;22,136.00;2,639.75;7,850.75;64,307.00;84,926.75;328.00;84,015.00;11,759.75;20,955.50;4,654.25;9,668.25
Aug 28, 2025;Aug 29, 2025;22,142.50;2,664.50;2,686.00;29,598.75;35,735.25;463.25;85,877.00;13,341.00;23,859.00;6,344.75;9,752.50
Aug 29, 2025;Aug 30, 2025;21,559.25;2,596.00;512.25;13,295.75;48,170.00;504.00;78,045.00;9,396.00;19,289.50;6,014.00;9,916.75
Aug 30, 2025;Aug 31, 2025;22,147.50;2,615.00;524.25;36,666.50;80,689.25;504.00;66,151.50;8,601.50;14,388.25;7,382.00;9,090.00
Aug 31, 2025;Sep 1, 2025;21,918.75;2,590.75;4,617.00;32,916.00;99,280.25;504.00;58,693.25;1,008.25;12,977.00;6,184.50;9,156.75
Sep 1, 2025;Sep 2, 2025;21,705.75;2,627.25;17,215.50;79,684.25;78,126.00;467.75;79,048.25;1,184.75;19,493.75;11,374.50;9,325.50
Sep 2, 2025;Sep 3, 2025;23,969.00;2,879.25;1,521.75;23,535.50;48,435.50;504.00;86,104.75;1,315.25;23,603.25;11,872.00;9,718.00
Sep 3, 2025;Sep 4, 2025;24,637.50;2,885.00;11,900.50;105,766.50;88,209.00;504.00;69,676.00;1,064.50;18,842.00;5,548.75;9,896.75
Sep 4, 2025;Sep 5, 2025;24,747.25;2,995.00;11,685.00;82,900.50;85,536.00;500.25;74,028.25;4,536.75;21,120.25;10,070.25;9,765.25
Sep 5, 2025;Sep 6, 2025;25,320.00;3,037.00;8,824.50;58,806.75;52,612.00;490.00;112,058.75;10,169.75;22,250.50;10,661.50;10,127.75
Sep 6, 2025;Sep 7, 2025;25,492.00;3,033.75;4,812.25;18,802.50;88,564.25;504.00;97,336.25;8,357.00;15,037.75;10,962.25;9,854.25
Sep 7, 2025;Sep 8, 2025;25,496.25;3,034.75;1,247.00;39,244.50;85,065.75;504.00;72,180.00;25.25;12,147.50;4,609.50;5,717.50
Sep 8, 2025;Sep 9, 2025;25,054.50;2,993.00;2,321.50;35,789.50;91,502.75;399.00;114,829.75;9,451.25;22,157.25;9,880.25;6,024.75
Sep 9, 2025;Sep 10, 2025;23,469.25;2,798.50;6,780.50;22,645.25;73,069.25;504.00;124,991.50;11,483.25;27,240.25;9,550.25;10,217.25
Sep 10, 2025;Sep 11, 2025;20,765.25;2,480.75;17,758.50;18,995.75;50,028.25;399.75;129,142.25;13,118.50;25,002.75;6,767.25;10,616.00
Sep 11, 2025;Sep 12, 2025;20,687.50;2,494.00;8,152.75;109,452.50;67,830.00;504.00;82,447.00;1,686.25;18,193.50;7,469.00;10,419.50
Sep 12, 2025;Sep 13, 2025;21,728.25;2,594.75;12,373.00;120,190.00;68,294.00;281.00;61,125.00;1,317.75;17,309.50;9,757.75;10,189.50
Sep 13, 2025;Sep 14, 2025;25,797.25;3,068.25;13,338.00;85,291.00;66,853.50;0.00;61,049.25;1,221.50;15,546.50;7,101.75;10,123.25
Sep 14, 2025;Sep 15, 2025;25,693.25;3,122.75;8,350.25;68,186.50;58,395.00;0.00;65,034.75;4,728.50;16,852.50;10,218.50;10,014.50
Sep 15, 2025;Sep 16, 2025;23,568.25;2,772.00;17,911.00;190,688.75;52,215.75;225.50;31,998.25;1,125.25;14,822.50;7,548.50;10,220.00
Sep 16, 2025;Sep 17, 2025;20,338.25;2,431.00;21,063.75;280,378.00;47,852.00;504.00;38,404.00;1,143.00;18,392.50;7,347.25;10,042.50
Sep 17, 2025;Sep 18, 2025;20,960.75;2,502.50;25,458.25;182,184.25;57,180.50;504.00;54,542.50;1,007.25;19,841.50;9,564.25;9,306.75
Sep 18, 2025;Sep 19, 2025;20,553.50;2,454.50;27,932.25;150,873.50;46,339.25;499.50;55,193.75;1,336.25;19,151.50;7,979.50;9,348.50
Sep 19, 2025;Sep 20, 2025;20,538.50;2,476.50;24,860.75;81,112.00;72,645.00;504.00;76,626.25;5,768.75;21,324.50;9,789.00;9,267.00
Sep 20, 2025;Sep 21, 2025;20,669.75;2,468.00;10,985.50;115,877.00;82,861.25;504.00;59,131.00;1,067.25;18,862.75;7,562.50;9,558.50
Sep 21, 2025;Sep 22, 2025;20,551.00;2,455.75;25,141.50;123,348.00;52,448.00;493.50;57,202.00;1,801.50;15,358.25;3,545.25;10,224.50
Sep 22, 2025;Sep 23, 2025;22,346.50;2,667.25;29,330.00;57,534.25;37,847.75;504.00;110,083.25;7,205.75;25,639.50;8,574.00;10,881.00
Sep 23, 2025;Sep 24, 2025;24,995.75;2,965.25;5,610.25;55,673.00;81,117.50;504.00;128,878.00;14,976.25;30,593.75;7,648.25;11,823.00
Sep 24, 2025;Sep 25, 2025;25,350.50;3,005.50;5,799.25;201,698.75;75,306.00;504.00;105,108.00;13,683.75;30,235.00;5,019.00;11,898.00
Sep 25, 2025;Sep 26, 2025;25,345.75;3,063.00;23,171.50;234,524.50;40,486.75;493.50;101,341.00;6,582.50;33,523.75;7,845.00;12,579.50
Sep 26, 2025;Sep 27, 2025;25,615.00;3,146.00;34,325.25;157,499.50;39,982.75;504.00;110,984.00;12,033.25;35,206.25;7,098.00;12,863.50
Sep 27, 2025;Sep 28, 2025;26,207.25;3,140.00;24,050.50;90,836.50;52,415.50;504.00;108,655.00;12,242.25;31,343.00;6,571.75;15,010.50
Sep 28, 2025;Sep 29, 2025;26,159.50;3,062.25;11,279.00;47,946.25;75,131.50;504.00;112,913.50;12,230.75;30,028.50;3,935.00;18,875.00
Sep 29, 2025;Sep 30, 2025;25,323.00;3,092.00;15,145.00;45,149.75;73,839.50;476.00;145,526.50;15,278.00;36,532.25;8,788.75;19,198.00
Sep 30, 2025;Oct 1, 2025;25,512.50;3,035.00;4,447.75;56,230.50;68,928.25;504.00;134,999.00;15,396.00;39,703.25;8,663.25;19,036.75
Oct 1, 2025;Oct 2, 2025;26,715.00;3,176.25;245.25;20,393.25;33,952.00;504.00;146,364.25;14,334.00;41,702.25;9,081.50;19,493.25
Oct 2, 2025;Oct 3, 2025;27,190.00;3,233.00;598.50;6,717.50;66,036.00;504.00;135,327.00;3,341.50;41,506.50;11,473.00;19,777.25
Oct 3, 2025;Oct 4, 2025;27,952.00;3,330.25;9,359.75;63,393.50;78,683.00;504.00;51,943.50;2,985.25;29,433.50;10,157.25;18,103.50
Oct 4, 2025;Oct 5, 2025;26,444.25;3,096.50;29,092.75;266,708.75;11,352.75;38.50;26,387.75;3,251.75;13,921.75;14,651.50;16,969.00
Oct 5, 2025;Oct 6, 2025;23,421.50;2,766.75;27,382.00;279,206.00;33,507.50;0.00;29,367.50;3,099.00;15,354.00;10,218.75;16,979.00
Oct 6, 2025;Oct 7, 2025;23,122.75;2,790.00;25,725.00;250,484.00;29,178.00;487.00;74,394.25;3,670.50;35,009.00;10,519.00;18,339.25
Oct 7, 2025;Oct 8, 2025;23,577.50;2,809.75;5,035.25;28,642.00;20,507.50;504.00;141,688.75;14,560.00;45,995.50;13,856.75;15,243.75
Oct 8, 2025;Oct 9, 2025;24,142.25;2,945.25;8,997.75;31,237.25;14,461.00;406.50;154,005.00;17,463.00;44,926.75;13,546.00;15,976.25
Oct 9, 2025;Oct 10, 2025;23,566.50;2,832.25;17,024.50;69,154.75;33,957.00;504.00;157,561.75;15,729.25;41,083.75;8,661.25;15,825.25
Oct 10, 2025;Oct 11, 2025;23,774.00;2,855.50;39,400.75;186,344.00;19,453.75;504.00;130,079.25;13,402.00;34,599.75;9,414.75;22,368.00
Oct 11, 2025;Oct 12, 2025;24,168.00;2,853.50;35,317.25;155,118.50;19,988.75;470.25;111,755.50;7,807.75;31,469.00;9,045.25;22,490.50
Oct 12, 2025;Oct 13, 2025;23,777.25;2,783.25;20,933.25;92,681.75;18,621.25;378.25;126,762.25;8,973.50;33,026.00;4,350.00;22,191.00
Oct 13, 2025;Oct 14, 2025;22,659.75;2,761.75;3,992.50;15,768.00;54,496.00;504.00;155,440.25;18,651.00;46,029.00;12,480.75;22,745.00
Oct 14, 2025;Oct 15, 2025;22,658.50;2,724.75;1,431.50;47,109.75;16,632.50;504.00;158,345.00;18,498.00;51,150.75;11,376.50;23,015.75
Oct 15, 2025;Oct 16, 2025;22,661.50;2,726.50;9,717.75;18,103.75;25,491.50;504.00;164,442.50;18,836.50;52,698.50;13,885.75;23,974.00
Oct 16, 2025;Oct 17, 2025;22,875.00;2,727.75;14,976.75;72,921.00;22,968.25;365.50;160,936.75;17,948.50;49,217.25;9,697.75;23,796.25
Oct 17, 2025;Oct 18, 2025;23,199.75;2,787.25;16,940.75;105,434.75;28,009.75;504.00;165,297.00;17,887.75;46,185.25;9,340.25;21,325.75
Oct 18, 2025;Oct 19, 2025;23,415.00;2,789.25;17,220.00;60,803.00;65,688.25;504.00;128,452.25;12,068.00;44,245.25;7,386.75;23,086.25
Oct 19, 2025;Oct 20, 2025;22,728.00;2,661.75;10,982.75;107,089.00;54,807.75;504.00;81,060.25;3,090.00;38,061.00;6,118.50;22,836.25
Oct 20, 2025;Oct 21, 2025;21,595.00;2,583.25;35,451.75;179,835.25;42,613.75;504.00;72,331.25;6,211.75;43,008.25;11,842.75;22,237.00
Oct 21, 2025;Oct 22, 2025;22,626.07;2,722.00;35,140.00;200,020.25;38,791.25;504.00;75,417.50;5,868.50;39,183.50;7,613.50;22,541.00
Oct 22, 2025;Oct 23, 2025;25,936.50;3,160.50;10,634.75;71,720.00;26,170.75;504.00;126,385.00;15,882.25;48,419.50;13,311.00;22,110.75
Oct 23, 2025;Oct 24, 2025;25,903.73;3,083.82;25,348.28;213,400.23;11,914.59;497.77;85,170.63;7,363.18;41,167.18;3,611.96;22,145.28
Oct 24, 2025;Oct 25, 2025;25,653.42;3,033.68;31,936.49;299,221.76;19,503.62;497.78;31,928.44;5,435.03;18,330.34;8,041.61;20,060.27
Oct 25, 2025;Oct 26, 2025;26,225.10;3,118.52;38,330.71;256,542.61;24,432.38;497.78;26,629.54;5,345.94;15,568.05;14,911.16;20,081.70
Oct 26, 2025;Oct 27, 2025;27,200.99;3,209.27;26,766.38;322,562.06;17,138.95;518.52;33,370.64;5,879.70;17,359.07;8,642.72;21,183.77
Oct 27, 2025;Oct 28, 2025;26,265.19;3,212.54;29,365.13;279,664.74;18,028.80;497.78;39,409.09;7,438.57;34,647.25;13,618.59;13,403.67
Oct 28, 2025;Oct 29, 2025;26,268.77;3,123.57;26,711.24;295,591.93;12,174.74;497.78;52,111.59;7,292.57;38,436.43;9,441.87;20,166.09
Oct 29, 2025;Oct 30, 2025;23,657.79;2,818.49;33,568.22;173,282.20;36,024.58;405.31;100,943.42;7,898.11;43,956.48;10,837.00;15,193.56
Oct 30, 2025;Oct 31, 2025;26,575.23;3,160.92;24,554.73;275,094.07;26,360.56;497.78;92,343.35;7,624.37;40,986.75;9,542.53;13,644.97
Oct 31, 2025;Nov 1, 2025;27,568.46;3,300.42;13,337.16;88,712.52;35,638.17;497.78;103,651.24;7,952.09;51,127.96;11,041.14;21,271.75
Nov 1, 2025;Nov 2, 2025;27,341.53;3,201.02;19,020.30;136,146.38;27,608.72;497.78;53,208.16;6,911.67;30,732.07;5,788.19;20,390.13
Nov 2, 2025;Nov 3, 2025;27,374.02;3,278.05;7,840.62;54,468.01;14,506.91;497.78;96,224.49;8,462.29;39,109.97;11,636.52;20,905.83
Nov 3, 2025;Nov 4, 2025;26,335.85;3,138.86;17,840.86;141,987.06;34,387.27;497.78;97,934.53;8,139.93;43,048.55;9,153.98;20,993.64
Nov 4, 2025;Nov 5, 2025;26,402.80;3,141.27;29,208.62;129,066.12;28,154.64;497.78;109,303.08;7,752.32;42,631.00;10,850.23;21,575.68
Nov 5, 2025;Nov 6, 2025;26,373.00;3,136.53;17,403.17;105,027.47;43,286.65;497.78;127,243.43;8,614.65;48,401.98;6,937.91;22,253.98
Nov 6, 2025;Nov 7, 2025;26,566.50;3,159.07;7,512.47;102,056.40;48,209.01;497.78;156,221.20;15,405.05;57,273.60;7,675.27;22,023.36
Nov 7, 2025;Nov 8, 2025;27,364.95;3,325.09;7,429.11;73,633.56;42,544.49;497.78;154,089.93;17,398.18;62,249.98;12,848.01;15,248.37
Nov 8, 2025;Nov 9, 2025;27,776.78;3,291.69;140.04;17,321.33;20,154.48;497.78;173,930.47;18,533.95;60,889.26;8,760.33;16,066.96
Nov 9, 2025;Nov 10, 2025;27,537.48;3,224.01;390.57;7,359.18;10,051.80;497.78;179,620.22;18,262.70;59,441.03;6,008.58;16,428.36
Nov 10, 2025;Nov 11, 2025;27,458.74;3,370.38;872.81;17,727.55;13,414.36;497.78;172,914.01;17,544.82;64,867.13;15,463.44;17,666.36
Nov 11, 2025;Nov 12, 2025;26,426.24;3,166.67;4,514.26;81,613.64;13,026.02;497.78;149,925.12;17,248.32;61,738.48;9,698.93;17,263.74
Nov 12, 2025;Nov 13, 2025;26,414.48;3,141.02;21,532.42;133,284.76;28,338.71;497.78;108,557.48;8,461.73;50,678.41;10,647.93;15,133.11
Nov 13, 2025;Nov 14, 2025;26,591.72;3,161.98;27,557.49;218,685.14;26,907.16;497.78;89,813.33;13,587.52;45,813.02;6,763.49;13,616.05
Nov 14, 2025;Nov 15, 2025;26,788.79;3,191.06;7,910.55;72,175.14;10,423.75;497.78;135,798.00;21,459.07;60,247.75;12,059.03;22,278.18
Nov 15, 2025;Nov 16, 2025;27,666.56;3,293.66;12,956.85;123,962.98;6,674.66;497.78;130,419.43;9,192.51;58,753.46;5,587.85;22,818.01
Nov 16, 2025;Nov 17, 2025;27,899.19;3,266.34;7,262.71;60,112.78;15,643.17;497.78;140,961.34;18,505.61;58,409.31;9,238.66;22,805.85
Nov 17, 2025;Nov 18, 2025;27,150.96;3,233.34;23,694.77;108,487.09;12,904.02;497.78;157,027.37;17,160.18;65,899.12;10,087.18;23,302.26
Nov 18, 2025;Nov 19, 2025;26,656.17;3,196.75;29,157.28;207,536.91;14,566.62;361.24;155,654.57;21,047.21;69,451.82;8,523.93;23,437.83
Nov 19, 2025;Nov 20, 2025;26,882.79;3,203.61;20,166.29;131,560.96;21,011.54;497.78;161,590.75;23,114.57;73,196.90;11,399.98;23,053.99
Nov 20, 2025;Nov 21, 2025;25,784.02;3,081.20;15,813.92;134,465.21;7,994.43;497.78;160,178.86;25,362.00;79,152.30;9,871.40;22,802.61
Nov 21, 2025;Nov 22, 2025;23,192.21;2,788.09;23,770.25;54,873.90;29,835.31;497.78;159,992.17;26,038.54;91,966.92;15,035.27;24,396.71
Nov 22, 2025;Nov 23, 2025;19,237.59;2,293.53;19,420.88;58,247.43;31,956.28;497.78;116,320.01;13,660.24;76,472.86;5,796.38;24,155.48
Nov 23, 2025;Nov 24, 2025;19,464.54;2,347.82;29,229.20;127,774.27;33,502.11;497.78;83,310.59;13,360.19;74,535.14;2,895.37;23,471.67
